tag	chrom	pos	pvalue	variant_id
Astle_et_al_2016_Platelet_count	chr12	121779004	1.024e-45	rs11553699
Astle_et_al_2016_Platelet_count	chr12	112697726	2.318e-41	rs2384049
Astle_et_al_2016_Platelet_count	chr12	110922379	4.85e-37	rs12321621
Astle_et_al_2016_Platelet_count	chr12	6185368	1.514e-36	rs35277580
Astle_et_al_2016_Platelet_count	chr12	29282547	3.736e-34	rs2015599
Astle_et_al_2016_Platelet_count	chr12	109037207	7.374e-32	rs4388979
Astle_et_al_2016_Platelet_count	chr12	64611299	2.22501162557301e-28	rs1716505
Astle_et_al_2016_Platelet_count	chr12	56675083	3.77e-22	rs7311160
Astle_et_al_2016_Platelet_count	chr12	47818936	5.751e-18	rs73109811
Astle_et_al_2016_Platelet_count	chr12	630843	5.72399612220329e-15	rs34038797
Astle_et_al_2016_Platelet_count	chr12	123333022	9.646e-13	rs12824685
Astle_et_al_2016_Platelet_count	chr12	50521653	2.067e-11	rs10783367
Astle_et_al_2016_Platelet_count	chr12	57454856	2.575e-11	rs3809114
Astle_et_al_2016_Platelet_count	chr12	115118502	3.994e-11	rs35427
Astle_et_al_2016_Platelet_count	chr12	120977112	2.565e-10	rs2255531
Astle_et_al_2016_Platelet_count	chr12	49268608	3.268e-10	rs7958679
Astle_et_al_2016_Platelet_count	chr12	109838884	1.581e-09	rs7963600
Astle_et_al_2016_Platelet_count	chr12	48334707	1.611e-09	rs3752820
Astle_et_al_2016_Platelet_count	chr12	77826960	8.354e-09	rs113825134
Astle_et_al_2016_Platelet_count	chr12	51294999	9.001e-09	rs140244383
Astle_et_al_2016_Platelet_count	chr12	122727561	3.09500067364434e-08	rs7307192
Astle_et_al_2016_Platelet_count	chr11	196944	3.6e-103	rs11604127
Astle_et_al_2016_Platelet_count	chr11	119212608	2.809e-43	rs36109901
Astle_et_al_2016_Platelet_count	chr11	61803876	5.4589799092983e-23	rs174548
Astle_et_al_2016_Platelet_count	chr11	114082900	5.838e-21	rs73000929
Astle_et_al_2016_Platelet_count	chr11	8730342	7.15001345995083e-19	rs3794153
Astle_et_al_2016_Platelet_count	chr11	126420615	1.863e-18	rs4937127
Astle_et_al_2016_Platelet_count	chr11	128460625	6.065e-18	rs4937333
Astle_et_al_2016_Platelet_count	chr11	116831646	2.419e-16	rs645901
Astle_et_al_2016_Platelet_count	chr11	108378047	1.06400277672752e-15	rs192022
Astle_et_al_2016_Platelet_count	chr11	65725434	1.653e-14	rs11227275
Astle_et_al_2016_Platelet_count	chr11	47459981	6.551e-14	rs7950696
Astle_et_al_2016_Platelet_count	chr11	64231768	3.80999563811609e-09	rs3741404
Astle_et_al_2016_Platelet_count	chr11	86020243	4.09799613347689e-09	rs655641
Astle_et_al_2016_Platelet_count	chr11	5680179	8.52600284960726e-09	rs3824949
Astle_et_al_2016_Platelet_count	chr11	95100525	1.496e-08	.
Astle_et_al_2016_Platelet_count	chr11	100630840	3.48999680221279e-08	
Astle_et_al_2016_Platelet_count	chr10	63304084	7.54063244798818e-97	rs61855497
Astle_et_al_2016_Platelet_count	chr10	49055156	4.159e-16	rs4272720
Astle_et_al_2016_Platelet_count	chr10	93079885	9.354e-11	rs2068888
Astle_et_al_2016_Platelet_count	chr10	79404390	2.798e-10	rs116052829
Astle_et_al_2016_Platelet_count	chr10	24922362	6.98e-10	rs12266014
Astle_et_al_2016_Platelet_count	chr10	14573359	3.322e-08	rs7067734
Astle_et_al_2016_Platelet_count	chr10	30165304	4.91e-08	rs2488034
Astle_et_al_2016_Platelet_count	chr5	88884379	9e-96	rs114694170
Astle_et_al_2016_Platelet_count	chr5	76701084	6.599e-56	.
Astle_et_al_2016_Platelet_count	chr5	160171257	2.962e-32	rs6556471
Astle_et_al_2016_Platelet_count	chr5	1285859	2.176e-20	rs7705526
Astle_et_al_2016_Platelet_count	chr5	132350453	2.906e-18	rs10058074
Astle_et_al_2016_Platelet_count	chr5	78489898	7.414e-18	rs72315235
Astle_et_al_2016_Platelet_count	chr5	88256149	6.502e-17	rs146412114
Astle_et_al_2016_Platelet_count	chr5	142130420	7.239e-17	rs6860138
Astle_et_al_2016_Platelet_count	chr5	111725320	1.293e-15	rs59739601
Astle_et_al_2016_Platelet_count	chr5	66620956	9.726e-13	rs10940072
Astle_et_al_2016_Platelet_count	chr5	159172350	3.792e-11	rs10075570
Astle_et_al_2016_Platelet_count	chr5	157015079	4.67153115140188e-10	rs139247484
Astle_et_al_2016_Platelet_count	chr5	72761055	1.356e-09	rs56762233
Astle_et_al_2016_Platelet_count	chr5	34658314	1.493e-09	rs457648
Astle_et_al_2016_Platelet_count	chr5	131690525	3.128e-09	rs152815
Astle_et_al_2016_Platelet_count	chr5	75343353	1.725e-08	rs3846661
Astle_et_al_2016_Platelet_count	chr1	247556467	2.663e-86	rs56043070
Astle_et_al_2016_Platelet_count	chr1	171973643	2.488e-46	rs6425521
Astle_et_al_2016_Platelet_count	chr1	205276933	8.324e-35	rs1172137
Astle_et_al_2016_Platelet_count	chr1	25409878	6.436e-32	rs111941366
Astle_et_al_2016_Platelet_count	chr1	11968598	1.039e-25	rs11121845
Astle_et_al_2016_Platelet_count	chr1	112659795	1.995e-21	rs2932536
Astle_et_al_2016_Platelet_count	chr1	45450553	1.304e-18	rs144019485
Astle_et_al_2016_Platelet_count	chr1	199007363	2.081e-16	rs12239179
Astle_et_al_2016_Platelet_count	chr1	117609619	3.537e-14	rs10923354
Astle_et_al_2016_Platelet_count	chr1	46144064	2.179e-13	rs785475
Astle_et_al_2016_Platelet_count	chr1	2214726	1.585e-12	rs78265569
Astle_et_al_2016_Platelet_count	chr1	156464911	3.61e-11	rs1050316
Astle_et_al_2016_Platelet_count	chr1	10391742	5.419e-11	rs4846217
Astle_et_al_2016_Platelet_count	chr1	172484700	1.218e-10	rs10798026
Astle_et_al_2016_Platelet_count	chr1	39926485	1.28499804755631e-10	rs11207138
Astle_et_al_2016_Platelet_count	chr1	230157783	2.406e-10	rs4631704
Astle_et_al_2016_Platelet_count	chr1	150382206	1.842e-09	.
Astle_et_al_2016_Platelet_count	chr1	154142689	4.292e-09	rs3001362
Astle_et_al_2016_Platelet_count	chr1	171461055	6.152e-09	rs34209035
Astle_et_al_2016_Platelet_count	chr1	151202296	6.363e-09	rs10749660
Astle_et_al_2016_Platelet_count	chr1	30801637	6.47e-09	rs112326923
Astle_et_al_2016_Platelet_count	chr1	109928142	9.384e-09	rs333947
Astle_et_al_2016_Platelet_count	chr1	43375311	9.682e-09	rs75139539
Astle_et_al_2016_Platelet_count	chr1	27915901	1.034e-08	rs9438594
Astle_et_al_2016_Platelet_count	chr1	26936054	1.11e-08	rs182050989
Astle_et_al_2016_Platelet_count	chr1	87639806	2.395e-08	rs151136305
Astle_et_al_2016_Platelet_count	chr1	62541557	2.58e-08	rs1184547
Astle_et_al_2016_Platelet_count	chr1	92960610	2.965e-08	rs945631
Astle_et_al_2016_Platelet_count	chr7	106730198	2.7969669747686e-85	rs342292
Astle_et_al_2016_Platelet_count	chr7	123771856	1.5e-24	rs77300440
Astle_et_al_2016_Platelet_count	chr7	44887228	7.586e-23	rs2331174
Astle_et_al_2016_Platelet_count	chr7	2833645	2.299e-15	rs1182180
Astle_et_al_2016_Platelet_count	chr7	100467820	5.57400957566898e-15	rs7811142
Astle_et_al_2016_Platelet_count	chr7	129642078	6.167e-13	rs7788849
Astle_et_al_2016_Platelet_count	chr7	116881590	8.8389989112597e-13	rs11562010
Astle_et_al_2016_Platelet_count	chr7	80589645	4.129e-12	rs6961069
Astle_et_al_2016_Platelet_count	chr7	36044919	3.04e-09	rs2710804
Astle_et_al_2016_Platelet_count	chr7	73612048	3.067e-09	.
Astle_et_al_2016_Platelet_count	chr7	135943622	6.154e-09	.
Astle_et_al_2016_Platelet_count	chr2	31254972	9.37e-73	rs655029
Astle_et_al_2016_Platelet_count	chr2	240571486	1.273e-34	rs78909033
Astle_et_al_2016_Platelet_count	chr2	43224818	9.46e-32	rs149290349
Astle_et_al_2016_Platelet_count	chr2	27508073	2.313e-25	rs1260326
Astle_et_al_2016_Platelet_count	chr2	120255326	6.142e-19	rs934725
Astle_et_al_2016_Platelet_count	chr2	218229211	7.464e-19	rs17572109
Astle_et_al_2016_Platelet_count	chr2	210675783	2.255e-18	rs1047891
Astle_et_al_2016_Platelet_count	chr2	159820864	2.72199687596016e-17	rs12052715
Astle_et_al_2016_Platelet_count	chr2	119753312	2.922e-15	rs72836805
Astle_et_al_2016_Platelet_count	chr2	111428267	3.533e-15	rs4377346
Astle_et_al_2016_Platelet_count	chr2	226432279	1.274e-14	rs11684299
Astle_et_al_2016_Platelet_count	chr2	43810257	8.7819981050747e-13	rs116520905
Astle_et_al_2016_Platelet_count	chr2	68735005	5.292e-12	rs10048745
Astle_et_al_2016_Platelet_count	chr2	69922741	6.436e-10	rs80352135
Astle_et_al_2016_Platelet_count	chr2	37817201	8.641e-10	rs4670779
Astle_et_al_2016_Platelet_count	chr2	191831529	1.002e-09	rs7585866
Astle_et_al_2016_Platelet_count	chr17	29555687	3.326e-70	rs516051
Astle_et_al_2016_Platelet_count	chr17	35596588	1.396e-40	rs11653357
Astle_et_al_2016_Platelet_count	chr17	2285345	2.519e-22	rs216191
Astle_et_al_2016_Platelet_count	chr17	44377654	2.594e-20	rs34603233
Astle_et_al_2016_Platelet_count	chr17	4937573	1.145e-19	rs1060431
Astle_et_al_2016_Platelet_count	chr17	66214462	1.573e-17	.
Astle_et_al_2016_Platelet_count	chr17	29035542	2.901e-12	rs11653331
Astle_et_al_2016_Platelet_count	chr17	19934366	7.056e-11	rs860335
Astle_et_al_2016_Platelet_count	chr17	37487939	2.207e-10	rs853194
Astle_et_al_2016_Platelet_count	chr17	59550425	2.293e-08	rs12325879
Astle_et_al_2016_Platelet_count	chr17	57385980	3.206e-08	rs188761458
Astle_et_al_2016_Platelet_count	chr8	105569300	1.02499536882653e-67	rs6993770
Astle_et_al_2016_Platelet_count	chr8	143928115	6.782e-33	.
Astle_et_al_2016_Platelet_count	chr8	130326687	2.14e-10	rs6470811
Astle_et_al_2016_Platelet_count	chr8	30462021	6.498e-10	rs11993146
Astle_et_al_2016_Platelet_count	chr8	66042380	2.685e-09	rs2357666
Astle_et_al_2016_Platelet_count	chr8	129672355	2.203e-08	rs4333553
Astle_et_al_2016_Platelet_count	chr8	127816126	2.24e-08	rs10622381
Astle_et_al_2016_Platelet_count	chr19	16102887	3.879e-61	rs143558304
Astle_et_al_2016_Platelet_count	chr19	45247899	1.537e-34	rs12459847
Astle_et_al_2016_Platelet_count	chr19	19645264	6.02e-21	rs3841260
Astle_et_al_2016_Platelet_count	chr19	38275020	2.706e-16	rs12608697
Astle_et_al_2016_Platelet_count	chr19	10352442	7.27600910995612e-13	rs34536443
Astle_et_al_2016_Platelet_count	chr19	35170884	2.582e-10	rs7249921
Astle_et_al_2016_Platelet_count	chr19	17084023	3.924e-10	rs144744357
Astle_et_al_2016_Platelet_count	chr19	51224066	5.485e-09	rs1697553
Astle_et_al_2016_Platelet_count	chr19	2003262	6.156e-09	rs34847357
Astle_et_al_2016_Platelet_count	chr19	55181876	2.869e-08	rs2288419
Astle_et_al_2016_Platelet_count	chr19	58440326	3.31500343353507e-08	rs11084545
Astle_et_al_2016_Platelet_count	chr19	45798198	4.946e-08	rs35226705
Astle_et_al_2016_Platelet_count	chr22	50190508	2.275e-59	rs75107793
Astle_et_al_2016_Platelet_count	chr22	42991689	6.299e-29	rs972578
Astle_et_al_2016_Platelet_count	chr22	37066896	2.21e-18	.
Astle_et_al_2016_Platelet_count	chr22	43928975	9.096e-15	rs3747207
Astle_et_al_2016_Platelet_count	chr22	19724571	1.058e-12	rs1059196
Astle_et_al_2016_Platelet_count	chr22	27785411	2.601e-11	rs2283847
Astle_et_al_2016_Platelet_count	chr22	29299939	2.71e-10	rs2518683
Astle_et_al_2016_Platelet_count	chr18	23141009	7.501e-44	rs11082304
Astle_et_al_2016_Platelet_count	chr18	44400536	3.144e-16	rs16977972
Astle_et_al_2016_Platelet_count	chr18	63253621	1.204e-10	rs17758695
Astle_et_al_2016_Platelet_count	chr18	51152746	1.161e-08	rs12455399
Astle_et_al_2016_Platelet_count	chr18	46276334	1.308e-08	rs718515
Astle_et_al_2016_Platelet_count	chr18	9620522	1.315e-08	rs9950583
Astle_et_al_2016_Platelet_count	chr14	103100498	4.80401944293662e-39	
Astle_et_al_2016_Platelet_count	chr14	102594360	8.218e-34	rs138419543
Astle_et_al_2016_Platelet_count	chr14	100710432	8.972e-33	rs1555405
Astle_et_al_2016_Platelet_count	chr14	68042601	2.049e-29	rs72725172
Astle_et_al_2016_Platelet_count	chr14	69023286	1.862e-15	rs28535566
Astle_et_al_2016_Platelet_count	chr14	105290607	1.094e-14	rs56263609
Astle_et_al_2016_Platelet_count	chr14	65020976	2.614e-12	rs11627485
Astle_et_al_2016_Platelet_count	chr14	55430820	3.05e-10	rs4470077
Astle_et_al_2016_Platelet_count	chr14	81418171	2.633e-09	rs3844535
Astle_et_al_2016_Platelet_count	chr14	94380925	4.39000517991031e-09	rs17580
Astle_et_al_2016_Platelet_count	chr14	74761944	4.793e-09	rs7146395
Astle_et_al_2016_Platelet_count	chr14	93050053	2.299e-08	rs36084521
Astle_et_al_2016_Platelet_count	chr14	102043616	2.68399833503608e-08	
Astle_et_al_2016_Platelet_count	chr14	50666569	3.49899715281347e-08	rs2934701
Astle_et_al_2016_Platelet_count	chr15	63049797	1.393e-35	rs11071720
Astle_et_al_2016_Platelet_count	chr15	43528519	1.825e-23	rs55707100
Astle_et_al_2016_Platelet_count	chr15	64906392	1.17e-19	rs1631677
Astle_et_al_2016_Platelet_count	chr15	44083726	2.675e-17	rs144637338
Astle_et_al_2016_Platelet_count	chr15	42986528	9.236e-17	rs143875230
Astle_et_al_2016_Platelet_count	chr15	38982551	2.431e-14	rs2411233
Astle_et_al_2016_Platelet_count	chr15	44588585	7.295e-13	rs148770227
Astle_et_al_2016_Platelet_count	chr15	56786080	1.896e-12	rs7178196
Astle_et_al_2016_Platelet_count	chr15	98704812	2.211e-12	rs4965426
Astle_et_al_2016_Platelet_count	chr15	90963407	7.808e-11	rs8037137
Astle_et_al_2016_Platelet_count	chr15	57291103	5.432e-10	rs7164298
Astle_et_al_2016_Platelet_count	chr15	41972233	5.881e-09	rs1704413
Astle_et_al_2016_Platelet_count	chr15	50281401	1.86522201837424e-08	
Astle_et_al_2016_Platelet_count	chr15	76973710	2.162e-08	rs62027291
Astle_et_al_2016_Platelet_count	chr16	28495107	4.284e-33	rs151233
Astle_et_al_2016_Platelet_count	chr16	88491904	9.296e-19	rs59865663
Astle_et_al_2016_Platelet_count	chr16	85382128	3.075e-14	rs4783186
Astle_et_al_2016_Platelet_count	chr16	483465	2.64200266558409e-12	rs7191283
Astle_et_al_2016_Platelet_count	chr16	8941924	1.067e-08	rs56410892
Astle_et_al_2016_Platelet_count	chr16	87854513	1.428e-08	rs7200918
Astle_et_al_2016_Platelet_count	chr16	79722300	4.12399773867473e-08	rs4334315
Astle_et_al_2016_Platelet_count	chr4	6889708	6.725e-33	rs11734099
Astle_et_al_2016_Platelet_count	chr4	110020946	2.81000058211963e-15	rs7698924
Astle_et_al_2016_Platelet_count	chr4	151428807	3.00199685294967e-12	rs2724563
Astle_et_al_2016_Platelet_count	chr4	56901161	1.65899774193314e-11	rs7665147
Astle_et_al_2016_Platelet_count	chr4	105114278	1.758e-11	.
Astle_et_al_2016_Platelet_count	chr4	3448054	2.943e-11	rs75501914
Astle_et_al_2016_Platelet_count	chr4	87310240	5.865e-10	rs72613567
Astle_et_al_2016_Platelet_count	chr4	156761036	1.141e-09	rs113128512
Astle_et_al_2016_Platelet_count	chr4	144104657	1.26e-09	rs11723371
Astle_et_al_2016_Platelet_count	chr4	119528655	2.572e-09	rs1155577
Astle_et_al_2016_Platelet_count	chr4	123823875	3.211e-09	rs111856038
Astle_et_al_2016_Platelet_count	chr4	140930278	1.785e-08	rs13144869
Astle_et_al_2016_Platelet_count	chr4	17777672	4.3950015244563e-08	rs34080918
Astle_et_al_2016_Platelet_count	chr13	95247462	9.184e-30	rs4148435
Astle_et_al_2016_Platelet_count	chr13	109840279	2.025e-27	rs11841319
Astle_et_al_2016_Platelet_count	chr13	113360700	8.058e-17	rs4907618
Astle_et_al_2016_Platelet_count	chr13	70662475	3.13600437221219e-14	rs670179
Astle_et_al_2016_Platelet_count	chr13	32566660	3.343e-10	rs34827354
Astle_et_al_2016_Platelet_count	chr13	108308032	1.457e-09	rs200748895
Astle_et_al_2016_Platelet_count	chr20	1950251	1.634e-28	rs4411786
Astle_et_al_2016_Platelet_count	chr20	59023277	2.616e-27	rs11471957
Astle_et_al_2016_Platelet_count	chr20	31706879	2.765e-24	rs80054178
Astle_et_al_2016_Platelet_count	chr20	29050749	1.94898774110735e-17	
Astle_et_al_2016_Platelet_count	chr20	29783321	1.94898774110735e-17	
Astle_et_al_2016_Platelet_count	chr20	26115034	5.083e-16	rs368405726
Astle_et_al_2016_Platelet_count	chr20	30539772	8.24798499605272e-16	
Astle_et_al_2016_Platelet_count	chr20	31105747	2.15616810472562e-14	
Astle_et_al_2016_Platelet_count	chr20	25428651	2.402e-14	rs370168042
Astle_et_al_2016_Platelet_count	chr20	28505145	2.06889144718547e-13	
Astle_et_al_2016_Platelet_count	chr20	56413821	2.374e-12	rs16979901
Astle_et_al_2016_Platelet_count	chr20	8626746	3.78e-11	rs4432538
Astle_et_al_2016_Platelet_count	chr20	6641038	1.444e-09	rs2145270
Astle_et_al_2016_Platelet_count	chr20	32307059	6.431e-09	rs79057544
Astle_et_al_2016_Platelet_count	chr20	63644491	2.23e-08	rs6010986
Astle_et_al_2016_Platelet_count	chr21	38498386	3.439e-17	rs2836441
Astle_et_al_2016_Platelet_count	chr21	39369920	7.54e-14	rs9974653
Astle_et_al_2016_Platelet_count	chr21	35028144	5.61100378288201e-11	rs75967349
Astle_et_al_2016_Red_blood_cell_count	chr6	135090090	0	rs9376090
Astle_et_al_2016_Red_blood_cell_count	chr6	41988847	3.092e-85	rs9471709
Astle_et_al_2016_Red_blood_cell_count	chr6	109268801	5.122e-65	rs9487023
Astle_et_al_2016_Red_blood_cell_count	chr6	139519556	3.137e-39	rs592423
Astle_et_al_2016_Red_blood_cell_count	chr6	44062274	3.064e-27	rs833805
Astle_et_al_2016_Red_blood_cell_count	chr6	2050557	6.271e-19	rs115986297
Astle_et_al_2016_Red_blood_cell_count	chr6	135597231	3.774e-16	rs140005055
Astle_et_al_2016_Red_blood_cell_count	chr6	164057356	1.184e-14	rs381500
Astle_et_al_2016_Red_blood_cell_count	chr6	15176868	7.374e-13	rs9464759
Astle_et_al_2016_Red_blood_cell_count	chr6	109771697	1.477e-12	rs13207150
Astle_et_al_2016_Red_blood_cell_count	chr6	134537361	1.485e-12	rs75581061
Astle_et_al_2016_Red_blood_cell_count	chr6	7232156	5.573e-12	rs75757892
Astle_et_al_2016_Red_blood_cell_count	chr6	127127104	4.76500137478485e-11	rs1936807
Astle_et_al_2016_Red_blood_cell_count	chr6	34210076	7.12e-10	rs185139895
Astle_et_al_2016_Red_blood_cell_count	chr6	16267244	1.132e-08	.
Astle_et_al_2016_Red_blood_cell_count	chr6	21722739	3.899e-08	rs116239840
Astle_et_al_2016_Red_blood_cell_count	chr4	54542832	3.04e-148	rs218265
Astle_et_al_2016_Red_blood_cell_count	chr4	76489165	1.167e-13	rs4859682
Astle_et_al_2016_Red_blood_cell_count	chr4	82974079	5.751e-12	rs13103322
Astle_et_al_2016_Red_blood_cell_count	chr4	87123184	1.182e-11	rs13108043
Astle_et_al_2016_Red_blood_cell_count	chr4	80261400	1.478e-10	rs12509595
Astle_et_al_2016_Red_blood_cell_count	chr4	15654098	9.085e-10	rs6414767
Astle_et_al_2016_Red_blood_cell_count	chr4	9937345	5.357e-09	rs4447863
Astle_et_al_2016_Red_blood_cell_count	chr4	114661153	8.674e-09	rs13133899
Astle_et_al_2016_Red_blood_cell_count	chr4	121808258	1.344e-08	rs33964027
Astle_et_al_2016_Red_blood_cell_count	chr7	100723905	1.9e-92	rs551238
Astle_et_al_2016_Red_blood_cell_count	chr7	151716108	5.094e-51	rs10224210
Astle_et_al_2016_Red_blood_cell_count	chr7	50360284	1.207e-43	rs6592965
Astle_et_al_2016_Red_blood_cell_count	chr7	100072179	8.46e-21	rs11550034
Astle_et_al_2016_Red_blood_cell_count	chr7	44768624	1.466e-17	rs1050338
Astle_et_al_2016_Red_blood_cell_count	chr7	1246931	6.285e-16	rs62435145
Astle_et_al_2016_Red_blood_cell_count	chr7	80667649	2.471e-12	rs144658219
Astle_et_al_2016_Red_blood_cell_count	chr7	632872	1.367e-11	rs9771385
Astle_et_al_2016_Red_blood_cell_count	chr7	99493976	3.934e-11	rs78336331
Astle_et_al_2016_Red_blood_cell_count	chr7	40874029	2.894e-08	rs10544956
Astle_et_al_2016_Red_blood_cell_count	chr7	151067301	3.012e-08	rs34812229
Astle_et_al_2016_Red_blood_cell_count	chr7	27168399	3.211e-08	rs2237336
Astle_et_al_2016_Red_blood_cell_count	chr2	46133768	3.87503560130494e-66	rs10168349
Astle_et_al_2016_Red_blood_cell_count	chr2	111410354	4.054e-50	rs62160676
Astle_et_al_2016_Red_blood_cell_count	chr2	60394240	5.843e-30	rs243068
Astle_et_al_2016_Red_blood_cell_count	chr2	23674855	2.477e-21	rs56262900
Astle_et_al_2016_Red_blood_cell_count	chr2	218414374	1.169e-20	rs7607369
Astle_et_al_2016_Red_blood_cell_count	chr2	110852366	8.3e-20	rs10197140
Astle_et_al_2016_Red_blood_cell_count	chr2	113205258	2.54199614953527e-19	rs68090726
Astle_et_al_2016_Red_blood_cell_count	chr2	100139547	2.048e-12	rs13032454
Astle_et_al_2016_Red_blood_cell_count	chr2	62130409	2.31500007793762e-12	rs1966820
Astle_et_al_2016_Red_blood_cell_count	chr2	121238062	6.00799801577417e-11	rs11689538
Astle_et_al_2016_Red_blood_cell_count	chr2	24273662	1.881e-10	rs78711174
Astle_et_al_2016_Red_blood_cell_count	chr2	58752744	2.454e-10	rs77732866
Astle_et_al_2016_Red_blood_cell_count	chr2	181075915	4.4e-10	rs10191559
Astle_et_al_2016_Red_blood_cell_count	chr2	8614076	5.108e-10	rs4669306
Astle_et_al_2016_Red_blood_cell_count	chr2	189568259	5.843e-09	rs112257498
Astle_et_al_2016_Red_blood_cell_count	chr2	207134989	6.39e-09	rs7583880
Astle_et_al_2016_Red_blood_cell_count	chr2	27518370	8.013e-09	rs780094
Astle_et_al_2016_Red_blood_cell_count	chr2	126662850	4.07e-08	rs28387101
Astle_et_al_2016_Red_blood_cell_count	chr2	176109376	4.347e-08	rs863678
Astle_et_al_2016_Red_blood_cell_count	chr2	46803224	4.375e-08	rs17773190
Astle_et_al_2016_Red_blood_cell_count	chr9	133264504	4.54e-65	rs149092047
Astle_et_al_2016_Red_blood_cell_count	chr9	4847570	1.224e-45	rs7874244
Astle_et_al_2016_Red_blood_cell_count	chr9	13980153	2.218e-15	rs7875291
Astle_et_al_2016_Red_blood_cell_count	chr9	4118111	8.864e-12	rs6415788
Astle_et_al_2016_Red_blood_cell_count	chr9	32455264	1.382e-11	rs7045087
Astle_et_al_2016_Red_blood_cell_count	chr9	98031425	9.444e-11	rs12001675
Astle_et_al_2016_Red_blood_cell_count	chr9	133960211	4.897e-09	rs2519796
Astle_et_al_2016_Red_blood_cell_count	chr9	127860667	6.169e-09	rs4837197
Astle_et_al_2016_Red_blood_cell_count	chr19	33263642	4.639e-51	rs78744187
Astle_et_al_2016_Red_blood_cell_count	chr19	12889736	4.00201681583635e-42	rs56397034
Astle_et_al_2016_Red_blood_cell_count	chr19	4061546	5.656e-29	rs10415135
Astle_et_al_2016_Red_blood_cell_count	chr19	2161322	5.863e-15	rs57908212
Astle_et_al_2016_Red_blood_cell_count	chr19	47092874	2.071e-13	rs113125564
Astle_et_al_2016_Red_blood_cell_count	chr19	40698165	4.953e-12	rs148614081
Astle_et_al_2016_Red_blood_cell_count	chr19	49597038	7.13e-12	rs3745475
Astle_et_al_2016_Red_blood_cell_count	chr19	35256760	4.622e-11	rs2853333
Astle_et_al_2016_Red_blood_cell_count	chr19	18302251	9.251e-10	rs74929147
Astle_et_al_2016_Red_blood_cell_count	chr19	807442	2.66399724289345e-08	
Astle_et_al_2016_Red_blood_cell_count	chr10	69334748	1.747e-48	rs17476364
Astle_et_al_2016_Red_blood_cell_count	chr10	44911160	7.542e-38	rs2281841
Astle_et_al_2016_Red_blood_cell_count	chr10	45514370	1.127e-16	rs71496605
Astle_et_al_2016_Red_blood_cell_count	chr10	79040561	8.691e-11	rs11002791
Astle_et_al_2016_Red_blood_cell_count	chr10	99562798	3.224e-09	rs989978
Astle_et_al_2016_Red_blood_cell_count	chr10	89687662	4.669e-09	rs4934494
Astle_et_al_2016_Red_blood_cell_count	chr10	44366772	4.543e-08	rs10900029
Astle_et_al_2016_Red_blood_cell_count	chr10	102831636	4.606e-08	rs17115100
Astle_et_al_2016_Red_blood_cell_count	chr12	111446804	1.921e-43	rs3184504
Astle_et_al_2016_Red_blood_cell_count	chr12	4222843	5.49503106282816e-42	rs10849020
Astle_et_al_2016_Red_blood_cell_count	chr12	112172910	2.261e-28	.
Astle_et_al_2016_Red_blood_cell_count	chr12	120725715	6.4e-23	rs2239760
Astle_et_al_2016_Red_blood_cell_count	chr12	48342520	1.437e-17	rs2732480
Astle_et_al_2016_Red_blood_cell_count	chr12	2408721	1.312e-16	rs35407591
Astle_et_al_2016_Red_blood_cell_count	chr12	88424702	3.6160050649451e-14	rs6538148
Astle_et_al_2016_Red_blood_cell_count	chr12	132535808	6.411e-14	rs34390795
Astle_et_al_2016_Red_blood_cell_count	chr12	110935600	1.717e-13	rs4426183
Astle_et_al_2016_Red_blood_cell_count	chr12	112697726	2.703e-11	rs2384049
Astle_et_al_2016_Red_blood_cell_count	chr12	53384866	1.071e-10	rs2446066
Astle_et_al_2016_Red_blood_cell_count	chr12	54322000	1.384e-10	rs11451044
Astle_et_al_2016_Red_blood_cell_count	chr12	45867518	2.008e-08	rs10880864
Astle_et_al_2016_Red_blood_cell_count	chr12	56725195	3.49099993780208e-08	rs112233962
Astle_et_al_2016_Red_blood_cell_count	chr12	109863687	3.65899733516333e-08	rs4766641
Astle_et_al_2016_Red_blood_cell_count	chr12	110384134	4.638e-08	rs28816104
Astle_et_al_2016_Red_blood_cell_count	chr22	50532837	1.926e-43	rs140522
Astle_et_al_2016_Red_blood_cell_count	chr22	42718545	2.979e-23	rs8138197
Astle_et_al_2016_Red_blood_cell_count	chr22	45968281	2.574e-16	rs9330813
Astle_et_al_2016_Red_blood_cell_count	chr22	32503058	1.402e-13	rs5998517
Astle_et_al_2016_Red_blood_cell_count	chr22	37066896	3.086e-12	.
Astle_et_al_2016_Red_blood_cell_count	chr17	45841730	2.716e-36	.
Astle_et_al_2016_Red_blood_cell_count	chr17	46709946	5.512e-34	rs1378358
Astle_et_al_2016_Red_blood_cell_count	chr17	78125783	1.556e-16	rs2748427
Astle_et_al_2016_Red_blood_cell_count	chr17	39590106	1.965e-14	rs11078917
Astle_et_al_2016_Red_blood_cell_count	chr17	28879011	2.166e-12	rs7213285
Astle_et_al_2016_Red_blood_cell_count	chr17	45339907	2.766e-12	.
Astle_et_al_2016_Red_blood_cell_count	chr17	61379228	5.079e-12	rs9895661
Astle_et_al_2016_Red_blood_cell_count	chr17	48470102	3.164e-11	rs11657639
Astle_et_al_2016_Red_blood_cell_count	chr17	8257831	5.112e-11	rs4791641
Astle_et_al_2016_Red_blood_cell_count	chr17	47951723	5.647e-11	rs11651753
Astle_et_al_2016_Red_blood_cell_count	chr17	81558634	1.491e-09	rs3208787
