task_id	chrom	start	end	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
11459	20	30293308	30295598	18	13	0.0897022751656449	0.200496017136186	caudate
1146	1	32427549	32427692	238	11	0.159278733158197	0.732000945038607	caudate
11460	20	30300119	30300922	21	11	0.0639555209735255	0.265902776327593	caudate
11461	20	30314720	30317351	18	13	0.165692278901941	0.294178201853415	caudate
11462	20	30333856	30334761	20	11	0.113640446767893	0.240573374180614	caudate
11463	20	30339004	30342218	22	13	0.0968531591166588	0.274507098229874	caudate
11464	20	30343749	30345411	18	16	0.109641629392636	0.209957762036418	caudate
11465	20	30376726	30377586	23	11	0.118550691996712	0.28685603980227	caudate
11466	20	30401594	30403775	22	11	0.0973922396177087	0.303708181328935	caudate
11467	20	30488286	30489779	28	11	0.101889201307928	0.299177963928655	caudate
11468	20	30499770	30500693	31	11	0.0508504167062036	0.25060598847021	caudate
11469	20	30537206	30537963	30	15	0.0641309384021037	0.237199331722657	caudate
1147	1	32470923	32471215	232	14	0.161471203043427	0.763241909572616	caudate
11470	20	30540494	30543423	28	11	0.133416445867685	0.316097813395673	caudate
11471	20	30560503	30561329	31	11	0.0742682156689612	0.313921741063523	caudate
11472	20	30578917	30580002	29	11	0.0764795564923284	0.258234081652283	caudate
11473	20	30585672	30587026	27	11	0.10945250124826	0.308239472098973	caudate
11474	20	30684592	30687017	36	11	0.133313659225079	0.438237320699819	caudate
11475	20	30705632	30708403	37	11	0.128420706934022	0.451846264865643	caudate
11476	20	30709568	30711091	40	12	0.136859728821187	0.445693080790422	caudate
11477	20	30723426	30724917	39	14	0.0691570302515432	0.359845291781975	caudate
11478	20	30891334	30895753	69	13	0.0621308489998471	0.326819494743625	caudate
11479	20	30898173	30900644	70	11	0.0839650825279895	0.379857150757035	caudate
1148	1	3247532	3247920	874	15	0.0492113506541472	0.949399891094206	caudate
11480	20	30911753	30913310	79	14	0.0814834479213171	0.381854473735638	caudate
11481	20	31570992	31571152	196	14	0.0448524592685422	0.678896315489713	caudate
11482	20	31637738	31637986	201	14	0.119396703653806	0.751553900171268	caudate
11483	20	3165290	3165959	449	11	0.0997361543666251	0.87799392084818	caudate
11484	20	3222881	3223001	477	17	0.169257639457496	0.861496662127145	caudate
11485	20	32463026	32463675	286	11	0.0907374908840487	0.756880587848257	caudate
11486	20	32538765	32538811	298	11	0.0757998701337581	0.826672575322548	caudate
11487	20	32541508	32541782	303	11	0.0721435186025679	0.799104487785247	caudate
11488	20	32780946	32781209	347	11	0.0585452839171495	0.731589582828346	caudate
11489	20	33666410	33666689	269	11	0.0406249730566699	0.764379510590373	caudate
1149	1	3304337	3304666	890	11	0.0944046707821976	0.963500084645209	caudate
11490	20	33667260	33668265	263	15	0.0828953861507154	0.746520013794173	caudate
11491	20	33871213	33871451	197	11	0.13450007645524	0.660931202002184	caudate
11492	20	34474308	34474658	133	14	0.0515595619162574	0.538674276378049	caudate
11493	20	34475982	34476591	138	11	0.0573375718007372	0.477213947532144	caudate
11494	20	34557883	34558070	132	16	0.136392716751257	0.678482978703597	caudate
11495	20	34559844	34560452	136	11	0.170539369536165	0.642568267581194	caudate
11496	20	34655285	34655819	137	13	0.200702359734383	0.60936931653983	caudate
11497	20	34997254	34997554	188	14	0.12861486436168	0.658492116426421	caudate
11498	20	35412439	35412591	177	11	0.156078494175289	0.715953168525322	caudate
11499	20	35434639	35434748	183	11	0.0597440019435851	0.575550626921654	caudate
115	X	135051211	135052610	191	12	0.0671394920966301	0.598239339366116	caudate
1150	1	3313216	3313315	909	12	0.0678562247155871	0.948754268693003	caudate
11500	20	36308411	36308665	234	11	0.0540440552802501	0.643940577211739	caudate
11501	20	3697902	3698582	574	11	0.078839324104912	0.887033705361102	caudate
11502	20	37396115	37396794	318	11	0.120492074502724	0.810920651603294	caudate
11503	20	3751415	3752368	583	11	0.101823050811319	0.9292407979623	caudate
11504	20	38406460	38406769	470	11	0.0920794980999358	0.888836743530432	caudate
11505	20	38407856	38408437	484	11	0.0729569238686683	0.812044514379429	caudate
11506	20	38646729	38646895	403	11	0.0674174007978327	0.858699700310938	caudate
11507	20	38835536	38835989	312	11	0.100579580277966	0.787510179253085	caudate
11508	20	38900587	38901072	275	12	0.0615791294728051	0.640444883364692	caudate
11509	20	41205124	41205503	275	13	0.101343513606214	0.674078197044095	caudate
1151	1	33307374	33307430	360	11	0.0776314007959732	0.856749258227803	caudate
11510	20	4129867	4131067	775	11	0.769612385252848	0.914916210096259	caudate
11511	20	41362246	41362437	249	14	0.0370751920363255	0.64474952856094	caudate
11512	20	4248291	4248372	764	11	0.0663549486102029	0.922076717962655	caudate
11513	20	43513777	43515365	486	11	0.13261606194633	0.91964042249741	caudate
11514	20	43565030	43566009	511	20	0.0755877879083289	0.908163906351055	caudate
11515	20	43916570	43916881	540	12	0.121933228196912	0.915046899714617	caudate
11516	20	44115953	44116016	499	11	0.0919624095103601	0.876068667151008	caudate
11517	20	44159997	44160428	548	11	0.0771845204404836	0.908102320684044	caudate
11518	20	44750094	44750860	410	11	0.292601437544977	0.813280843821029	caudate
11519	20	44809336	44809517	418	11	0.0817552298829575	0.865351625593555	caudate
1152	1	33471437	33471941	435	11	0.110862858219148	0.861651978364838	caudate
11520	20	44901471	44902304	404	11	0.0891551413561508	0.874798487396187	caudate
11521	20	45304097	45304686	308	12	0.0420454228681403	0.761655683599902	caudate
11522	20	45312145	45312378	282	15	0.0555548639408947	0.721150061283392	caudate
11523	20	45372738	45373302	294	11	0.06912170446341	0.781941641765905	caudate
11524	20	45407907	45409151	300	16	0.153482106334514	0.828734596992158	caudate
11525	20	46153216	46153583	477	17	0.0716537985752257	0.848110747696892	caudate
11526	20	46199459	46199651	506	16	0.122353878559432	0.903556857784502	caudate
11527	20	46200684	46200893	481	11	0.091721260765352	0.872346262264322	caudate
11528	20	46201140	46201454	485	11	0.0826274241916042	0.898260054262127	caudate
11529	20	46210010	46210137	490	16	0.173551988007663	0.861994057102006	caudate
1153	1	3348411	3348615	892	13	0.117360287971211	0.961444585997542	caudate
11530	20	46250750	46251637	505	11	0.0602934260941426	0.871278931932804	caudate
11531	20	4761712	4761845	785	15	0.0940452308728546	0.956110699017721	caudate
11532	20	4775842	4776437	785	11	0.0738709953917637	0.928931738889966	caudate
11533	20	47958350	47958672	663	12	0.127472534982527	0.937610262907879	caudate
11534	20	48636397	48636725	467	11	0.120871072959516	0.900061711508454	caudate
11535	20	48653550	48654194	455	11	0.110260164628191	0.878303316583083	caudate
11536	20	48655308	48656814	452	11	0.132742099454496	0.89319337955654	caudate
11537	20	48668338	48668922	443	11	0.0841011728837195	0.882505609189483	caudate
11538	20	49916832	49917378	503	13	0.575793574989264	0.884316672131782	caudate
11539	20	49957265	49957603	516	11	0.0768944117221429	0.805106798175885	caudate
1154	1	3360659	3361422	887	16	0.0921540902102963	0.971318139253854	caudate
11540	20	50763070	50763179	574	11	0.0941338469536902	0.896448364237923	caudate
11541	20	51003829	51004036	589	14	0.0949182831008839	0.928615875732275	caudate
11542	20	51492093	51492565	677	11	0.0541824155241982	0.867197576642596	caudate
11543	20	51802494	51802654	622	11	0.0210412843445975	0.855254033496046	caudate
11544	20	5283156	5286159	844	14	0.752835455994822	0.929540773442159	caudate
11545	20	5308368	5309286	821	11	0.724664609948216	0.933199241554446	caudate
11546	20	53478568	53478850	691	11	0.775396737692468	0.933912358612126	caudate
11547	20	54028086	54028616	686	13	0.0590027694436645	0.882156029400044	caudate
11548	20	54675139	54677624	552	11	0.677573119998639	0.898826144974617	caudate
11549	20	5504094	5504934	781	11	0.0700137281709066	0.950342536505179	caudate
1155	1	3366179	3366481	855	11	0.0916665906437206	0.955058045521539	caudate
11550	20	56443649	56444404	745	18	0.0781501442576768	0.858375978539195	caudate
11551	20	56625266	56626245	861	12	0.0433436602570515	0.942462061387088	caudate
11552	20	56627451	56628316	875	15	0.069328418128117	0.949456612083665	caudate
11553	20	56634093	56634293	880	15	0.0731001005170146	0.950549498317095	caudate
11554	20	56703186	56703620	876	15	0.103160067576502	0.964293313965601	caudate
11555	20	56927121	56927955	851	11	0.0942162570091612	0.965059372904605	caudate
11556	20	57392700	57392840	842	11	0.0720593861817758	0.94066019582344	caudate
11557	20	57409356	57409627	844	11	0.0351818168316321	0.944249868761675	caudate
11558	20	57440709	57441560	838	11	0.0636887645757311	0.954961813133103	caudate
11559	20	57628381	57628557	772	14	0.0586880773644587	0.918949993137163	caudate
1156	1	3393406	3393595	870	16	0.035333417630729	0.932307534491836	caudate
11560	20	57707554	57708391	786	11	0.0464544450011009	0.909114027925288	caudate
11561	20	57837447	57837674	841	11	0.529200787649637	0.909410235603655	caudate
11562	20	58017203	58017689	803	11	0.0557131687169734	0.95548327895177	caudate
11563	20	58467246	58467509	680	13	0.0837870607649236	0.941587327858834	caudate
11564	20	58716646	58717125	592	11	0.0874941229132647	0.888883706570681	caudate
11565	20	58839523	58839707	647	11	0.104141903754077	0.928429065652258	caudate
11566	20	58839905	58842039	613	11	0.0373148370849315	0.876199637096378	caudate
11567	20	58850751	58850954	614	11	0.152718388987907	0.946376530518104	caudate
11568	20	58852155	58852922	635	11	0.0821343077484152	0.912322536634312	caudate
11569	20	58853970	58855343	620	16	0.0353923899260224	0.908251487009815	caudate
1157	1	3402172	3402473	884	11	0.108325441598736	0.96030213888922	caudate
11570	20	58855592	58855835	613	14	0.0753963310471703	0.9242484783617	caudate
11571	20	58855978	58856170	620	11	0.0747862550609789	0.877144093291643	caudate
11572	20	58888517	58890336	638	11	0.0676113058733892	0.939599108333481	caudate
11573	20	59153291	59153592	687	11	0.0633564478529011	0.94597101298674	caudate
11574	20	59192015	59192092	682	14	0.105084025007578	0.955577732571911	caudate
11575	20	60087379	60088142	571	11	0.169581153222618	0.91717791766024	caudate
11576	20	60967722	60967957	728	11	0.482854868884998	0.927186518615279	caudate
11577	20	61382626	61384576	964	11	0.756447715299224	0.949055275918841	caudate
11578	20	61387585	61387815	970	11	0.102774142287398	0.966647267284114	caudate
11579	20	61545537	61545813	915	17	0.0769151375566424	0.97147132037657	caudate
1158	1	3423402	3423670	859	11	0.0734734417407291	0.961442502464884	caudate
11580	20	61555988	61556383	910	11	0.263590335548024	0.933347176386338	caudate
11581	20	61619696	61619980	905	11	0.0964795480860858	0.956083564571091	caudate
11582	20	61639909	61640375	883	13	0.0842623769528238	0.977025079592619	caudate
11583	20	61663019	61663212	859	15	0.0767343840845918	0.965236183567755	caudate
11584	20	61706062	61706188	854	13	0.0984793262039568	0.941903718630038	caudate
11585	20	61760138	61761200	832	11	0.41068195636712	0.921367850480003	caudate
11586	20	61803335	61804187	838	11	0.205958007313536	0.930545681173742	caudate
11587	20	61875545	61875928	801	11	0.111810754853613	0.942122495574727	caudate
11588	20	61900240	61900503	802	15	0.120607769204104	0.949033233395877	caudate
11589	20	61970287	61970660	819	13	0.0591429963593012	0.939455444221524	caudate
1159	1	3431449	3431583	876	11	0.0392792395644385	0.961664914237584	caudate
11590	20	61973275	61973516	816	11	0.0851647154083349	0.950438651239076	caudate
11591	20	62063322	62063782	799	11	0.0498428551557899	0.932220482641155	caudate
11592	20	6213839	6214343	624	11	0.147133599023894	0.937162528324885	caudate
11593	20	62352749	62353167	711	11	0.0871939814410119	0.940864905053551	caudate
11594	20	62433764	62434016	684	21	0.130352214373234	0.894939106534014	caudate
11595	20	62437969	62438390	692	11	0.0729408553295018	0.947678734706169	caudate
11596	20	62477168	62477640	687	11	0.075448745112975	0.908124527654596	caudate
11597	20	62496968	62497092	684	11	0.104050794217255	0.916933558248705	caudate
11598	20	62539328	62539941	727	11	0.216398908172215	0.904737377021905	caudate
11599	20	62652675	62652823	758	11	0.10769453528269	0.960450580233839	caudate
116	X	135099153	135099586	165	11	0.038974625420678	0.5660466515623	caudate
1160	1	3432513	3432743	865	11	0.103139431634916	0.95312899221971	caudate
11600	20	62666732	62666903	759	11	0.0494017689296982	0.943205320143151	caudate
11601	20	62667692	62667865	752	15	0.0512115537729625	0.946966704457428	caudate
11602	20	62684887	62684991	754	14	0.0570407663024627	0.925541416583703	caudate
11603	20	62711839	62712060	749	11	0.0877661300351342	0.954997659474261	caudate
11604	20	62740873	62741243	738	15	0.246507245129146	0.899652965570551	caudate
11605	20	62744471	62745121	741	19	0.750473530451054	0.916396841866948	caudate
11606	20	62788294	62788793	756	11	0.102409326202252	0.956019916787688	caudate
11607	20	62824653	62825368	774	11	0.0999760269421698	0.9272480255138	caudate
11608	20	62832367	62833195	788	11	0.107729493850883	0.932194440940671	caudate
11609	20	62858201	62858592	771	11	0.0787188208174037	0.959898800823202	caudate
1161	1	3435638	3435764	877	11	0.100098749495216	0.950760730845283	caudate
11610	20	62862450	62862639	772	16	0.220511151095311	0.920647604211072	caudate
11611	20	62882611	62882991	792	11	0.333286682198113	0.906565833280181	caudate
11612	20	63010417	63011155	752	11	0.0978064519140498	0.959418194363857	caudate
11613	20	63025733	63025932	739	11	0.113155376723952	0.925448798331891	caudate
11614	20	63028721	63030161	758	13	0.356116935799144	0.907697699613156	caudate
11615	20	63036441	63036677	758	11	0.298161457900168	0.894247943607774	caudate
11616	20	63060325	63060783	767	11	0.184623066163515	0.930179993385976	caudate
11617	20	63120406	63120577	751	11	0.329122071899697	0.910682723575155	caudate
11618	20	63246907	63247172	672	11	0.177825727895173	0.91800973367616	caudate
11619	20	63252398	63252790	674	11	0.0604111645460408	0.930812956262707	caudate
1162	1	34639348	34641946	501	17	0.0500997539786381	0.891675478461098	caudate
11620	20	63255246	63255452	674	11	0.107345784341462	0.916112997030047	caudate
11621	20	63308693	63309177	663	11	0.0617259563527403	0.917454308178892	caudate
11622	20	63339896	63340115	623	11	0.0831393915727629	0.927911215883175	caudate
11623	20	63360246	63360407	633	11	0.124899549537089	0.917726641123141	caudate
11624	20	63423434	63423569	600	11	0.402542690003697	0.881498664243695	caudate
11625	20	63540424	63540883	568	11	0.0157977204345439	0.890425987692587	caudate
11626	20	63569047	63569683	566	15	0.262532612780825	0.861089896494491	caudate
11627	20	63628116	63628444	530	11	0.0721299538879443	0.907981404653502	caudate
11628	20	63641545	63641637	534	15	0.06559954019397	0.832738083714961	caudate
11629	20	63696681	63697358	550	19	0.0796607904452908	0.889175780406891	caudate
1163	1	34792449	34792642	459	11	0.0693857945593651	0.889788597971174	caudate
11630	20	63735403	63736052	572	11	0.0701368560913518	0.928299178432356	caudate
11631	20	63796227	63796384	541	14	0.0572507680202521	0.871613877994491	caudate
11632	20	63835302	63835399	522	11	0.0443798095148617	0.902219471279698	caudate
11633	20	63884472	63884805	483	11	0.0570912740168554	0.751975512340657	caudate
11634	20	63911267	63911581	461	15	0.0826837019737142	0.859117463816657	caudate
11635	20	63915799	63916223	469	16	0.42496383008188	0.837462159773549	caudate
11636	20	63947807	63948428	437	11	0.0862334952588816	0.822846955943629	caudate
11637	20	64160755	64161115	301	13	0.130945475373283	0.78865181019108	caudate
11638	20	64165757	64166248	313	16	0.0519247339442341	0.719657547245917	caudate
11639	20	64187448	64187530	288	13	0.0700506397605301	0.737578714133079	caudate
1164	1	34976649	34977032	394	11	0.0376821203280077	0.759484063040248	caudate
11640	20	64205655	64206361	275	11	0.0702235550754291	0.786758731176382	caudate
11641	20	663721	663783	1169	15	0.0852759154230725	0.976390018406977	caudate
11642	20	709405	709537	1200	11	0.0799090374067374	0.94238404943709	caudate
11643	20	7803650	7804067	475	11	0.180622415163774	0.888003627162747	caudate
11645	21	13132908	13133189	43	11	0.133793132973213	0.389164918453541	caudate
11646	21	13979473	13979892	350	15	0.302376025455226	0.797474496683707	caudate
11647	21	14064182	14065080	408	18	0.271383596423871	0.81272987210898	caudate
11648	21	14280687	14281202	538	14	0.228724413225965	0.906478651472165	caudate
11649	21	15731864	15732467	466	11	0.120579381353647	0.906530804480206	caudate
1165	1	3529232	3529792	927	11	0.111272232212659	0.968789607060313	caudate
11650	21	23604331	23605346	540	11	0.320753210495742	0.896913445234867	caudate
11651	21	29018519	29018718	251	15	0.248626669935363	0.741736433689895	caudate
11652	21	29023974	29024219	258	11	0.494983356799783	0.759969654652032	caudate
11653	21	29076962	29077668	250	11	0.0687536138798247	0.691586585110405	caudate
11654	21	31173856	31174182	522	11	0.136452157981641	0.901157501652006	caudate
11655	21	31543342	31543635	573	11	0.0731893123801895	0.891492495543648	caudate
11656	21	31874938	31876319	558	14	0.152018875163406	0.871116553097003	caudate
11657	21	32178798	32179900	540	13	0.475941221167591	0.876531395091789	caudate
11658	21	32393551	32393798	490	11	0.349691961267651	0.846926256673739	caudate
11659	21	32772751	32772849	486	17	0.313514422394843	0.854756471830145	caudate
1166	1	3539920	3540429	922	11	0.0900964635709684	0.964534214840674	caudate
11660	21	33032923	33033515	480	16	0.0428174717790073	0.755279164017344	caudate
11661	21	33051969	33052310	455	13	0.0987370280136364	0.899899746721277	caudate
11662	21	33109455	33109654	449	11	0.211799703796731	0.811128756374789	caudate
11663	21	33207501	33209288	449	11	0.50399274827841	0.896516741607907	caudate
11664	21	33402536	33402675	502	11	0.0969812718403553	0.916811077390488	caudate
11665	21	34202729	34202897	472	16	0.131501229201256	0.896687290229838	caudate
11666	21	34533727	34534901	534	12	0.577684176739978	0.898513893265731	caudate
11667	21	34687480	34688946	590	15	0.685944036421745	0.913950818184139	caudate
11668	21	34885846	34886228	557	18	0.144699629226435	0.920620415848926	caudate
11669	21	36129765	36130747	431	15	0.117481988906851	0.867366946877329	caudate
1167	1	3557347	3557555	953	14	0.0539618875305373	0.972391718120765	caudate
11670	21	36419998	36420250	593	11	0.0908914479052888	0.906714432817197	caudate
11671	21	36718928	36719433	558	11	0.0238376244562858	0.864824070680292	caudate
11672	21	37563233	37563411	415	11	0.0932086310988816	0.829145051673417	caudate
11673	21	39385600	39385769	553	11	0.0777838200299829	0.839632023095915	caudate
11674	21	39387535	39388002	556	16	0.0716202974736464	0.899668628264295	caudate
11675	21	41369569	41370115	975	11	0.12779778119443	0.928719526924251	caudate
11676	21	41762800	41764041	1002	11	0.245388485409675	0.952409652384793	caudate
11677	21	41825309	41825514	1057	13	0.43665340723086	0.943951473572514	caudate
11678	21	42107907	42108273	1029	11	0.532430775034241	0.950711579259193	caudate
11679	21	42337896	42338322	914	14	0.106289523452799	0.953781352379754	caudate
1168	1	35573930	35574118	163	13	0.0665812510305615	0.555146650422508	caudate
11680	21	42513279	42513382	809	11	0.0866444894040136	0.96585481936251	caudate
11681	21	42530907	42531418	765	11	0.11243603217837	0.932489144250512	caudate
11682	21	42748228	42748625	615	13	0.513780157303118	0.883396136792651	caudate
11683	21	42837477	42838282	619	11	0.240976314276623	0.903836046949609	caudate
11684	21	43323058	43323762	364	12	0.106841347187054	0.84056297150519	caudate
11685	21	43359088	43359595	371	15	0.026751648423078	0.649657936199236	caudate
11686	21	43361212	43361383	365	14	0.0926981051544065	0.790746297279173	caudate
11687	21	43362078	43362245	368	11	0.06507899915264	0.839086431359172	caudate
11688	21	43740483	43741869	365	11	0.134325740768021	0.831514371501934	caudate
11689	21	43826371	43826779	397	11	0.118788382883237	0.806943886491013	caudate
1169	1	35576711	35578413	171	16	0.0600736430291956	0.637830468495076	caudate
11690	21	43971260	43971475	400	11	0.0451849689320117	0.710224109762802	caudate
11691	21	44317268	44317721	585	13	0.12801533218226	0.928268257435984	caudate
11692	21	44328936	44329371	587	11	0.0227896374102758	0.844664030845012	caudate
11693	21	44463731	44464007	645	15	0.111263176567605	0.946074945007418	caudate
11694	21	44505659	44505869	642	11	0.0668018102697376	0.935257735799943	caudate
11695	21	44627177	44627958	698	11	0.382976401683854	0.904972863718376	caudate
11696	21	44918619	44920461	776	11	0.307007134660736	0.916074408590746	caudate
11697	21	44920596	44921152	755	11	0.30841636014782	0.918446783431428	caudate
11698	21	44958685	44959174	775	13	0.0324473346696322	0.921878785726035	caudate
11699	21	44982979	44983259	752	11	0.104331842988366	0.926281859526359	caudate
117	X	135343101	135345569	149	15	0.0469938697590562	0.48623109707465	caudate
1170	1	3576123	3577354	941	11	0.133844198908289	0.959208138851052	caudate
11700	21	45029845	45030046	786	11	0.0832269156991174	0.962419570828159	caudate
11701	21	45281297	45281706	653	11	0.120102153028414	0.937855312886056	caudate
11702	21	45306906	45307013	629	11	0.0919738148199396	0.947426225848447	caudate
11703	21	45326020	45326665	638	14	0.0785310305371317	0.847876166390454	caudate
11704	21	45409550	45409857	586	11	0.0678364108882566	0.917257675961333	caudate
11705	21	45420151	45420675	551	11	0.122793648875515	0.891839420439048	caudate
11706	21	45455894	45456205	533	16	0.0923761558270768	0.909915130535648	caudate
11707	21	45457732	45458661	555	11	0.052144741910871	0.882736953582442	caudate
11708	21	45466865	45467136	554	11	0.105351255869545	0.907874903645989	caudate
11709	21	45473043	45473339	532	11	0.114116060669684	0.885907334168355	caudate
1171	1	3597788	3598240	938	16	0.057381732263266	0.972452076668907	caudate
11710	21	45556188	45556426	509	11	0.45597934769142	0.870979294542768	caudate
11711	21	45580378	45580435	515	11	0.100480152189927	0.911790709795085	caudate
11712	21	45591121	45591248	543	11	0.0714371007291101	0.837937929493771	caudate
11713	21	45634519	45635411	571	11	0.111486754067401	0.893935243022732	caudate
11714	21	45763315	45763634	609	11	0.0434353620617252	0.872772717914783	caudate
11715	21	45876818	45877015	508	11	0.151351989569822	0.895067288932669	caudate
11716	21	46080413	46080789	366	11	0.0722964073363879	0.82310832628478	caudate
11717	21	46110503	46110853	347	15	0.0417971099748677	0.80872558542786	caudate
11718	21	46153047	46153744	360	11	0.31230882838335	0.803425543598446	caudate
11719	21	46161206	46162732	367	11	0.485426050736063	0.839013550961952	caudate
1172	1	3599016	3599843	926	11	0.100941120766231	0.959473957826682	caudate
11720	21	46184138	46185546	369	11	0.555448144231535	0.844601672824131	caudate
11721	21	46227162	46227729	374	11	0.0750834982772791	0.755698857643902	caudate
11722	21	46298081	46298530	367	13	0.299432129099124	0.820242812005821	caudate
11723	21	46381447	46381748	334	11	0.0684370884714636	0.711178398812942	caudate
11724	21	46661641	46661722	128	14	0.115873088782887	0.635381026784026	caudate
1173	1	36093513	36094188	275	16	0.0624801355845548	0.721312660069919	caudate
1174	1	36176352	36176439	290	11	0.0362498259645038	0.735121993667745	caudate
1175	1	36320635	36321014	310	11	0.0923891411323784	0.799908997857775	caudate
11759	22	16165502	16167727	38	19	0.154929907402171	0.389302383179482	caudate
1176	1	36321227	36321288	309	11	0.0903766179500061	0.764671935475258	caudate
11760	22	16386249	16386738	128	11	0.111194320635041	0.593472153924643	caudate
11761	22	16603949	16604289	266	11	0.042116853449756	0.663877785629523	caudate
11762	22	17035344	17036259	709	15	0.148383656911434	0.919385218778977	caudate
11763	22	17037455	17037671	708	11	0.107403635104962	0.94270746624039	caudate
11764	22	17084035	17084432	768	11	0.15456191286004	0.937667948001399	caudate
11765	22	17398232	17398688	867	11	0.125445382588342	0.967259050328526	caudate
11766	22	17412769	17413052	867	11	0.0870760256750308	0.962758881936886	caudate
11767	22	17773209	17773453	831	11	0.101845220821606	0.964616020230947	caudate
11768	22	17875887	17876443	747	12	0.286273869995256	0.888204025308494	caudate
11769	22	18042715	18042836	568	11	0.0592382335216969	0.897430347933487	caudate
1177	1	36322395	36322481	316	16	0.0692702663201603	0.681657397231063	caudate
11770	22	18157355	18157793	497	11	0.274596155097894	0.871094187168871	caudate
11771	22	18888531	18891007	184	11	0.0474363024462139	0.500370392696589	caudate
11772	22	18907007	18907133	187	12	0.0696780348175864	0.684545773252884	caudate
11773	22	18953536	18954639	196	11	0.0858969118486253	0.684158579321897	caudate
11774	22	18997916	18998146	197	11	0.157460997618333	0.74213217033549	caudate
11775	22	19448635	19448794	563	11	0.193578622703033	0.881395814317682	caudate
11776	22	19632736	19632860	573	11	0.0531368311883477	0.925295714591774	caudate
11777	22	19641192	19642083	576	11	0.588193922184076	0.891437210928082	caudate
11778	22	19723648	19724525	570	11	0.080524708873878	0.926338598917824	caudate
11779	22	19869153	19869611	630	11	0.0663335868720182	0.925576191195263	caudate
1178	1	36349563	36350289	311	11	0.0769932702340843	0.775433533713101	caudate
11780	22	19881216	19881471	637	14	0.155782341543012	0.912090186647131	caudate
11781	22	19892173	19892386	648	14	0.0342940572097436	0.938781487860849	caudate
11782	22	19951469	19951719	686	11	0.11478528467626	0.94271178981995	caudate
11783	22	19959341	19959759	674	11	0.0942439520702066	0.927552762106776	caudate
11784	22	20203127	20203581	664	11	0.142974974149944	0.905204291394713	caudate
11785	22	20228436	20228575	631	11	0.0822364551642994	0.904349075405534	caudate
11786	22	20237315	20237989	625	12	0.0710511135355262	0.92602516368092	caudate
11787	22	20241815	20242297	618	16	0.057081790692272	0.920680492163165	caudate
11788	22	20264928	20265251	604	11	0.0703874662913487	0.891188206589136	caudate
11789	22	20425256	20426235	499	11	0.0440607286969261	0.852603289630422	caudate
1179	1	36401108	36401547	343	14	0.46086803198948	0.820821401284374	caudate
11790	22	20429515	20430616	494	11	0.0874393347445666	0.865611123843023	caudate
11791	22	20551269	20551575	530	11	0.382669701517642	0.864649095421357	caudate
11792	22	20591876	20592342	567	11	0.605546715778104	0.862260384164306	caudate
11793	22	20671274	20671601	558	14	0.120340181315365	0.911239631326278	caudate
11794	22	20718203	20718814	531	11	0.464464103795126	0.871894152036613	caudate
11795	22	21015151	21015654	407	11	0.123897542378268	0.856788841051709	caudate
11796	22	21151028	21151153	316	18	0.0576439539988109	0.790901877723255	caudate
11797	22	21326686	21327863	368	11	0.0664832647765814	0.780538388474877	caudate
11798	22	21933831	21934368	423	11	0.129795348312531	0.887738764868019	caudate
11799	22	22118325	22118374	405	11	0.0649774370983925	0.814884501191287	caudate
118	X	135421454	135421646	128	15	0.120551056597711	0.587497435311624	caudate
1180	1	3653293	3653403	889	11	0.0571077514470874	0.956032858652065	caudate
11800	22	22218026	22219279	364	11	0.540579404671887	0.855147472493045	caudate
11801	22	22471103	22471996	420	11	0.0653514075808471	0.849774852561275	caudate
11802	22	22739903	22740325	264	11	0.0323208612115739	0.696480415813942	caudate
11803	22	23095093	23095560	520	15	0.0527237402230373	0.777774440312489	caudate
11804	22	23113893	23114522	571	11	0.0467770014886716	0.842343174213295	caudate
11805	22	23162822	23163248	582	13	0.553634487393397	0.88308746230117	caudate
11806	22	23383684	23384023	675	11	0.12095621933681	0.941355864425423	caudate
11807	22	23485396	23487762	641	11	0.0772900181415128	0.924456517617797	caudate
11808	22	23520737	23521120	619	11	0.0750120043296852	0.905662003396452	caudate
11809	22	23781093	23781710	620	11	0.0627697163695368	0.920066853066155	caudate
1181	1	3668935	3669113	906	11	0.0909075375565221	0.951838835665146	caudate
11810	22	23834578	23835331	574	11	0.258575162467575	0.867995837879912	caudate
11811	22	23948805	23949179	498	11	0.339320846084444	0.88875765141977	caudate
11812	22	24157256	24157601	331	11	0.103424902861453	0.788452920343774	caudate
11813	22	24430137	24430616	428	11	0.13832312724614	0.827928607800054	caudate
11814	22	24553498	24553877	483	12	0.130060992970323	0.848946142970071	caudate
11815	22	25067859	25067998	682	20	0.115653306919463	0.930839161473975	caudate
11816	22	25112119	25112553	689	15	0.11587254286254	0.944349831587395	caudate
11817	22	25419990	25420492	621	15	0.0599479984505314	0.921671121049974	caudate
11818	22	25772890	25773077	626	11	0.102473428048915	0.909436059806739	caudate
11819	22	26610368	26610626	837	11	0.0706142334117047	0.968364056146145	caudate
1182	1	3674725	3674895	932	11	0.0639236110130224	0.957120592514829	caudate
11820	22	27435920	27436155	1008	11	0.0589427606136008	0.974730111780028	caudate
11821	22	27686466	27686833	750	22	0.076181353259427	0.951078016416743	caudate
11822	22	27784767	27786135	611	11	0.0606266644305353	0.913646090299139	caudate
11823	22	27790785	27791517	614	11	0.0383580530385564	0.872065182212571	caudate
11824	22	27796691	27799391	611	12	0.0843488597071834	0.927357473040146	caudate
