chr	start	end	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance	Region
9	136866814	136867001	0.007	0.46687	0.073902	0.860773	0.000626	4.1e-05	0.064082	0.004191	0.000723	0.000959	0.07727	0.098068	0.000729	0.0	0.074555	1e-06	0.002301	0.007419	0.088879	0.758511	0.000641	0.001362	0.002142	0.00978	1.0	218.162	218.159	108.0	dlpfc
9	136975601	136975842	0.324	0.28468	0.201978	0.395151	0.001375	0.000433	0.16672	0.052454	0.001556	0.001999	0.178601	0.242161	0.001154	0.0	0.139816	1e-06	0.000855	0.00083	0.100161	0.100534	0.001612	0.004993	0.001226	0.008256	1.0	188.807	188.645	108.0	dlpfc
9	137262246	137262508	0.111	0.36978	0.195929	0.208003	0.001339	0.00024	0.177011	0.031787	0.001141	0.0	0.150881	1e-06	0.000914	0.0	0.120827	1e-06	0.001105	0.001333	0.13503	0.176214	0.001488	0.00599	0.001152	0.007563	1.0	193.556	193.501	108.0	dlpfc
9	137304215	137304410	1.012	0.15721	0.24356	0.489885	0.002261	0.00339	0.243507	0.408707	0.001168	0.0	0.140862	1e-06	0.000932	0.000606	0.109945	0.073066	0.000514	6.7e-05	0.061979	0.008111	0.001835	0.004231	0.001278	0.008294	1.0	190.337	189.831	108.0	dlpfc
9	137370645	137371319	1.418	0.11689	0.210899	0.275378	0.002251	0.002816	0.207162	0.268578	0.001845	0.0	0.175937	1e-06	0.000897	7.1e-05	0.085688	0.006797	0.000688	0.0	0.065587	1e-06	0.002174	0.007597	0.00149	0.010485	1.0	170.809	170.1	108.0	dlpfc
9	137461711	137462244	5.809	0.0079733	0.130087	0.788559	0.002638	0.005158	0.161599	0.33446	0.002519	0.002079	0.162906	0.134798	0.003053	0.004924	0.174425	0.319299	0.001289	0.0	0.083586	1e-06	0.001845	0.003261	0.002524	0.01542	1.0	163.539	160.635	108.0	dlpfc
9	137575526	137575708	0.228	0.31646	0.233266	0.191196	0.001985	0.000148	0.182648	0.013599	0.001759	0.001613	0.157623	0.148486	0.001263	0.0	0.116263	1e-06	0.000805	0.000316	0.074021	0.02911	0.002549	0.008786	0.001589	0.010862	1.0	173.362	173.248	108.0	dlpfc
9	137846987	137847305	0.158	0.34544	0.099474	0.828087	0.001033	0.000394	0.107636	0.040767	0.001933	0.004895	0.159054	0.507014	0.001625	0.002554	0.152935	0.264517	0.000688	0.000152	0.071184	0.015789	0.00085	0.00166	0.001743	0.009655	1.0	200.352	200.273	108.0	dlpfc
9	138023864	138024119	2.525	0.056012	0.115837	0.698795	0.001339	0.002687	0.141321	0.290815	0.001154	0.0	0.124874	1e-06	0.000823	0.0	0.089118	1e-06	0.002483	0.003769	0.185511	0.407978	0.000838	0.002783	0.002254	0.009239	1.0	200.331	199.068	108.0	dlpfc
9	138147767	138148158	0.73	0.19636	0.171883	0.16767	0.001913	0.001488	0.163799	0.13024	0.001305	0.0	0.114234	1e-06	0.000791	0.0	0.069271	1e-06	0.000645	0.000428	0.055646	0.037428	0.002153	0.00951	0.001622	0.011426	1.0	171.16	170.795	108.0	dlpfc
9	138220890	138221012	1.757	0.092487	0.147649	0.238822	0.001294	0.001408	0.15074	0.170532	0.00096	0.000454	0.1156	0.054977	0.000664	0.00011	0.080396	0.013311	0.000369	0.0	0.044726	1e-06	0.001336	0.006285	0.001176	0.008257	1.0	187.833	186.955	108.0	dlpfc
9	14203247	14203640	0.049	0.41214	0.27938	0.268835	0.002005	0.000765	0.241762	0.092253	0.001982	0.0	0.239134	1e-06	0.001674	0.001464	0.198177	0.17658	0.000735	0.0	0.088643	1e-06	0.002277	0.006061	0.001176	0.008289	1.0	184.743	184.719	108.0	dlpfc
9	16828938	16830172	0.745	0.19404	0.186505	0.135687	0.00163	0.000925	0.181145	0.103428	0.001267	0.000288	0.141654	0.032257	0.000973	0.0	0.108857	1e-06	0.000606	0.0	0.067793	1e-06	0.001887	0.007728	0.001244	0.008941	1.0	182.208	181.836	108.0	dlpfc
9	17017486	17018511	0.0	0.5	0.173309	0.178184	0.001611	0.000284	0.195418	0.034453	0.001389	0.0	0.168375	1e-06	0.00101	0.001186	0.116822	0.143729	0.000327	0.0	0.039702	1e-06	0.001584	0.006779	0.001179	0.008248	1.0	188.109	188.127	108.0	dlpfc
9	18437919	18438065	1.286	0.12843	0.221917	0.546135	0.003133	0.003126	0.205011	0.210613	0.002955	0.001474	0.197953	0.0993	0.002715	0.003506	0.172536	0.236221	0.001366	0.0	0.092038	1e-06	0.003128	0.006737	0.002193	0.014843	1.0	159.489	158.846	108.0	dlpfc
9	18439114	18439616	5.718	0.008396	0.18637	0.724292	0.002489	0.004762	0.230717	0.480429	0.001936	0.0	0.195352	1e-06	0.001711	0.002282	0.16579	0.230268	0.000735	0.000135	0.074094	0.013594	0.001738	0.002733	0.001506	0.009912	1.0	184.272	181.413	108.0	dlpfc
9	20340789	20341256	0.596	0.22004	0.20893	0.242665	0.001613	0.001063	0.18059	0.120154	0.001644	0.0	0.185889	1e-06	0.001509	0.001068	0.167515	0.120757	0.000675	1.6e-05	0.076333	0.001753	0.001912	0.006698	0.00127	0.008844	1.0	185.301	185.003	108.0	dlpfc
9	21803727	21803847	0.021	0.44295	0.188594	0.322675	0.001334	0.000165	0.167934	0.020751	0.001066	7.4e-05	0.134312	0.009379	0.001335	0.002323	0.147847	0.292543	0.000468	0.0	0.058891	1e-06	0.001504	0.005378	0.001191	0.007939	1.0	192.497	192.487	108.0	dlpfc
9	23229920	23230281	0.0	0.5	0.277062	0.122091	0.0033	0.001206	0.287423	0.105629	0.002098	0.0	0.18378	1e-06	0.001789	0.000188	0.156659	0.016461	0.001276	0.0	0.111779	1e-06	0.003195	0.010021	0.001775	0.011415	1.0	177.283	177.973	108.0	dlpfc
9	25620343	25621365	1.851	0.086831	0.113173	0.996951	0.001093	8.6e-05	0.138398	0.010847	0.001738	0.007637	0.12327	0.96649	0.000945	0.0	0.11959	1e-06	0.000459	0.000155	0.058183	0.019613	0.000893	2.4e-05	0.001335	0.007902	1.0	213.932	213.006	108.0	dlpfc
9	27340983	27341258	0.0	0.5	0.231655	0.065622	0.0022	0.000484	0.252705	0.055512	0.001937	0.0	0.22228	1e-06	0.001238	0.0	0.14214	1e-06	0.000525	8.8e-05	0.06026	0.010109	0.002169	0.008141	0.001281	0.008713	1.0	186.976	186.98	108.0	dlpfc
9	27344415	27345126	0.347	0.27796	0.235315	0.080832	0.002498	0.000411	0.229896	0.037796	0.001842	0.0	0.169596	1e-06	0.001582	0.0	0.145602	1e-06	0.000638	0.000467	0.058921	0.043034	0.002802	0.009985	0.00151	0.010863	1.0	170.745	170.572	108.0	dlpfc
9	31030617	31031142	0.257	0.3062	0.171668	0.167491	0.001382	0.000377	0.163559	0.044698	0.001089	0.00103	0.126078	0.12214	0.000602	6e-06	0.071302	0.000652	0.000615	0.0	0.072954	1e-06	0.001595	0.007023	0.00121	0.008436	1.0	185.526	185.398	108.0	dlpfc
9	32525293	32525502	0.015	0.45186	0.192818	0.313186	0.001344	3.8e-05	0.17915	0.005025	0.001085	0.000246	0.144467	0.03285	0.001153	0.002066	0.136736	0.275309	0.000469	0.0	0.062495	1e-06	0.001515	0.005153	0.001117	0.007503	1.0	195.708	195.701	108.0	dlpfc
9	32902325	32903368	0.0	0.5	0.058967	0.870179	0.000282	0.0	0.056084	2e-06	0.000248	8.2e-05	0.04966	0.016256	0.00028	0.0	0.055773	2e-06	0.001236	0.004288	0.063109	0.85392	0.000238	0.000652	0.001177	0.005022	1.0	275.543	276.633	108.0	dlpfc
9	33024196	33024306	0.393	0.2653	0.15183	0.657311	0.001298	0.000816	0.142241	0.089255	0.001035	0.000479	0.11342	0.052432	0.001003	0.0	0.109771	1e-06	0.002104	0.004712	0.139946	0.515622	0.001207	0.003132	0.001944	0.009139	1.0	200.374	200.178	108.0	dlpfc
9	33511577	33512175	0.0	0.5	0.188122	0.297895	0.001989	0.0	0.167411	1e-06	0.002384	0.003469	0.182422	0.291965	0.001151	0.0	0.096896	1e-06	0.000546	7e-05	0.046003	0.005929	0.002246	0.008343	0.001779	0.011883	1.0	171.23	171.23	108.0	dlpfc
9	33523286	33523623	0.0	0.5	0.185777	0.175716	0.002688	0.0	0.187048	1e-06	0.002371	0.001924	0.162102	0.133929	0.001428	0.000307	0.099251	0.02134	0.000761	0.000294	0.05272	0.020446	0.002869	0.011844	0.002123	0.014369	1.0	163.023	163.183	108.0	dlpfc
9	33721641	33721882	0.816	0.18316	0.182463	0.152651	0.001233	0.000885	0.159348	0.11377	0.001207	0.0	0.155161	1e-06	0.000881	0.0	0.113278	1e-06	0.000518	0.000302	0.065567	0.038879	0.001401	0.006593	0.001213	0.00778	1.0	188.273	187.865	108.0	dlpfc
9	34381419	34381701	0.0	0.5	0.13513	0.086974	0.001267	0.000144	0.113895	0.012889	0.001462	0.000826	0.130816	0.074083	0.001367	0.0	0.122695	1e-06	0.000733	0.0	0.065789	1e-06	0.001882	0.010175	0.001557	0.011144	1.0	164.76	164.839	108.0	dlpfc
9	34593014	34593372	2.489	0.057309	0.162643	0.348724	0.001437	0.001321	0.149605	0.139731	0.001632	0.001776	0.164474	0.187797	0.001393	0.0002	0.147333	0.021195	0.00095	0.0	0.10043	1e-06	0.001507	0.006158	0.001388	0.009455	1.0	181.343	180.098	108.0	dlpfc
9	36315950	36317073	3.861	0.024717	0.211552	0.573484	0.002202	0.004433	0.225449	0.534541	0.001118	0.000281	0.134762	0.033918	0.000862	0.0	0.103947	1e-06	0.000525	4.2e-05	0.063288	0.005025	0.001616	0.003537	0.001258	0.008293	1.0	190.828	188.897	108.0	dlpfc
9	37800141	37800301	0.453	0.25056	0.166082	0.426198	0.001652	0.00109	0.15731	0.103376	0.00134	0.0	0.127115	1e-06	0.001268	0.0	0.120263	1e-06	0.001618	0.003403	0.121302	0.322819	0.001658	0.00605	0.001743	0.010543	1.0	182.144	181.918	108.0	dlpfc
9	37822065	37822761	0.001	0.48758	0.1116	0.715989	0.000518	1.8e-05	0.084543	0.002987	0.000465	0.000178	0.075967	0.029115	0.000427	0.0	0.069773	1e-06	0.001429	0.004189	0.098599	0.683886	0.000558	0.00174	0.001352	0.006125	1.0	233.89	233.89	108.0	dlpfc
9	38526670	38526891	0.408	0.26149	0.274813	0.64995	0.003671	0.003171	0.255587	0.228209	0.003426	0.004535	0.232643	0.326423	0.002375	0.0	0.170942	1e-06	0.001561	0.001324	0.110596	0.095316	0.003604	0.004863	0.002103	0.013894	1.0	163.74	163.536	108.0	dlpfc
9	38643617	38644193	0.0	0.5	0.250403	0.032293	0.002454	0.0	0.244934	1e-06	0.002024	0.000138	0.202088	0.013814	0.001864	0.0	0.186036	1e-06	0.001096	0.000185	0.109282	0.018478	0.002759	0.009695	0.001439	0.010019	1.0	179.725	179.765	108.0	dlpfc
9	38656552	38657674	0.0	0.5	0.062086	0.909214	0.000922	0.0	0.079117	1e-06	0.000983	0.0	0.08436	1e-06	0.00084	0.000589	0.071497	0.050522	0.002299	0.010003	0.058111	0.85869	0.000687	0.001058	0.002186	0.011649	1.0	210.711	210.717	108.0	dlpfc
9	4339099	4339595	0.037	0.42404	0.309613	0.538642	0.003172	0.000718	0.265599	0.06019	0.003514	0.003503	0.283227	0.293661	0.002436	0.000696	0.203793	0.058394	0.001802	0.001508	0.146692	0.126398	0.003539	0.005503	0.001768	0.011927	1.0	170.503	170.485	108.0	dlpfc
9	469037	469391	2.5	0.056938	0.154578	0.951899	0.006481	0.012083	0.23133	0.452708	0.005854	0.0	0.21933	1e-06	0.006127	0.006925	0.224289	0.259455	0.005205	0.006398	0.180589	0.239735	0.004037	0.001284	0.004548	0.02669	1.0	142.803	141.553	108.0	dlpfc
9	5304439	5304707	0.147	0.35086	0.200955	0.118547	0.003623	0.000866	0.187894	0.044845	0.003241	0.0	0.167801	1e-06	0.003043	0.001424	0.156322	0.073699	0.002297	0.0	0.118902	1e-06	0.004128	0.017027	0.00287	0.019317	1.0	141.728	141.655	108.0	dlpfc
9	6412224	6412362	0.0	0.5	0.212188	0.076662	0.001626	7.3e-05	0.206646	0.00929	0.001302	0.0	0.165503	1e-06	0.001149	0.00053	0.145061	0.06737	0.000659	0.0	0.083705	1e-06	0.001866	0.007266	0.00112	0.007869	1.0	191.181	191.224	108.0	dlpfc
9	6623883	6624714	0.0	0.5	0.04775	0.949994	0.00082	0.0	0.073504	1e-06	0.001027	0.0	0.092129	1e-06	0.002792	0.009628	0.131192	0.863585	0.001048	0.000963	0.093629	0.086407	0.000517	0.000558	0.002093	0.011149	1.0	207.513	207.524	108.0	dlpfc
9	6703502	6703636	1.327	0.12469	0.196315	0.699646	0.002007	0.002966	0.232252	0.38089	0.001416	0.0	0.181908	1e-06	0.001346	0.002069	0.155577	0.265702	0.000722	0.000413	0.091998	0.053053	0.001382	0.002339	0.001258	0.007786	1.0	197.082	196.419	108.0	dlpfc
9	6715846	6716349	0.0	0.5	0.128609	0.746315	0.00107	0.0	0.145461	1e-06	0.001409	0.001737	0.187447	0.236064	0.001534	0.002515	0.187749	0.341852	0.001012	0.001239	0.129338	0.168398	0.000865	0.001867	0.001245	0.007358	1.0	208.047	208.086	108.0	dlpfc
9	69015617	69016065	0.282	0.29768	0.069938	0.930433	0.000672	0.000262	0.081561	0.031584	0.001938	0.007433	0.120318	0.895104	0.000938	0.0	0.112893	1e-06	0.000379	3.1e-05	0.045548	0.003744	0.000549	0.000578	0.001424	0.008305	1.0	211.81	211.669	108.0	dlpfc
9	69186300	69187556	0.0	0.5	0.193996	0.143326	0.001234	9e-05	0.162145	0.011767	0.001109	0.0	0.145646	1e-06	0.001055	0.001002	0.135605	0.131557	0.000727	0.0	0.095439	1e-06	0.001603	0.006522	0.001082	0.007613	1.0	188.53	188.587	108.0	dlpfc
9	69413035	69413321	1.487	0.1113	0.174793	0.504637	0.00141	0.001465	0.176302	0.186557	0.001277	0.0	0.162575	1e-06	0.001168	0.000894	0.14683	0.11384	0.000994	0.001604	0.114106	0.204239	0.001281	0.00389	0.001212	0.007853	1.0	194.957	194.213	108.0	dlpfc
9	71767319	71767617	2.114	0.072963	0.216575	0.463706	0.002204	0.002816	0.230574	0.30908	0.001758	0.00121	0.190164	0.132845	0.001308	0.0	0.143538	1e-06	0.000743	0.000198	0.081381	0.02178	0.001869	0.004887	0.001349	0.009112	1.0	184.702	183.645	108.0	dlpfc
9	71907672	71908648	0.761	0.19149	0.222707	0.370157	0.002143	0.00127	0.225085	0.134379	0.001807	0.002123	0.183803	0.22464	0.001493	0.0	0.157979	1e-06	0.000739	0.000105	0.078092	0.011137	0.00203	0.005952	0.001406	0.00945	1.0	182.313	181.932	108.0	dlpfc
9	71964894	71966264	0.282	0.29782	0.213543	0.134576	0.002127	0.000897	0.214114	0.090238	0.001698	0.0	0.170845	1e-06	0.001458	0.0	0.146769	1e-06	0.000823	0.000441	0.081998	0.044336	0.002199	0.008599	0.001482	0.009937	1.0	178.954	178.813	108.0	dlpfc
9	72150218	72150863	0.0	0.5	0.158857	0.470651	0.001407	0.0	0.173082	1e-06	0.001438	0.002006	0.167249	0.24679	0.001095	0.000334	0.134156	0.041116	0.001089	0.001485	0.121247	0.182744	0.001218	0.004302	0.001301	0.008127	1.0	195.336	195.35	108.0	dlpfc
9	72315315	72315940	1.252	0.13156	0.176661	0.249292	0.001272	0.00118	0.168202	0.159769	0.000929	0.0	0.125783	1e-06	0.000763	0.000365	0.102786	0.049406	0.000639	0.000296	0.085653	0.040116	0.001373	0.005544	0.001051	0.007385	1.0	193.921	193.295	108.0	dlpfc
9	74821361	74822350	6.3	0.0060372	0.232189	0.43369	0.001417	0.002084	0.199232	0.306583	0.001056	0.000864	0.15434	0.127104	0.00077	0.0	0.113275	1e-06	0.000757	0.0	0.111384	1e-06	0.001496	0.003849	0.000972	0.006797	1.0	189.784	186.634	108.0	dlpfc
9	75086966	75087209	0.319	0.2861	0.195203	0.30219	0.001502	0.000616	0.192256	0.078811	0.001867	0.001745	0.231413	0.223377	0.001269	0.0	0.162493	1e-06	0.00065	0.0	0.083149	1e-06	0.001533	0.005451	0.00112	0.007812	1.0	189.719	189.559	108.0	dlpfc
9	76571506	76572349	0.984	0.16063	0.278329	0.339744	0.004186	0.004173	0.282405	0.291262	0.003119	0.0	0.217698	1e-06	0.002687	0.000583	0.187198	0.040689	0.001176	0.000112	0.082096	0.007792	0.003946	0.00946	0.002028	0.014328	1.0	159.212	158.72	108.0	dlpfc
9	77769118	77770699	1.11	0.14604	0.227875	0.157986	0.001521	0.0	0.180221	1e-06	0.001371	0.001131	0.158026	0.134009	0.0009	0.000202	0.106973	0.023975	0.000933	0.0	0.110474	1e-06	0.001916	0.007108	0.001275	0.008442	1.0	187.532	186.977	108.0	dlpfc
9	79199505	79201386	1.373	0.12068	0.086088	0.917347	0.000646	0.000832	0.106309	0.135409	0.000658	0.0	0.106992	2e-06	0.001268	0.004805	0.11677	0.781936	0.000523	0.0	0.085165	2e-06	0.000503	0.000508	0.00107	0.006145	1.0	216.792	216.105	108.0	dlpfc
9	79573982	79576270	0.0	0.5	0.228607	0.256694	0.001894	0.0	0.198971	1e-06	0.002024	0.002302	0.203751	0.241787	0.001273	0.000142	0.13381	0.014905	0.000648	0.0	0.068109	1e-06	0.002199	0.007077	0.001382	0.00952	1.0	182.733	182.78	108.0	dlpfc
9	79975264	79976613	1.481	0.1118	0.201022	0.510719	0.001993	0.002881	0.227096	0.355429	0.001408	0.000421	0.17376	0.051994	0.001104	0.000837	0.1333	0.103296	0.000676	0.0	0.083388	1e-06	0.001523	0.003966	0.001202	0.008106	1.0	190.809	190.069	108.0	dlpfc
9	81613140	81613677	6.036	0.0070074	0.188082	0.594221	0.002229	0.004168	0.204723	0.411478	0.002128	0.0	0.210091	1e-06	0.001837	0.001782	0.17606	0.175898	0.000905	6.9e-05	0.089407	0.006843	0.001793	0.004111	0.001532	0.01013	1.0	182.055	179.037	108.0	dlpfc
9	81680054	81680469	0.0	0.5	0.223101	0.133383	0.001766	0.0	0.211738	1e-06	0.001131	0.000566	0.135196	0.067826	0.000902	0.000547	0.107438	0.065555	0.000601	0.0	0.072055	1e-06	0.002025	0.007228	0.001162	0.00834	1.0	186.713	186.767	108.0	dlpfc
9	82488025	82488942	0.0	0.5	0.208866	0.097212	0.001292	0.0	0.163693	1e-06	0.000844	4e-05	0.106899	0.005075	0.000736	0.00034	0.09264	0.043039	0.000551	0.000388	0.068663	0.049098	0.001827	0.007127	0.00111	0.007894	1.0	190.075	190.101	108.0	dlpfc
9	83220175	83220520	0.0	0.5	0.239081	0.062552	0.002489	0.0	0.240662	1e-06	0.001789	0.000505	0.172602	0.048775	0.00176	0.0	0.170131	1e-06	0.001014	0.000142	0.098031	0.013775	0.002646	0.009696	0.001577	0.010343	1.0	182.654	183.358	108.0	dlpfc
9	83646801	83647189	0.001	0.48761	0.215078	0.065231	0.001998	0.0	0.237678	1e-06	0.001145	0.000277	0.136008	0.032944	0.000859	0.000271	0.101939	0.032284	0.00042	0.0	0.049972	1e-06	0.002091	0.007857	0.001167	0.008405	1.0	186.037	186.037	108.0	dlpfc
9	83837083	83837161	0.409	0.26115	0.178528	0.405668	0.001741	0.0	0.179613	1e-06	0.001863	0.003316	0.178601	0.342158	0.001177	0.000615	0.120622	0.063508	0.000977	0.0	0.100817	1e-06	0.001621	0.005759	0.001518	0.00969	1.0	178.116	177.911	108.0	dlpfc
9	85004563	85005431	0.059	0.40422	0.098307	0.778013	0.00053	0.000188	0.085963	0.030358	0.000439	0.0	0.071042	1e-06	0.000447	0.0	0.072301	1e-06	0.001322	0.004621	0.085519	0.747653	0.000535	0.001372	0.001235	0.00618	1.0	232.15	232.121	108.0	dlpfc
9	85076973	85077694	0.0	0.5	0.128691	0.776186	0.001547	0.0	0.11641	1e-06	0.00139	0.000687	0.104583	0.051652	0.001201	0.0	0.090365	1e-06	0.002869	0.009631	0.103694	0.724532	0.001598	0.002975	0.002627	0.013293	1.0	198.699	199.537	108.0	dlpfc
9	87147964	87148057	0.0	0.5	0.194179	0.598797	0.001898	0.0	0.176743	1e-06	0.001468	0.000992	0.136605	0.092396	0.001414	0.000481	0.131073	0.044831	0.002103	0.004957	0.138807	0.46157	0.001927	0.004309	0.001892	0.010739	1.0	185.626	185.629	108.0	dlpfc
9	87492543	87493060	0.0	0.5	0.099232	0.888308	0.000523	0.0	0.103114	1e-06	0.000503	0.000157	0.099608	0.030901	0.00051	0.0	0.100505	1e-06	0.001037	0.004352	0.077012	0.857404	0.000479	0.000567	0.000951	0.005076	1.0	253.667	254.109	108.0	dlpfc
9	87944474	87945792	0.024	0.43848	0.126569	0.863006	0.001659	0.000235	0.10559	0.014949	0.002178	0.002694	0.13696	0.171475	0.003075	0.00565	0.182134	0.359629	0.002984	0.00498	0.162403	0.316953	0.001855	0.002152	0.002837	0.015711	1.0	172.881	172.869	108.0	dlpfc
9	88199624	88200033	0.559	0.2273	0.136612	0.693177	0.000765	0.000442	0.125375	0.072654	0.000875	0.0	0.143734	1e-06	0.000855	0.0	0.140527	1e-06	0.001219	0.003776	0.125706	0.62052	0.000716	0.001867	0.001163	0.006086	1.0	226.083	225.803	108.0	dlpfc
9	88236919	88237527	0.0	0.5	0.217147	0.113678	0.001378	0.0	0.179162	1e-06	0.001044	0.000546	0.13527	0.071033	0.000945	0.000328	0.122368	0.042642	0.000636	0.0	0.082635	1e-06	0.001812	0.006816	0.001103	0.007691	1.0	191.262	191.3	108.0	dlpfc
9	88828408	88829024	0.0	0.5	0.199562	0.107114	0.001285	0.0	0.157804	1e-06	0.001207	0.0	0.148259	1e-06	0.001061	0.000292	0.13003	0.035895	0.000834	0.00058	0.100807	0.071217	0.001817	0.007272	0.001169	0.008144	1.0	190.112	190.22	108.0	dlpfc
9	89176271	89176993	0.0	0.5	0.195852	0.048324	0.000897	0.0	0.167283	1e-06	0.000743	0.000203	0.138346	0.037789	0.000639	5.6e-05	0.119168	0.010533	0.00042	0.0	0.078277	1e-06	0.001251	0.005103	0.00075	0.005362	1.0	210.093	210.098	108.0	dlpfc
9	89282223	89282662	0.0	0.5	0.231946	0.097926	0.002313	0.0	0.226657	1e-06	0.001468	0.000195	0.144218	0.01915	0.001386	0.0	0.135836	1e-06	0.001069	0.000804	0.102134	0.078773	0.002428	0.009207	0.001568	0.010207	1.0	181.194	181.454	108.0	dlpfc
9	89435586	89436935	0.21	0.32331	0.24627	0.271821	0.002075	0.001179	0.214411	0.122397	0.001975	0.0	0.205134	1e-06	0.00123	0.00059	0.127745	0.061299	0.000996	0.000849	0.100117	0.088124	0.002321	0.007011	0.001447	0.009629	1.0	181.244	181.139	108.0	dlpfc
9	89443647	89445311	0.011	0.45786	0.238188	0.230538	0.001696	0.000471	0.21768	0.060428	0.001539	0.0	0.197562	1e-06	0.00108	0.000686	0.138087	0.088012	0.000846	0.00064	0.105708	0.082097	0.001864	0.005996	0.001161	0.007792	1.0	192.306	192.3	108.0	dlpfc
9	89495935	89496396	1.496	0.11067	0.226879	0.078514	0.001733	0.000189	0.203549	0.02227	0.001721	0.0	0.202227	1e-06	0.00118	0.000104	0.138848	0.012262	0.000809	0.000374	0.094297	0.043981	0.002055	0.007841	0.001305	0.008509	1.0	191.043	190.295	108.0	dlpfc
9	89676032	89676908	0.0	0.5	0.231977	0.111249	0.001791	0.0	0.210917	1e-06	0.001312	0.000398	0.154243	0.046872	0.001164	0.000292	0.13683	0.03442	0.000678	0.000254	0.07957	0.029956	0.002177	0.007545	0.001182	0.00849	1.0	185.722	185.727	108.0	dlpfc
9	91489589	91489978	2.191	0.069411	0.198198	0.299814	0.001505	0.001788	0.191818	0.237969	0.000987	0.000328	0.131185	0.043657	0.000845	0.0	0.112507	1e-06	0.00046	0.000137	0.061144	0.018188	0.001519	0.005261	0.001064	0.007514	1.0	192.77	191.674	108.0	dlpfc
9	91948206	91948333	0.607	0.21805	0.191719	0.466213	0.001654	0.001343	0.170923	0.142084	0.000948	0.000434	0.100085	0.04598	0.000874	0.000204	0.092749	0.021609	0.001578	0.002424	0.138803	0.25654	0.001628	0.005044	0.00164	0.009449	1.0	187.945	187.641	108.0	dlpfc
9	92097414	92098924	0.0	0.5	0.181858	0.325709	0.001662	0.0	0.144021	1e-06	0.001319	0.0	0.114323	1e-06	0.001115	0.001341	0.0971	0.116206	0.001975	0.002418	0.1473	0.209501	0.001943	0.007781	0.002061	0.01154	1.0	178.236	178.293	108.0	dlpfc
9	92946927	92947246	0.0	0.5	0.098472	0.745626	0.001136	0.0	0.069487	1e-06	0.001257	0.001262	0.079059	0.077179	0.001643	0.000979	0.103941	0.059872	0.004729	0.009953	0.150385	0.608574	0.001208	0.00416	0.004188	0.016355	1.0	185.22	185.264	108.0	dlpfc
9	92948313	92948465	0.0	0.5	0.214243	0.143636	0.002139	0.0	0.187772	1e-06	0.00172	0.000423	0.150928	0.03715	0.002094	0.001213	0.180171	0.106485	0.001494	0.0	0.131088	1e-06	0.002313	0.009757	0.001958	0.011394	1.0	179.924	181.464	108.0	dlpfc
9	93155939	93156219	0.132	0.3582	0.213621	0.126714	0.001377	0.0	0.175391	1e-06	0.001032	0.000127	0.131896	0.016202	0.001232	0.0	0.156911	1e-06	0.001022	0.000868	0.125073	0.11051	0.001669	0.006857	0.001233	0.007851	1.0	191.674	191.608	108.0	dlpfc
9	93160414	93160541	3.947	0.023477	0.196302	0.490578	0.001672	0.002815	0.190808	0.356198	0.001177	0.0	0.148928	1e-06	0.001128	0.001062	0.138086	0.134378	0.00049	0.0	0.062056	1e-06	0.001415	0.004026	0.001199	0.007902	1.0	192.685	190.711	108.0	dlpfc
9	94085262	94085376	0.0	0.5	0.205749	0.096065	0.001517	0.0	0.200048	1e-06	0.000992	0.00033	0.130802	0.043544	0.000991	0.0	0.130684	1e-06	0.000499	0.000398	0.065664	0.052519	0.001727	0.006855	0.001056	0.007584	1.0	190.313	190.497	108.0	dlpfc
9	94705364	94706093	0.0	0.5	0.188637	0.144418	0.001595	0.0	0.164652	1e-06	0.001181	0.000766	0.120265	0.079107	0.000863	0.000335	0.088863	0.034563	0.000706	0.000298	0.072521	0.030747	0.001998	0.008287	0.00137	0.009686	1.0	179.879	180.0	108.0	dlpfc
9	94772393	94773461	0.065	0.39945	0.148607	0.098989	0.001453	0.000496	0.159704	0.054634	0.000907	0.000173	0.099762	0.019051	0.000808	0.0	0.088966	1e-06	0.000654	0.00023	0.071796	0.025303	0.001684	0.008183	0.001268	0.009082	1.0	181.986	181.953	108.0	dlpfc
9	94865429	94866260	0.0	0.5	0.155248	0.114421	0.001305	0.000295	0.141183	0.031948	0.000915	0.0	0.099137	1e-06	0.00113	0.0	0.12235	1e-06	0.000822	0.000761	0.086719	0.082471	0.001671	0.008177	0.001347	0.009233	1.0	183.449	183.468	108.0	dlpfc
9	94913454	94914407	0.0	0.5	0.207042	0.121768	0.001424	0.0	0.15697	1e-06	0.001154	0.000874	0.124834	0.096297	0.000697	0.0	0.076764	1e-06	0.000519	0.000231	0.056645	0.025469	0.001978	0.007969	0.001312	0.009074	1.0	184.407	184.499	108.0	dlpfc
