seqnames	start	end	h2_category	hg38_genes_intergenic	hg38_cpg_inter	hg38_genes_promoters	hg38_cpg_shores	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_islands	hg38_cpg_shelves	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_3UTRs	hg38_enhancers_fantom
chr2	65312916	65313086	Non-heritable	0	0	0	1	0	0	0	0	0	1	1	0
chr2	66301038	66301320	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	66431981	66432391	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr2	66438004	66438913	Heritable	0	0	1	0	1	1	0	1	0	0	0	0
chr2	66440565	66441531	Non-heritable	0	0	1	0	1	1	0	1	0	1	0	0
chr2	66445105	66447010	Heritable	0	0	1	1	1	1	1	0	0	1	0	1
chr2	67712369	67712944	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	67905405	67907367	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	69948420	69949081	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	69961355	69961988	Heritable	0	0	1	1	0	0	1	0	1	1	0	0
chr2	70084852	70085721	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	70108592	70109145	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	70132407	70133018	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr2	70149385	70149740	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	70823610	70825699	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	70889307	70889704	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr2	70907195	70907829	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr2	70979240	70979398	Non-heritable	0	0	0	0	1	1	1	0	0	1	0	0
chr2	71224684	71225899	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	71389290	71389925	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	71546795	71547113	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	71575941	71577019	Non-heritable	0	1	1	0	0	1	0	0	1	1	0	0
chr2	71578534	71579356	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	71700808	71701284	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	71770149	71770909	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	71852119	71852974	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	71871694	71872647	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	72071634	72073456	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	72143902	72144342	Heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	72913983	72915344	Non-heritable	0	0	1	1	1	0	0	0	0	0	0	1
chr2	73156828	73157068	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	73175300	73175415	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	73737783	73737914	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr2	74032637	74033254	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	74120844	74121171	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr2	74130384	74130872	Heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	74414546	74414725	Heritable	0	0	1	1	1	0	1	0	0	1	0	0
chr2	74415634	74416204	Non-heritable	0	0	0	0	1	1	1	0	1	1	0	0
chr2	74435687	74436843	Non-heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr2	74438422	74439877	Non-heritable	0	0	0	1	0	1	0	0	1	1	0	0
chr2	74549688	74549769	Heritable	0	0	1	0	1	1	1	0	0	0	0	0
chr2	74920360	74920530	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	76725581	76727874	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	78993911	78994050	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	79031642	79033585	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	80299431	80302187	Non-heritable	0	0	0	1	1	1	0	1	0	1	1	1
chr2	81115308	81118249	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	81798532	81802346	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	83966115	83967145	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	83973831	83976815	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	85134944	85135469	Heritable	0	0	0	0	0	1	1	0	0	0	0	1
chr2	85285483	85285785	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	85419106	85419211	Non-heritable	0	0	1	1	1	1	0	0	1	1	0	0
chr2	85437067	85437208	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	85438623	85439044	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	85584900	85585608	Heritable	0	0	0	1	0	1	0	0	0	0	0	1
chr2	85753080	85753244	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr2	85773029	85773400	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr2	85779038	85779450	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	85796633	85797118	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	85811111	85811727	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	85835084	85837155	Heritable	1	1	0	0	0	0	0	0	0	1	1	0
chr2	86861282	86861472	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr2	86910400	86910579	Non-heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr2	87455721	87456671	Low prediction	0	1	1	0	0	1	0	0	0	1	0	0
chr2	87584822	87584990	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	87637857	87638315	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	87825849	87827623	Non-heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr2	88003547	88003757	Non-heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr2	88017660	88017882	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr2	88169920	88170148	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	88170841	88171182	Heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	88283949	88284622	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	1
chr2	89585605	89585851	Low prediction	0	1	1	0	1	0	0	0	0	1	0	0
chr2	89767488	89767660	Low prediction	1	0	0	1	0	0	1	0	0	0	0	0
chr2	89814971	89815335	Low prediction	1	1	0	0	0	0	0	0	0	0	0	0
chr2	89976627	89977647	Low prediction	1	1	0	0	0	0	0	0	0	0	0	0
chr2	90245037	90245342	Low prediction	1	1	0	0	0	0	0	0	0	0	0	0
chr2	90360551	90360607	Low prediction	0	0	1	0	0	0	1	0	0	0	0	0
chr2	91571293	91571888	Low prediction	1	1	0	0	0	0	0	0	0	0	0	1
chr2	91589561	91590118	Low prediction	0	0	0	1	0	1	1	0	0	1	0	0
chr2	91744594	91745550	Low prediction	0	0	0	1	0	1	1	0	0	1	0	0
chr2	91748496	91749263	Heritable	0	0	1	1	0	1	1	0	0	1	0	0
chr2	91839694	91840588	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr2	91974574	91974961	Low prediction	1	0	0	0	0	0	1	0	0	0	0	0
chr2	92074587	92075036	Low prediction	1	0	0	0	0	0	1	0	0	0	0	0
chr2	94622363	94623173	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	94858407	94858810	Heritable	0	0	0	1	1	0	1	0	0	0	0	0
chr2	94870921	94872216	Non-heritable	0	0	1	1	0	1	1	0	1	1	0	0
chr2	95017141	95017508	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	95024305	95024700	Non-heritable	0	0	1	1	1	0	0	0	0	0	0	1
chr2	95057100	95058693	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	95060746	95061155	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	95312036	95313518	Non-heritable	0	1	0	0	1	1	0	0	0	1	0	0
chr2	95527311	95527491	Heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	96012218	96012687	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr2	96062016	96062231	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	96164520	96165031	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	96394266	96394521	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	96405042	96405258	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	96500264	96500841	Heritable	0	0	0	1	0	1	1	0	1	1	0	0
chr2	96528455	96528695	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	96554219	96554287	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr2	96839570	96839694	Heritable	0	0	0	0	0	1	1	0	0	1	1	0
chr2	96870875	96871409	Non-heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	96878207	96878549	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	96887478	96887838	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	96888607	96889058	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	96895480	96896343	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	1
chr2	96903784	96904072	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	96909549	96909786	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	96924426	96925205	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	96949574	96950662	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr2	96977055	96977309	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	97095439	97095683	Non-heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr2	97526730	97527500	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	97697294	97697876	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	97709753	97710125	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	97723935	97724381	Heritable	0	0	1	0	0	1	1	0	1	1	0	0
chr2	98127411	98127865	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	99487037	99488657	Heritable	0	0	0	1	0	1	0	1	0	0	0	1
chr2	99593945	99594305	Non-heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	100105946	100106218	Non-heritable	0	0	1	1	1	1	0	0	1	1	0	0
chr2	100173394	100174136	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	100304658	100305357	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	100391977	100392137	Non-heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr2	100605307	100605850	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	100631495	100632605	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	100821511	100821982	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr2	100835413	100835791	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	101435069	101435340	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr2	101437177	101439193	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	101474900	101475194	Non-heritable	0	0	1	1	1	0	0	0	1	1	0	0
chr2	101616309	101617147	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	101630945	101631053	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	102049778	102049914	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	102187055	102187185	Heritable	0	0	1	1	1	1	0	0	1	1	0	0
chr2	102618383	102618595	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	102620398	102620580	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	104868236	104868701	Non-heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	105237037	105237382	Heritable	0	0	0	1	1	0	1	0	0	0	0	0
chr2	105238107	105238322	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	105568049	105568241	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	105746260	105746382	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	106066116	106066480	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	106263504	106266123	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr2	106270318	106270740	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	106487830	106488007	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	106584203	106584856	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	107985561	107986086	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr2	108661763	108662462	Non-heritable	0	1	0	0	0	1	0	0	0	1	1	0
chr2	108718816	108718987	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	108720766	108720917	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	109005559	109005931	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	109016888	109017468	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	109315260	109316626	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	109436296	109436664	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	109438913	109439396	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	109615378	109615584	Heritable	0	0	0	0	1	0	1	0	0	1	0	0
chr2	110211869	110213332	Heritable	0	0	1	1	0	1	1	0	1	1	1	0
chr2	110770555	110771207	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	111533696	111535262	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	112140418	112140826	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	112160657	112161353	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	112181711	112181913	Heritable	0	0	1	0	0	1	1	0	0	1	0	0
chr2	112182593	112182950	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr2	112583510	112583819	Heritable	0	0	1	1	1	0	0	0	0	0	0	1
chr2	113235117	113235673	Heritable	0	0	1	1	1	1	1	0	1	1	0	0
chr2	113274871	113276660	Non-heritable	0	0	0	1	0	1	1	0	0	1	0	0
chr2	113290664	113291530	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	113391037	113393110	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	113604260	113604481	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	114661728	114662026	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	114662315	114662729	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	1
chr2	115016236	115017566	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	116831112	116833158	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	117668215	117669570	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	117803644	117804164	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr2	117858535	117860543	Non-heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	118841407	118841657	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	119057714	119058798	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	119155670	119156418	Heritable	1	0	0	1	0	0	0	0	0	1	1	0
chr2	119230089	119230760	Non-heritable	0	1	0	0	0	1	0	0	1	1	0	0
chr2	119290702	119291858	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	119432418	119432791	Heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr2	119466984	119467774	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	119678719	119678842	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr2	120278821	120279258	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	120313765	120313935	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	120397294	120397480	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	120442809	120443114	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	1
chr2	120576330	120576747	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	120586941	120587078	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	120596150	120596422	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	120655098	120655167	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	120675266	120676011	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	120912458	120912979	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	120937887	120939266	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	120983583	120984133	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	121017344	121017617	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	121018704	121019414	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	121088914	121089154	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	121114584	121115924	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	121174879	121175473	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	121197271	121197911	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	122019607	122020259	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	126885784	126886079	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	127051172	127051456	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	127052068	127052735	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	127054102	127054679	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	127055332	127056056	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	127058959	127059454	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr2	127064323	127065095	Heritable	0	1	1	0	0	1	0	1	0	1	0	0
chr2	127067052	127067934	Heritable	0	1	0	0	1	1	0	0	0	0	0	1
chr2	127069027	127069570	Heritable	0	1	0	0	1	1	0	0	0	1	0	0
chr2	127072063	127072428	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	127072893	127075105	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	127080232	127082487	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	127083914	127084957	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	127087654	127088108	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	127092496	127093680	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	127096993	127098870	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	127102282	127105038	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	1
chr2	127108156	127108542	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	127118149	127118859	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	127137261	127137569	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	127176041	127176904	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	127514964	127515932	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	127640053	127640497	Non-heritable	0	1	1	0	0	1	0	0	0	1	1	0
chr2	127643537	127643980	Non-heritable	0	1	1	0	1	1	0	0	1	1	0	0
chr2	127645424	127645739	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr2	127646559	127647057	Heritable	0	1	1	0	1	1	0	0	0	1	0	0
chr2	127651694	127652380	Non-heritable	0	0	0	1	1	1	1	0	0	1	1	0
chr2	127664710	127664859	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr2	127674477	127674691	Heritable	0	0	1	1	0	1	1	0	0	0	0	0
chr2	127695415	127696224	Heritable	1	0	0	1	0	0	1	0	0	0	0	1
chr2	127811773	127811939	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr2	127968878	127969279	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	128191512	128192171	Non-heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr2	128212406	128212983	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	128260548	128260726	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	128272258	128272832	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr2	128282114	128282603	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	128293012	128293733	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	128301620	128301689	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr2	128306111	128306600	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	128607980	128608291	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	128737146	128737322	Non-heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr2	128901873	128902502	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	129587414	129587659	Heritable	1	0	0	1	0	0	1	0	0	0	0	1
chr2	129686933	129687015	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	129878534	129878763	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	129914670	129914972	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	129933987	129937522	Heritable	0	0	1	1	1	1	1	1	0	1	0	0
chr2	129993251	129993497	Non-heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	130037180	130037783	Non-heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	130229081	130229589	Non-heritable	0	0	1	0	1	0	1	0	0	1	0	0
chr2	130251533	130253512	Non-heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr2	130288644	130288844	Heritable	1	0	0	0	1	0	1	0	0	0	0	0
chr2	130356703	130356768	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr2	130390602	130390868	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr2	130527520	130528023	Heritable	0	1	1	0	1	1	0	0	0	1	1	0
chr2	130549542	130550039	Heritable	0	0	1	0	0	1	1	0	0	1	0	0
chr2	130693381	130693519	Heritable	0	0	1	1	0	1	1	0	0	1	0	0
chr2	130819560	130820315	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	130825152	130825810	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	130838021	130838099	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr2	130869704	130870275	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	130992909	130993040	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	131035902	131036228	Heritable	0	0	0	1	1	1	0	0	0	0	0	1
chr2	131039532	131040477	Non-heritable	0	0	1	1	1	1	1	0	0	1	1	0
chr2	131041235	131041495	Non-heritable	0	0	1	1	0	1	0	0	0	1	1	0
chr2	131330463	131331170	Non-heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	131352678	131353865	Heritable	0	0	1	1	0	1	1	0	0	1	1	0
chr2	131394664	131394824	Heritable	1	0	0	0	0	0	1	0	0	0	0	1
chr2	131424731	131424844	Non-heritable	0	0	0	1	1	0	1	0	0	1	0	0
chr2	131430583	131432147	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	131460517	131460605	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr2	131646712	131647405	Non-heritable	0	0	1	1	1	1	1	0	0	1	0	0
chr2	131681841	131682059	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr2	131802412	131803054	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr2	131829491	131830160	Non-heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr2	132032540	132033156	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	132037105	132037709	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr2	132256433	132256699	Heritable	0	0	0	0	1	1	1	0	0	0	0	0
chr2	132258026	132258112	Non-heritable	0	0	1	0	1	0	1	0	0	0	0	0
chr2	132348339	132349221	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr2	132416834	132416978	Heritable	0	0	0	1	0	0	0	0	1	1	0	0
chr2	132585946	132586123	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	132589161	132589583	Heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr2	132671393	132671726	Non-heritable	0	0	1	1	1	0	0	0	1	1	0	0
chr2	132858408	132859654	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	134027926	134028460	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	134066643	134067649	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	134190451	134191096	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	136347608	136348644	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	137135358	137138103	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	141470614	141472400	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	142132489	142132617	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr2	143326474	143328301	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	148425060	148426712	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	148925853	148926088	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr2	149150811	149152563	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	149320324	149320704	Heritable	0	0	1	0	0	0	1	0	0	1	0	0
chr2	149672085	149674997	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	149755081	149756979	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	151015141	151017216	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	152337736	152338522	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr2	153999675	154000639	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	156254749	156254966	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr2	156319707	156319868	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr2	156329304	156330357	Non-heritable	0	0	1	1	1	1	1	0	1	1	0	0
chr2	157320976	157325659	Heritable	0	1	0	0	0	1	0	0	1	1	1	0
chr2	159227616	159228538	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr2	159338722	159341535	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	159903685	159904009	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	160405793	160406326	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	160490930	160492460	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	1
chr2	161236901	161237101	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	161340797	161341455	Non-heritable	0	0	1	1	0	1	1	0	0	1	0	1
chr2	161424621	161426253	Non-heritable	0	0	0	1	1	1	0	0	0	1	1	0
chr2	161427624	161428153	Non-heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr2	165794721	165795061	Non-heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	166610052	166611016	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr2	166717691	166719141	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr2	169768276	169769083	Heritable	0	0	1	1	0	1	1	0	0	1	0	0
chr2	170713060	170713723	Non-heritable	0	0	0	1	1	1	1	0	0	1	0	0
chr2	170819446	170820248	Non-heritable	0	0	0	1	1	1	1	0	0	1	0	0
chr2	170822043	170822643	Non-heritable	0	0	1	0	1	1	1	0	0	1	0	0
