region_key	h2_unscaled	r_squared_cv	h2_category	seqnames	start	end	width	strand	vmr_id	n_genes_within_250kb	gene_ids_within_250kb	gene_symbols_within_250kb	gene_names_within_250kb	gene_distances_within_250kb	nearest_gene_id_within_250kb	nearest_gene_symbol_within_250kb	nearest_gene_name_within_250kb	nearest_gene_chr_within_250kb	nearest_gene_start_within_250kb	nearest_gene_end_within_250kb	nearest_gene_strand_within_250kb	distance_to_nearest_gene_within_250kb
chr19:14297568:14298195	0.106294786450947	0.942675888279857	Heritable	chr19	14297568	14298195	628	*	dlpfc_vmr_9325	12	101928845;10212;105372288;10755;124904642;127138866;3337;5585;5731;693224;9524;976	ADGRE5;DDX39A;DNAJB1;GIPC1;LINC01841;LINC01842;LOC124904642;MIR639;PKN1;PTGER1;SMIM46;TECR	adhesion G protein-coupled receptor E5;DExD-box helicase 39A;DnaJ heat shock protein family (Hsp40) member B1;GIPC PDZ domain containing family member 1;long intergenic non-protein coding RNA 1841;long intergenic non-protein coding RNA 1842;microRNA 639;prostaglandin E receptor 1;protein kinase N1;small integral membrane protein 46;trans-2,3-enoyl-CoA reductase;uncharacterized LOC124904642	LINC01841:7262;LINC01842:35547;ADGRE5:82305;DDX39A:110602;PKN1:134857;PTGER1:174270;LOC124904642:177986;GIPC1:179564;SMIM46:185091;DNAJB1:216573;TECR:218889;MIR639:231347	105372288	LINC01841	long intergenic non-protein coding RNA 1841	chr19	14305458	14370196	-	7262
chr19:14525740:14526578	0.0807803473633765	0.955796671605263	Non-heritable	chr19	14525740	14526578	839	*	dlpfc_vmr_9326	15	101928845;10212;105372288;10755;30817;3337;388512;4713;5585;5731;693224;84449;84658;9524;976	ADGRE2;ADGRE3;ADGRE5;CLEC17A;DDX39A;DNAJB1;GIPC1;LINC01841;LINC01842;MIR639;NDUFB7;PKN1;PTGER1;TECR;ZNF333	adhesion G protein-coupled receptor E2;adhesion G protein-coupled receptor E3;adhesion G protein-coupled receptor E5;C-type lectin domain containing 17A;DExD-box helicase 39A;DnaJ heat shock protein family (Hsp40) member B1;GIPC PDZ domain containing family member 1;long intergenic non-protein coding RNA 1841;long intergenic non-protein coding RNA 1842;microRNA 639;NADH:ubiquinone oxidoreductase subunit B7;prostaglandin E receptor 1;protein kinase N1;trans-2,3-enoyl-CoA reductase;zinc finger protein 333	DNAJB1:0;TECR:0;MIR639:2964;GIPC1:29590;NDUFB7:39499;PTGER1:50385;PKN1:53872;CLEC17A:56505;ADGRE3:92538;DDX39A:106356;ADGRE5:117014;LINC01841:155543;ZNF333:163222;LINC01842:181665;ADGRE2:205813	3337	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	chr19	14514769	14560391	-	0
chr19:14561691:14562035	0.0787071630401419	0.95069468234744	Non-heritable	chr19	14561691	14562035	345	*	dlpfc_vmr_9327	17	101928845;10212;105372288;10755;26659;26664;30817;3337;388512;4713;5585;5731;693224;84449;84658;9524;976	ADGRE2;ADGRE3;ADGRE5;CLEC17A;DDX39A;DNAJB1;GIPC1;LINC01841;LINC01842;MIR639;NDUFB7;OR7A5;OR7C1;PKN1;PTGER1;TECR;ZNF333	adhesion G protein-coupled receptor E2;adhesion G protein-coupled receptor E3;adhesion G protein-coupled receptor E5;C-type lectin domain containing 17A;DExD-box helicase 39A;DnaJ heat shock protein family (Hsp40) member B1;GIPC PDZ domain containing family member 1;long intergenic non-protein coding RNA 1841;long intergenic non-protein coding RNA 1842;microRNA 639;NADH:ubiquinone oxidoreductase subunit B7;olfactory receptor family 7 subfamily A member 5;olfactory receptor family 7 subfamily C member 1;prostaglandin E receptor 1;protein kinase N1;trans-2,3-enoyl-CoA reductase;zinc finger protein 333	TECR:0;DNAJB1:1299;NDUFB7:4042;CLEC17A:21048;MIR639:29162;ADGRE3:57081;GIPC1:65541;PTGER1:86336;PKN1:89823;ZNF333:127765;DDX39A:142307;ADGRE5:152965;ADGRE2:170356;LINC01841:191494;LINC01842:217616;OR7C1:227224;OR7A5:247779	9524	TECR	trans-2,3-enoyl-CoA reductase	chr19	14517085	14565980	+	0
chr19:14694952:14695690	0.0812612293635651	0.955658236355271	Non-heritable	chr19	14694952	14695690	739	*	dlpfc_vmr_9328	16	10755;26333;26658;26659;26664;30817;3337;388512;390892;4713;5585;5731;693224;84449;84658;9524	ADGRE2;ADGRE3;CLEC17A;DNAJB1;GIPC1;MIR639;NDUFB7;OR7A10;OR7A17;OR7A5;OR7C1;OR7C2;PKN1;PTGER1;TECR;ZNF333	adhesion G protein-coupled receptor E2;adhesion G protein-coupled receptor E3;C-type lectin domain containing 17A;DnaJ heat shock protein family (Hsp40) member B1;GIPC PDZ domain containing family member 1;microRNA 639;NADH:ubiquinone oxidoreductase subunit B7;olfactory receptor family 7 subfamily A member 10;olfactory receptor family 7 subfamily A member 17;olfactory receptor family 7 subfamily A member 5;olfactory receptor family 7 subfamily C member 1;olfactory receptor family 7 subfamily C member 2;prostaglandin E receptor 1;protein kinase N1;trans-2,3-enoyl-CoA reductase;zinc finger protein 333	ZNF333:0;ADGRE3:4924;ADGRE2:36701;CLEC17A:82916;OR7C1:93569;OR7A5:114124;NDUFB7:122885;TECR:128971;DNAJB1:134560;OR7A10:144775;MIR639:162423;OR7A17:182512;GIPC1:198802;PTGER1:219597;PKN1:223084;OR7C2:245798	84449	ZNF333	zinc finger protein 333	chr19	14689801	14733746	+	0
chr19:14786818:14787002	0.0474384975891187	0.934482445360185	Non-heritable	chr19	14786818	14787002	185	*	dlpfc_vmr_9329	14	126402;26333;26658;26659;26664;30817;3337;388512;390892;4713;6511;84449;84658;9524	ADGRE2;ADGRE3;CLEC17A;DNAJB1;NDUFB7;OR7A10;OR7A17;OR7A5;OR7C1;OR7C2;SLC1A6;TECR;TEKTL1;ZNF333	adhesion G protein-coupled receptor E2;adhesion G protein-coupled receptor E3;C-type lectin domain containing 17A;DnaJ heat shock protein family (Hsp40) member B1;NADH:ubiquinone oxidoreductase subunit B7;olfactory receptor family 7 subfamily A member 10;olfactory receptor family 7 subfamily A member 17;olfactory receptor family 7 subfamily A member 5;olfactory receptor family 7 subfamily C member 1;olfactory receptor family 7 subfamily C member 2;solute carrier family 1 member 6;tektin like 1;trans-2,3-enoyl-CoA reductase;zinc finger protein 333	OR7C1:2257;ADGRE2:8257;OR7A5:22812;ZNF333:53071;OR7A10:53463;OR7A17:91200;ADGRE3:96790;OR7C2:154486;SLC1A6:163030;CLEC17A:174782;NDUFB7:214751;TECR:220837;TEKTL1:223723;DNAJB1:226426	26664	OR7C1	olfactory receptor family 7 subfamily C member 1	chr19	14789260	14835376	-	2257
chr19:15126765:15127038	0.0667074876181503	0.887143787849039	Non-heritable	chr19	15126765	15127038	274	*	dlpfc_vmr_9330	15	102465476;10270;10994;118827806;124904643;126370;126402;23476;23581;26333;26658;4854;6511;79852;85360	AKAP8;BRD4;CASP14;EPHX3;ILVBL;ILVBL-AS1;LOC124904643;MIR6795;NOTCH3;OR1I1;OR7A17;OR7C2;SLC1A6;SYDE1;TEKTL1	A-kinase anchoring protein 8;bromodomain containing 4;caspase 14;epoxide hydrolase 3;ilvB acetolactate synthase like;ILVBL antisense RNA 1;microRNA 6795;notch receptor 3;olfactory receptor family 1 subfamily I member 1;olfactory receptor family 7 subfamily A member 17;olfactory receptor family 7 subfamily C member 2;solute carrier family 1 member 6;synapse defective Rho GTPase homolog 1;tektin like 1;uncharacterized LOC124904643	ILVBL-AS1:590;ILVBL:978;SYDE1:11779;NOTCH3:31999;OR1I1:33794;MIR6795:52244;CASP14:68471;EPHX3:99880;TEKTL1:103488;SLC1A6:103774;BRD4:108480;OR7C2:184316;LOC124904643:205574;AKAP8:226346;OR7A17:240632	118827806	ILVBL-AS1	ILVBL antisense RNA 1	chr19	15124160	15126174	+	590
chr19:15287868:15288735	0.0542626107787257	0.920004719576006	Non-heritable	chr19	15287868	15288735	868	*	dlpfc_vmr_9331	17	100302127;102465476;10270;10994;114770;118827806;124904643;126370;126410;23476;23581;26993;4854;58525;64926;79852;85360	AKAP8;AKAP8L;BRD4;CASP14;CYP4F22;EPHX3;ILVBL;ILVBL-AS1;LOC124904643;MIR1470;MIR6795;NOTCH3;OR1I1;PGLYRP2;RASAL3;SYDE1;WIZ	A-kinase anchoring protein 8;A-kinase anchoring protein 8 like;bromodomain containing 4;caspase 14;cytochrome P450 family 4 subfamily F member 22;epoxide hydrolase 3;ilvB acetolactate synthase like;ILVBL antisense RNA 1;microRNA 1470;microRNA 6795;notch receptor 3;olfactory receptor family 1 subfamily I member 1;peptidoglycan recognition protein 2;RAS protein activator like 3;synapse defective Rho GTPase homolog 1;uncharacterized LOC124904643;WIZ zinc finger	BRD4:0;LOC124904643:43877;EPHX3:54432;AKAP8:64649;NOTCH3:86872;AKAP8L:91314;MIR6795:108517;WIZ:131242;MIR1470:160812;ILVBL-AS1:161693;ILVBL:162081;RASAL3:162888;SYDE1:172882;PGLYRP2:179909;OR1I1:194897;CYP4F22:219789;CASP14:229574	23476	BRD4	bromodomain containing 4	chr19	15235519	15332545	-	0
chr19:15289654:15290465	0.0621002031990996	0.916979618995533	Non-heritable	chr19	15289654	15290465	812	*	dlpfc_vmr_9332	17	100302127;102465476;10270;10994;114770;118827806;124904643;126370;126410;23476;23581;26993;4854;58525;64926;79852;85360	AKAP8;AKAP8L;BRD4;CASP14;CYP4F22;EPHX3;ILVBL;ILVBL-AS1;LOC124904643;MIR1470;MIR6795;NOTCH3;OR1I1;PGLYRP2;RASAL3;SYDE1;WIZ	A-kinase anchoring protein 8;A-kinase anchoring protein 8 like;bromodomain containing 4;caspase 14;cytochrome P450 family 4 subfamily F member 22;epoxide hydrolase 3;ilvB acetolactate synthase like;ILVBL antisense RNA 1;microRNA 1470;microRNA 6795;notch receptor 3;olfactory receptor family 1 subfamily I member 1;peptidoglycan recognition protein 2;RAS protein activator like 3;synapse defective Rho GTPase homolog 1;uncharacterized LOC124904643;WIZ zinc finger	BRD4:0;LOC124904643:42147;EPHX3:56218;AKAP8:62919;NOTCH3:88658;AKAP8L:89584;MIR6795:110303;WIZ:129512;MIR1470:159082;RASAL3:161158;ILVBL-AS1:163479;ILVBL:163867;SYDE1:174668;PGLYRP2:178179;OR1I1:196683;CYP4F22:218059;CASP14:231360	23476	BRD4	bromodomain containing 4	chr19	15235519	15332545	-	0
chr19:15421866:15422142	0.107613299892102	0.910987813121403	Heritable	chr19	15421866	15422142	277	*	dlpfc_vmr_9333	14	100302127;102465476;10270;11283;114770;124904643;126410;23476;26993;4051;4854;58525;64926;79852	AKAP8;AKAP8L;BRD4;CYP4F22;CYP4F3;CYP4F8;EPHX3;LOC124904643;MIR1470;MIR6795;NOTCH3;PGLYRP2;RASAL3;WIZ	A-kinase anchoring protein 8;A-kinase anchoring protein 8 like;bromodomain containing 4;cytochrome P450 family 4 subfamily F member 22;cytochrome P450 family 4 subfamily F member 3;cytochrome P450 family 4 subfamily F member 8;epoxide hydrolase 3;microRNA 1470;microRNA 6795;notch receptor 3;peptidoglycan recognition protein 2;RAS protein activator like 3;uncharacterized LOC124904643;WIZ zinc finger	WIZ:0;AKAP8L:2724;MIR1470:27405;RASAL3:29481;AKAP8:42050;PGLYRP2:46502;LOC124904643:85236;CYP4F22:86382;BRD4:89320;EPHX3:188430;CYP4F8:193075;CYP4F3:218754;NOTCH3:220870;MIR6795:242515	58525	WIZ	WIZ zinc finger	chr19	15419978	15449956	-	0
chr19:15471698:15472171	0.175578512960022	0.92938922007172	Heritable	chr19	15471698	15472171	474	*	dlpfc_vmr_9334	13	100302127;10270;11283;114770;124904643;126410;23476;26993;4051;58525;64926;66002;79852	AKAP8;AKAP8L;BRD4;CYP4F12;CYP4F22;CYP4F3;CYP4F8;EPHX3;LOC124904643;MIR1470;PGLYRP2;RASAL3;WIZ	A-kinase anchoring protein 8;A-kinase anchoring protein 8 like;bromodomain containing 4;cytochrome P450 family 4 subfamily F member 12;cytochrome P450 family 4 subfamily F member 22;cytochrome P450 family 4 subfamily F member 3;cytochrome P450 family 4 subfamily F member 8;epoxide hydrolase 3;microRNA 1470;peptidoglycan recognition protein 2;RAS protein activator like 3;uncharacterized LOC124904643;WIZ zinc finger	PGLYRP2:0;RASAL3:7153;WIZ:21741;MIR1470:22089;CYP4F22:36353;AKAP8L:52556;AKAP8:91882;LOC124904643:135068;BRD4:139152;CYP4F8:143046;CYP4F3:168725;CYP4F12:200846;EPHX3:238262	114770	PGLYRP2	peptidoglycan recognition protein 2	chr19	15468645	15498956	-	0
chr19:15674831:15675739	0.33084815074169	0.920870709913162	Heritable	chr19	15674831	15675739	909	*	dlpfc_vmr_9335	18	100302127;102724279;11283;114770;124900418;126410;26532;26538;26539;284433;388514;4051;57834;58525;64926;652995;66002;8529	CLEC4OP;CYP4F11;CYP4F12;CYP4F2;CYP4F22;CYP4F24P;CYP4F3;CYP4F8;LOC124900418;MIR1470;OR10H1;OR10H2;OR10H3;OR10H5;PGLYRP2;RASAL3;UCA1;WIZ	C-type lectin domain family 4 member O, pseudogene;collagen alpha-1(I) chain-like;cytochrome P450 family 4 subfamily F member 11;cytochrome P450 family 4 subfamily F member 12;cytochrome P450 family 4 subfamily F member 2;cytochrome P450 family 4 subfamily F member 22;cytochrome P450 family 4 subfamily F member 24, pseudogene;cytochrome P450 family 4 subfamily F member 3;cytochrome P450 family 4 subfamily F member 8;microRNA 1470;olfactory receptor family 10 subfamily H member 1;olfactory receptor family 10 subfamily H member 2;olfactory receptor family 10 subfamily H member 3;olfactory receptor family 10 subfamily H member 5;peptidoglycan recognition protein 2;RAS protein activator like 3;urothelial cancer associated 1;WIZ zinc finger	CYP4F12:0;CYP4F3:12005;CYP4F8:44191;OR10H2:52284;OR10H3:62245;CYP4F24P:84501;OR10H5:111921;CYP4F22:122513;OR10H1:128809;UCA1:152466;LOC124900418:153256;CLEC4OP:170522;PGLYRP2:175874;CYP4F2:202283;RASAL3:210286;WIZ:224874;MIR1470:225222;CYP4F11:236627	66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12	chr19	15673018	15697174	+	0
chr19:15870960:15871879	0.262149587133464	0.924733286202064	Heritable	chr19	15870960	15871879	920	*	dlpfc_vmr_9336	19	102724279;105372292;11283;124900418;126536;126541;148231;26532;26538;26539;284433;388514;4051;4218;57834;652995;66002;7171;8529	CLEC4OP;CYP4F11;CYP4F12;CYP4F2;CYP4F24P;CYP4F3;CYP4F8;LINC00661;LINC00905;LINC01855;LOC124900418;OR10H1;OR10H2;OR10H3;OR10H4;OR10H5;RAB8A;TPM4;UCA1	C-type lectin domain family 4 member O, pseudogene;collagen alpha-1(I) chain-like;cytochrome P450 family 4 subfamily F member 11;cytochrome P450 family 4 subfamily F member 12;cytochrome P450 family 4 subfamily F member 2;cytochrome P450 family 4 subfamily F member 24, pseudogene;cytochrome P450 family 4 subfamily F member 3;cytochrome P450 family 4 subfamily F member 8;long intergenic non-protein coding RNA 1855;long intergenic non-protein coding RNA 661;long intergenic non-protein coding RNA 905;olfactory receptor family 10 subfamily H member 1;olfactory receptor family 10 subfamily H member 2;olfactory receptor family 10 subfamily H member 3;olfactory receptor family 10 subfamily H member 4;olfactory receptor family 10 subfamily H member 5;RAB8A, member RAS oncogene family;tropomyosin 4;urothelial cancer associated 1	CLEC4OP:6035;CYP4F2:6143;LOC124900418:34631;UCA1:34632;CYP4F11:40487;OR10H1:55295;OR10H5:70602;OR10H4:77128;CYP4F24P:91050;OR10H3:128616;OR10H2:141907;LINC00661:143407;LINC00905:159290;CYP4F12:173785;LINC01855:193857;TPM4:195141;CYP4F3:208134;RAB8A:240009;CYP4F8:240320	102724279	CLEC4OP	C-type lectin domain family 4 member O, pseudogene	chr19	15846262	15864924	-	6035
chr19:15933941:15934422	0.102458290245409	0.899377451876903	Heritable	chr19	15933941	15934422	482	*	dlpfc_vmr_9337	19	102724279;105372292;117286;124900418;126536;126541;148231;26532;26538;26539;284433;388514;4218;57834;652995;66002;7171;84941;8529	CIB3;CLEC4OP;CYP4F11;CYP4F12;CYP4F2;CYP4F24P;HSH2D;LINC00661;LINC00905;LINC01855;LOC124900418;OR10H1;OR10H2;OR10H3;OR10H4;OR10H5;RAB8A;TPM4;UCA1	C-type lectin domain family 4 member O, pseudogene;calcium and integrin binding family member 3;collagen alpha-1(I) chain-like;cytochrome P450 family 4 subfamily F member 11;cytochrome P450 family 4 subfamily F member 12;cytochrome P450 family 4 subfamily F member 2;cytochrome P450 family 4 subfamily F member 24, pseudogene;hematopoietic SH2 domain containing;long intergenic non-protein coding RNA 1855;long intergenic non-protein coding RNA 661;long intergenic non-protein coding RNA 905;olfactory receptor family 10 subfamily H member 1;olfactory receptor family 10 subfamily H member 2;olfactory receptor family 10 subfamily H member 3;olfactory receptor family 10 subfamily H member 4;olfactory receptor family 10 subfamily H member 5;RAB8A, member RAS oncogene family;tropomyosin 4;urothelial cancer associated 1	CYP4F11:0;OR10H4:14585;CYP4F2:35863;CLEC4OP:69016;LINC00661:80864;LINC00905:96747;LOC124900418:97612;UCA1:97613;OR10H1:118276;LINC01855:131314;TPM4:132598;OR10H5:133583;CYP4F24P:154031;RAB8A:177466;OR10H3:191597;HSH2D:199605;OR10H2:204888;CIB3:226945;CYP4F12:236766	57834	CYP4F11	cytochrome P450 family 4 subfamily F member 11	chr19	15912367	15934867	-	0
chr19:16001671:16002063	0.111454411004682	0.922250663373027	Heritable	chr19	16001671	16002063	393	*	dlpfc_vmr_9338	18	102724279;105372292;117286;124900418;126536;126541;148231;26017;26539;284433;388514;4218;57834;652995;7171;84941;8529;8907	AP1M1;CIB3;CLEC4OP;CYP4F11;CYP4F2;CYP4F24P;FAM32A;HSH2D;LINC00661;LINC00905;LINC01855;LOC124900418;OR10H1;OR10H4;OR10H5;RAB8A;TPM4;UCA1	adaptor related protein complex 1 subunit mu 1;C-type lectin domain family 4 member O, pseudogene;calcium and integrin binding family member 3;collagen alpha-1(I) chain-like;cytochrome P450 family 4 subfamily F member 11;cytochrome P450 family 4 subfamily F member 2;cytochrome P450 family 4 subfamily F member 24, pseudogene;family with sequence similarity 32 member A;hematopoietic SH2 domain containing;long intergenic non-protein coding RNA 1855;long intergenic non-protein coding RNA 661;long intergenic non-protein coding RNA 905;olfactory receptor family 10 subfamily H member 1;olfactory receptor family 10 subfamily H member 4;olfactory receptor family 10 subfamily H member 5;RAB8A, member RAS oncogene family;tropomyosin 4;urothelial cancer associated 1	LINC00661:13223;LINC00905:29106;OR10H4:51712;LINC01855:63673;TPM4:64957;CYP4F11:66803;CYP4F2:103593;RAB8A:109825;HSH2D:131964;CLEC4OP:136746;CIB3:159304;LOC124900418:165342;UCA1:165343;FAM32A:183316;OR10H1:186006;AP1M1:195790;OR10H5:201313;CYP4F24P:221761	126536	LINC00661	long intergenic non-protein coding RNA 661	chr19	16015287	16027462	+	13223
chr19:16719744:16719938	0.134557273251825	0.933467198399926	Heritable	chr19	16719744	16719938	195	*	dlpfc_vmr_9339	12	10523;125972;23309;27151;284434;58513;79041;79086;79939;84167;9002;9441	C19orf44;CALR3;CHERP;CPAMD8;EPS15L1;F2RL3;MED26;NWD1;SIN3B;SLC35E1;SMIM7;TMEM38A	C3 and PZP like alpha-2-macroglobulin domain containing 8;calcium homeostasis endoplasmic reticulum protein;calreticulin 3;chromosome 19 open reading frame 44;epidermal growth factor receptor pathway substrate 15 like 1;F2R like thrombin or trypsin receptor 3;mediator complex subunit 26;NACHT and WD repeat domain containing 1;SIN3 transcription regulator family member B;small integral membrane protein 7;solute carrier family 35 member E1;transmembrane protein 38A	NWD1:0;TMEM38A:29720;SMIM7:59301;MED26:90681;SIN3B:109459;SLC35E1:147328;F2RL3:169060;CPAMD8:173012;CHERP:177306;C19orf44:198391;CALR3:223576;EPS15L1:247658	284434	NWD1	NACHT and WD repeat domain containing 1	chr19	16719847	16817963	+	0
chr19:16895713:16895938	0.130853882991172	0.908268217181615	Heritable	chr19	16895713	16895938	226	*	dlpfc_vmr_9340	8	23309;27151;284434;4650;79041;79086;9002;93323	CPAMD8;F2RL3;HAUS8;MYO9B;NWD1;SIN3B;SMIM7;TMEM38A	C3 and PZP like alpha-2-macroglobulin domain containing 8;F2R like thrombin or trypsin receptor 3;HAUS augmin like complex subunit 8;myosin IXB;NACHT and WD repeat domain containing 1;SIN3 transcription regulator family member B;small integral membrane protein 7;transmembrane protein 38A	CPAMD8:0;F2RL3:3106;SIN3B:15359;NWD1:77749;HAUS8:153790;MYO9B:179838;TMEM38A:205689;SMIM7:235270	27151	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	chr19	16892951	17026815	-	0
chr19:17085690:17086650	0.100925834254314	0.942253289916545	Heritable	chr19	17085690	17086650	961	*	dlpfc_vmr_9341	16	126549;2063;23309;27151;29086;4650;55850;57719;64981;79016;79575;79629;83878;84705;9002;93323	ABHD8;ANKLE1;ANO8;BABAM1;CPAMD8;DDA1;F2RL3;GTPBP3;HAUS8;MRPL34;MYO9B;NR2F6;OCEL1;SIN3B;USE1;USHBP1	abhydrolase domain containing 8;ankyrin repeat and LEM domain containing 1;anoctamin 8;BRISC and BRCA1 A complex member 1;C3 and PZP like alpha-2-macroglobulin domain containing 8;DET1 and DDB1 associated 1;F2R like thrombin or trypsin receptor 3;GTP binding protein 3, mitochondrial;HAUS augmin like complex subunit 8;mitochondrial ribosomal protein L34;myosin IXB;nuclear receptor subfamily 2 group F member 6;occludin/ELL domain containing 1;SIN3 transcription regulator family member B;unconventional SNARE in the ER 1;USH1 protein network component harmonin binding protein 1	MYO9B:0;HAUS8:10064;CPAMD8:58874;USE1:128695;OCEL1:139562;NR2F6:145232;USHBP1:149289;BABAM1:180725;F2RL3:193083;ANKLE1:194994;SIN3B:205336;ABHD8:205480;MRPL34:205958;DDA1:222867;ANO8:236572;GTPBP3:248269	4650	MYO9B	myosin IXB	chr19	17075777	17214537	+	0
chr19:17107690:17108102	0.111493241196329	0.9527835916798	Heritable	chr19	17107690	17108102	413	*	dlpfc_vmr_9342	17	126549;2063;23309;27151;29086;4650;55850;57719;64981;79016;79575;79629;83483;83878;84705;9002;93323	ABHD8;ANKLE1;ANO8;BABAM1;CPAMD8;DDA1;F2RL3;GTPBP3;HAUS8;MRPL34;MYO9B;NR2F6;OCEL1;PLVAP;SIN3B;USE1;USHBP1	abhydrolase domain containing 8;ankyrin repeat and LEM domain containing 1;anoctamin 8;BRISC and BRCA1 A complex member 1;C3 and PZP like alpha-2-macroglobulin domain containing 8;DET1 and DDB1 associated 1;F2R like thrombin or trypsin receptor 3;GTP binding protein 3, mitochondrial;HAUS augmin like complex subunit 8;mitochondrial ribosomal protein L34;myosin IXB;nuclear receptor subfamily 2 group F member 6;occludin/ELL domain containing 1;plasmalemma vesicle associated protein;SIN3 transcription regulator family member B;unconventional SNARE in the ER 1;USH1 protein network component harmonin binding protein 1	MYO9B:0;HAUS8:32064;CPAMD8:80874;USE1:107243;OCEL1:118110;NR2F6:123780;USHBP1:127837;BABAM1:159273;ANKLE1:173542;ABHD8:184028;MRPL34:184506;DDA1:201415;F2RL3:215083;ANO8:215120;GTPBP3:226817;SIN3B:227336;PLVAP:243347	4650	MYO9B	myosin IXB	chr19	17075777	17214537	+	0
chr19:17125606:17126200	0.130043544478589	0.957429576147693	Heritable	chr19	17125606	17126200	595	*	dlpfc_vmr_9343	17	126549;2063;23309;27151;29086;4650;55850;57719;64981;79016;79575;79629;83483;83878;84705;9002;93323	ABHD8;ANKLE1;ANO8;BABAM1;CPAMD8;DDA1;F2RL3;GTPBP3;HAUS8;MRPL34;MYO9B;NR2F6;OCEL1;PLVAP;SIN3B;USE1;USHBP1	abhydrolase domain containing 8;ankyrin repeat and LEM domain containing 1;anoctamin 8;BRISC and BRCA1 A complex member 1;C3 and PZP like alpha-2-macroglobulin domain containing 8;DET1 and DDB1 associated 1;F2R like thrombin or trypsin receptor 3;GTP binding protein 3, mitochondrial;HAUS augmin like complex subunit 8;mitochondrial ribosomal protein L34;myosin IXB;nuclear receptor subfamily 2 group F member 6;occludin/ELL domain containing 1;plasmalemma vesicle associated protein;SIN3 transcription regulator family member B;unconventional SNARE in the ER 1;USH1 protein network component harmonin binding protein 1	MYO9B:0;HAUS8:49980;USE1:89145;CPAMD8:98790;OCEL1:100012;NR2F6:105682;USHBP1:109739;BABAM1:141175;ANKLE1:155444;ABHD8:165930;MRPL34:166408;DDA1:183317;ANO8:197022;GTPBP3:208719;PLVAP:225249;F2RL3:232999;SIN3B:245252	4650	MYO9B	myosin IXB	chr19	17075777	17214537	+	0
chr19:17134781:17135121	0.117159730617975	0.947432207635651	Heritable	chr19	17134781	17135121	341	*	dlpfc_vmr_9344	16	126549;2063;27151;29086;4650;55850;57719;64981;79016;79575;79629;83483;83878;84705;9002;93323	ABHD8;ANKLE1;ANO8;BABAM1;CPAMD8;DDA1;F2RL3;GTPBP3;HAUS8;MRPL34;MYO9B;NR2F6;OCEL1;PLVAP;USE1;USHBP1	abhydrolase domain containing 8;ankyrin repeat and LEM domain containing 1;anoctamin 8;BRISC and BRCA1 A complex member 1;C3 and PZP like alpha-2-macroglobulin domain containing 8;DET1 and DDB1 associated 1;F2R like thrombin or trypsin receptor 3;GTP binding protein 3, mitochondrial;HAUS augmin like complex subunit 8;mitochondrial ribosomal protein L34;myosin IXB;nuclear receptor subfamily 2 group F member 6;occludin/ELL domain containing 1;plasmalemma vesicle associated protein;unconventional SNARE in the ER 1;USH1 protein network component harmonin binding protein 1	MYO9B:0;HAUS8:59155;USE1:80224;OCEL1:91091;NR2F6:96761;USHBP1:100818;CPAMD8:107965;BABAM1:132254;ANKLE1:146523;ABHD8:157009;MRPL34:157487;DDA1:174396;ANO8:188101;GTPBP3:199798;PLVAP:216328;F2RL3:242174	4650	MYO9B	myosin IXB	chr19	17075777	17214537	+	0
chr19:17323425:17324076	0.133629599518859	0.965861652403372	Heritable	chr19	17323425	17324076	652	*	dlpfc_vmr_9345	25	100130519;100507551;105221694;110806280;115861;126549;199786;2063;25796;29086;376497;4650;55850;57719;64981;684;79016;79575;79629;79709;83483;83878;84705;93323;93343	ABHD8;ANKLE1;ANO8;BABAM1;BISPR;BST2;CCDC194;COLGALT1;DDA1;GTPBP3;HAUS8;MRPL34;MVB12A;MYO9B;NIBAN3;NR2F6;NXNL1;OCEL1;PGLS;PGLS-DT;PLVAP;SLC27A1;TMEM221;USE1;USHBP1	6-phosphogluconolactonase;abhydrolase domain containing 8;ankyrin repeat and LEM domain containing 1;anoctamin 8;bone marrow stromal cell antigen 2;BRISC and BRCA1 A complex member 1;BST2 interferon stimulated positive regulator;coiled-coil domain containing 194;collagen beta(1-O)galactosyltransferase 1;DET1 and DDB1 associated 1;GTP binding protein 3, mitochondrial;HAUS augmin like complex subunit 8;mitochondrial ribosomal protein L34;multivesicular body subunit 12A;myosin IXB;niban apoptosis regulator 3;nuclear receptor subfamily 2 group F member 6;nucleoredoxin like 1;occludin/ELL domain containing 1;PGLS divergent transcript;plasmalemma vesicle associated protein;solute carrier family 27 member 1;transmembrane protein 221;unconventional SNARE in the ER 1;USH1 protein network component harmonin binding protein 1	ANO8:0;DDA1:126;GTPBP3:10843;ABHD8:13188;MRPL34:16581;PLVAP:27373;ANKLE1:35778;BABAM1:40458;USHBP1:40638;CCDC194:63119;NR2F6:77505;BST2:78862;BISPR:81609;MVB12A:81645;OCEL1:94205;USE1:103595;MYO9B:108887;TMEM221:111432;NXNL1:112534;SLC27A1:144692;PGLS-DT:164913;PGLS:187559;NIBAN3:199224;COLGALT1:231572;HAUS8:247799	57719	ANO8	anoctamin 8	chr19	17323223	17334855	-	0
