seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_inter	hg38_genes_promoters	hg38_cpg_shores	hg38_genes_exons	hg38_genes_intergenic	hg38_cpg_islands	hg38_enhancers_fantom	hg38_genes_5UTRs	hg38_genes_3UTRs	hg38_cpg_shelves
chr2	64729995	64730814	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	64819021	64819929	Heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr2	65312796	65313163	Non-heritable	0	0	0	0	1	1	0	0	0	0	1	0
chr2	65640650	65641096	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr2	66305733	66306426	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	66432036	66432391	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	66439135	66441531	Non-heritable	1	1	1	1	0	1	0	0	0	1	0	1
chr2	66491790	66493031	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	66698248	66700036	Heritable	0	1	1	0	0	1	0	0	1	0	0	0
chr2	67712369	67713300	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	69894957	69895108	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr2	69948521	69949009	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	69961424	69961988	Non-heritable	0	0	0	1	1	1	0	1	0	1	0	0
chr2	70085033	70085869		1	1	0	1	1	1	0	0	0	0	0	0
chr2	70108406	70108986	Non-heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr2	70132407	70133078	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	70564236	70565431	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	70607285	70607881	Heritable	0	1	1	0	0	1	1	0	0	0	1	0
chr2	70823513	70825362	Heritable	1	0	1	0	0	0	0	0	1	0	0	0
chr2	70907606	70908123	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr2	71291410	71291997	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	71389290	71389925	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	71546498	71547236	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	71576281	71576880	Non-heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr2	71578534	71579414	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	71592269	71592755	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	71596034	71596602	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	71736078	71737310	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	73737783	73737875	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	74032970	74033254	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	74284426	74284975	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	74414607	74414744	Heritable	1	0	0	1	0	1	0	1	0	0	0	0
chr2	74415569	74415968	Heritable	1	1	0	0	0	1	0	1	0	1	0	0
chr2	74437798	74440015	Non-heritable	0	1	0	0	1	1	0	0	0	1	0	0
chr2	74907853	74909303	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	74920352	74920530	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	79511252	79511526	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	79911075	79912021	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	80299431	80301755	Non-heritable	1	1	0	0	1	1	0	0	1	0	1	1
chr2	83035863	83035915	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	84213004	84215339	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	84515744	84515886	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	84907083	84907344	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	85189586	85190323	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	85215199	85215540		0	1	1	0	0	0	0	0	0	0	0	0
chr2	85753080	85753244	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	85796279	85797265	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	85890136	85890755	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr2	86201898	86202232	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	86791334	86791497	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	86807182	86807299	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	87228778	87229601	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	87341865	87342019	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr2	87348702	87349229	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr2	87486100	87486750	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr2	87583416	87583941	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	88169970	88170140	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	88284038	88284506	Non-heritable	0	0	0	0	1	0	1	1	1	0	0	0
chr2	89325547	89326534	Low prediction	0	0	1	0	0	0	1	0	0	0	0	0
chr2	89585591	89585665	Low prediction	1	0	1	1	0	1	0	0	0	0	0	0
chr2	89767579	89767621	Low prediction	0	0	0	0	0	0	1	1	0	0	0	0
chr2	89768402	89770757	Low prediction	0	0	0	0	1	0	1	0	0	0	0	1
chr2	89814352	89814626	Low prediction	0	0	1	0	0	0	1	0	0	0	0	0
chr2	89832823	89833897	Low prediction	0	0	1	0	0	0	1	0	1	0	0	0
chr2	90237864	90238403	Low prediction	0	0	0	0	1	0	1	1	0	0	0	0
chr2	90245037	90245397	Low prediction	0	0	1	0	0	0	1	0	0	0	0	0
chr2	90360572	90360980	Low prediction	1	0	0	1	0	0	0	1	0	0	0	0
chr2	91410997	91411628	Low prediction	0	0	1	0	0	0	1	0	0	0	0	0
chr2	91441995	91442413	Low prediction	0	0	0	0	0	0	1	1	0	0	0	0
chr2	91443479	91443567	Low prediction	0	0	0	0	0	0	1	1	0	0	0	0
chr2	91571261	91571866	Low prediction	0	0	1	0	0	0	1	0	1	0	0	0
chr2	91589240	91590118	Low prediction	0	1	0	1	1	1	0	1	0	0	0	0
chr2	91660018	91660132	Low prediction	1	0	1	1	0	1	0	0	0	0	0	0
chr2	91744862	91745373	Low prediction	0	1	0	0	1	1	0	1	0	0	0	0
chr2	91748542	91749241	Heritable	0	1	0	1	1	1	0	1	0	0	0	0
chr2	91840092	91840395	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr2	92074551	92075036	Low prediction	0	0	0	0	0	0	1	1	0	0	0	0
chr2	94622649	94622725	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	94645097	94645955	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	94807891	94808071	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	94858334	94858723	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr2	94871299	94872064	Non-heritable	0	1	0	1	1	1	0	1	0	1	0	0
chr2	95024394	95024546	Non-heritable	1	0	0	0	1	0	0	0	1	0	0	0
chr2	95027550	95028044	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	95029266	95030553	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	95041934	95042682	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	95056790	95058790	Non-heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr2	95060746	95061155	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	95115149	95115544	Non-heritable	0	1	1	0	0	1	0	0	0	1	1	0
chr2	95312584	95313273	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr2	95527489	95527538	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr2	95649365	95649552	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr2	95858153	95859283	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	96071706	96072295	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	96164520	96165146	Non-heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr2	96394174	96394723	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	96538638	96538875	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr2	96554163	96554287	Non-heritable	0	0	0	0	0	0	1	0	0	0	0	1
chr2	96806309	96806552	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	96888399	96889031	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	96895666	96896343		1	1	1	1	0	0	0	0	1	0	0	0
chr2	96909549	96909786		1	1	1	0	0	0	0	0	0	0	0	0
chr2	96940125	96940436		0	1	1	0	0	0	0	0	0	0	0	0
chr2	96949574	96950502		0	1	1	1	0	1	0	0	0	0	0	0
chr2	96977151	96978127	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	97697294	97697876	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	97723987	97724530		0	1	0	1	1	1	0	1	0	1	0	0
chr2	99614627	99615918	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	99743009	99743505	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	100105865	100106218	Non-heritable	1	1	0	1	1	1	0	0	0	1	0	0
chr2	100428208	100429348	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	100604162	100605850	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	100821982	100822983	Heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr2	101438833	101438960	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	101533654	101534586	Heritable	1	0	1	0	0	0	0	0	1	0	0	0
chr2	101609704	101611093	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	101616309	101616984	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	101734583	101736284	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	101817633	101818687	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	102618431	102618722	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	104043856	104044340	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	104416335	104416551		1	0	1	0	0	1	0	0	0	0	0	0
chr2	104429350	104431512		1	1	1	1	0	1	0	0	0	0	0	0
chr2	104502853	104504146	Heritable	1	1	1	1	0	1	0	0	1	0	0	0
chr2	104658517	104658674	Heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr2	104834198	104834767	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	104876498	104877226	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr2	104944993	104945453	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	105237069	105237132	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr2	105316128	105316470	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	105640760	105641796	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	105746260	105746492	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	106066116	106066432	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	106263136	106265798	Heritable	0	0	1	0	0	0	1	0	0	0	0	1
chr2	106269593	106269758	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr2	106270273	106270403	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr2	106486495	106486767	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	106584274	106584737	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	108189630	108189883	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	108560195	108560783	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	108696760	108697058	Non-heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr2	108718852	108718927	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	108917133	108917440	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	108963153	108963501	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	109005559	109005931	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	109017164	109017468	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	109195409	109195650	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	109315062	109316278	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	110211366	110213540	Heritable	0	1	0	1	1	1	1	1	0	1	1	0
chr2	110858289	110859334	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	111161873	111162624	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	111267045	111267303	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	111747168	111748770	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	112139814	112140791	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr2	112182792	112182950	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr2	112346071	112347388	Non-heritable	0	0	1	0	0	1	1	0	0	0	0	0
chr2	112432110	112433359		0	1	0	0	1	0	0	1	0	0	0	0
chr2	113235544	113236068	Heritable	1	1	0	1	1	1	0	1	0	1	0	0
chr2	113275528	113276081	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr2	113390444	113390694	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	113390964	113391607		0	1	1	0	0	0	0	0	0	0	0	0
chr2	113498803	113499235	Heritable	0	0	0	0	1	1	0	1	0	1	0	0
chr2	113603547	113604198	Non-heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr2	113979704	113979882	Heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr2	114661423	114662064	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	114662249	114662638	Heritable	0	1	0	0	0	0	0	1	1	0	0	0
chr2	117803644	117804211	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	117858493	117860465	Non-heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr2	119134715	119135284	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	119230378	119230614	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	119290638	119291858	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	119370742	119371429	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr2	120012341	120012487	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr2	120278983	120279258	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	120576412	120576747	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr2	120596150	120597139	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	120675394	120675899	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	120742434	120742583	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	120825875	120826760	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	120912744	120912979	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	120937962	120939142	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	120983502	120984007	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	121018854	121019326	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	121115030	121115924	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	121175054	121175418	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr2	121197418	121197687	Non-heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr2	122625455	122626317	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	126885895	126886079	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr2	126971521	126971693	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr2	127052460	127052623	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	127055560	127056000	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	127059088	127059231	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr2	127067221	127067621	Non-heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr2	127072501	127074996	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	127077421	127079130	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	127080266	127082487	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	127087722	127088319	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	127092631	127094093	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	127096993	127097527	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	127102159	127105038	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	1
chr2	127108034	127108542	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	127118149	127118859	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	127143502	127144324	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr2	127176235	127176757	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	127514015	127514964	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	127645424	127646306	Non-heritable	1	1	1	1	0	1	0	0	0	1	0	0
chr2	127651891	127652538	Heritable	1	1	0	0	1	1	0	0	0	0	1	0
chr2	127681659	127681824	Non-heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr2	127695415	127696224	Heritable	0	0	0	0	1	0	1	1	1	0	0	0
chr2	127968843	127969279	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	127985954	127986291	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	128191512	128192171	Heritable	0	0	1	0	0	1	0	0	0	0	1	0
chr2	128743947	128744820	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	129233751	129234758	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	129878291	129878847	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr2	129933641	129937317	Heritable	1	1	0	1	1	1	0	1	0	0	0	1
chr2	129993222	129993443	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr2	130036916	130038316	Non-heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr2	130229231	130229429	Non-heritable	1	0	0	1	0	1	0	1	0	0	0	0
chr2	130251675	130253433	Heritable	0	0	0	0	1	1	1	1	0	0	0	0
chr2	130427727	130427980	Heritable	1	1	0	1	0	1	0	1	0	0	0	0
chr2	130529869	130530001	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr2	130598629	130598714	Non-heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr2	130693411	130693764	Heritable	0	1	0	1	1	1	0	1	0	0	0	0
chr2	130824973	130825611	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	130869570	130870275	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	131039624	131040157	Heritable	1	1	0	0	1	1	0	1	0	0	1	0
chr2	131058870	131059490	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	131299321	131300565	Heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr2	131352727	131354153	Heritable	0	1	0	1	1	1	0	1	0	0	1	0
chr2	131413272	131414211	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	131424731	131424844	Non-heritable	1	0	0	0	1	1	0	1	0	0	0	0
chr2	131431018	131432147	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	131491539	131491626	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr2	131646712	131647323	Non-heritable	1	1	0	1	0	1	0	1	0	0	0	0
chr2	131681841	131682038	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	131802536	131802971	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	131829521	131830423	Heritable	0	1	0	0	0	1	1	1	0	0	0	0
chr2	132257982	132258260	Non-heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr2	132286652	132287494	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	132906432	132907936	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	133092364	133094881	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	133599726	133600183	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	134190451	134190900	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	134705954	134706857		0	1	1	0	0	0	0	0	0	0	0	0
chr2	134917515	134917691	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	135404619	135405677	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	137963863	137964874	Heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr2	137967148	137967335	Non-heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr2	137969070	137969647	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	138186904	138187480	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	144489621	144489756	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	149003147	149003996	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	149150323	149152563	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	149320390	149320802	Non-heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr2	151619402	151619740	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr2	152337736	152338522	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr2	152581326	152582003	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	152694204	152694393	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr2	153287163	153287257	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	156254538	156255000	Non-heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	156338680	156339787	Heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr2	157320976	157322640	Heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr2	157323987	157325659	Non-heritable	0	1	1	0	0	1	0	0	0	1	1	0
chr2	157596955	157597159	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	158459508	158460782	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr2	158462063	158463939	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	1
chr2	158723372	158725396	Non-heritable	1	1	1	1	0	1	0	0	1	0	0	0
chr2	158967429	158967608	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr2	158998178	158999710	Non-heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr2	159604953	159605915	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	159798525	159798759	Non-heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr2	160406076	160406445		0	1	0	0	1	0	0	0	0	0	0	0
chr2	160491168	160492410		0	1	0	0	1	0	0	0	1	0	0	0
chr2	161236825	161237101		0	1	0	0	1	0	0	0	0	0	0	0
chr2	161340797	161341605		0	1	0	1	1	1	0	1	1	0	0	0
chr2	161415348	161415694	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	161419172	161419266	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr2	161420486	161421813	Non-heritable	1	1	0	0	1	1	0	0	0	0	0	1
chr2	161424600	161426336	Non-heritable	1	1	0	0	1	1	0	0	0	0	1	0
chr2	161427624	161427883	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr2	162319022	162319732	Heritable	1	1	1	1	0	1	0	0	1	1	0	0
chr2	163348977	163349392	Heritable	0	0	0	0	1	0	1	0	1	0	0	0
chr2	163612379	163613699	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	163713301	163714525	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	164450816	164451478	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	164457031	164457536	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	164955787	164956624	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr2	165794757	165794878	Heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr2	166610052	166611016	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	168457674	168458327	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr2	168913651	168914750	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr2	169301786	169302613	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	169768426	169769482	Heritable	0	1	0	1	1	1	0	1	0	0	0	0
chr2	169826983	169827111	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr2	170718344	170718584	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	170819323	170820878	Heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr2	171596599	171598028	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	171747601	171747875	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	171999027	171999211	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr2	172193319	172195039	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	173210485	173210829	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr2	173416813	173417250	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	173451382	173452982	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	174573697	174575587	Non-heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr2	174843342	174844653	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr2	176270315	176270390	Heritable	0	1	0	0	1	1	0	0	0	0	1	0
chr2	176490440	176490876	Non-heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr2	177632771	177635554	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	177663169	177665439	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	177815981	177816273	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	178522982	178524582	Heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr2	179211503	179212831	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	180529110	180531375	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	181684568	181684690	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr2	181985923	181986146	Heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr2	182551698	182552974	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	182748338	182749853	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	182866060	182866173	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr2	183480928	183482380		0	1	1	0	0	0	0	0	0	0	0	0
chr2	186897684	186902739	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	187554140	187555468	Non-heritable	1	1	1	1	0	1	0	0	0	1	0	0
chr2	188005176	188006084	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	189094447	189095123	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	190353360	190354887	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr2	190361405	190362309	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr2	190533634	190533936	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr2	190608276	190609975	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr2	190626178	190626857	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	190760990	190761486	Non-heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr2	191478921	191480089	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr2	195897038	195899098	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr2	196370363	196371238	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
