seqnames	start	end	h2_category	hg38_genes_promoters	hg38_cpg_inter	hg38_genes_intergenic	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_shores	hg38_genes_exons	hg38_cpg_islands	hg38_enhancers_fantom	hg38_cpg_shelves	hg38_genes_5UTRs	hg38_genes_3UTRs
chr5	883445	883765	Non-heritable	1	0	0	1	1	0	1	0	0	1	0	1
chr5	958418	959159	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr5	990383	990719	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	1004070	1004252	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr5	1182794	1183715	Non-heritable	0	1	1	1	0	0	0	0	1	0	0	0
chr5	1191012	1192007	Heritable	0	0	1	0	0	1	0	0	0	1	0	0
chr5	1245787	1246378	Heritable	0	0	1	0	1	0	1	1	0	0	0	1
chr5	1330077	1330797	Heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr5	1551429	1552327	Non-heritable	1	0	0	0	1	1	1	0	0	0	0	0
chr5	1593906	1594981	Non-heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr5	1634465	1634868	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr5	1641253	1641421	Non-heritable	0	0	0	0	1	0	1	0	0	1	0	0
chr5	1709917	1710167	Heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	1724975	1725522	Heritable	1	0	0	0	0	1	1	1	1	0	0	0
chr5	1856509	1857340	Heritable	1	0	0	0	0	1	1	1	0	0	0	0
chr5	1867544	1868147	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	1948650	1949030	Heritable	1	0	0	0	1	1	1	1	0	0	0	0
chr5	1973285	1974300	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	2007801	2008615	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr5	2098297	2099152	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	2111261	2111626	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	2111890	2112732	Non-heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr5	2208353	2209331	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	2546804	2547231	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	2642992	2643452	Heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr5	2740304	2744214	Non-heritable	0	0	1	1	0	1	0	1	1	0	0	0
chr5	2747556	2749784	Non-heritable	0	0	0	1	1	1	1	1	0	0	0	1
chr5	2757688	2757862	Non-heritable	0	0	0	0	0	1	1	0	0	0	0	0
chr5	2866586	2867323	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr5	3187117	3187440	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr5	3326165	3326344	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr5	3592285	3592728	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr5	3601724	3602382	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr5	3605854	3606087	Non-heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr5	3993627	3994224	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	4002168	4003570	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	4230389	4231749	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	4511881	4512257	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr5	4942354	4942669	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	5304566	5304880	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	5953539	5954209	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	5983411	5984389	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	7395166	7395261	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr5	7827354	7827698	Heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr5	8456898	8458396	Heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr5	8838855	8839938	Non-heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr5	8843064	8843905	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	8973865	8975018	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	9328203	9328724	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	9546805	9547057	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	9547256	9548061	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr5	10123982	10124675	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	10138594	10138863	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	10333111	10333193	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr5	10524480	10525366	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	10534594	10535131	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	10638698	10638831	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	10649345	10649783	Heritable	0	0	0	0	0	0	1	1	0	0	0	1
chr5	11259797	11261022	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	11383792	11384046	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	11386027	11386866	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	11588859	11589312	Heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr5	11901683	11902439	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	13988023	13988228	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	14145683	14146218	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	14154226	14154572	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	14327958	14328702	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	14728074	14728733	Heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	16557784	16558947	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	16615547	16615934	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr5	16655086	16656698	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	16699390	16699705	Non-heritable	0	0	0	0	1	1	1	0	0	0	0	0
chr5	16826518	16826789	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	17004839	17005266	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	17096767	17097319	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	17367344	17367929	Heritable	0	1	1	0	0	0	1	0	0	0	0	0
chr5	17390153	17390481	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	17720049	17720862	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	18394325	18395206	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	18680635	18681655	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	21459118	21459220	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr5	21895435	21896695	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	23984494	23984779	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	28599686	28600028	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	28927269	28928628	Heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr5	29457338	29457485	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	29634517	29635369	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	30687640	30688230	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	31692768	31693099	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	31733405	31733958	Non-heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	31808747	31809494	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	31886598	31887932	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	32027384	32028234	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	32217942	32218746	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	32394447	32395258	Non-heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr5	33439253	33439961	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr5	33649531	33649843	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	33668148	33668779	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	33937276	33937514	Non-heritable	0	0	0	0	0	0	1	1	0	0	0	0
chr5	34425891	34428501	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	35228588	35229295	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	36163437	36164168	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr5	36683731	36684167	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr5	36689616	36689816	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	36693698	36694135	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr5	37836079	37836326	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	37858672	37859275	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	38441583	38441997	Non-heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	38554607	38555329	Non-heritable	0	0	0	1	1	1	1	0	0	0	1	0
chr5	38678421	38681227	Non-heritable	1	1	0	1	0	0	0	0	1	0	0	0
chr5	39425823	39427177	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	40835944	40836372	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	42810545	42813638	Low prediction	1	1	0	1	1	0	1	0	0	0	1	0
chr5	42923934	42924453	Non-heritable	0	0	0	0	0	1	1	1	0	0	0	0
chr5	42982166	42982555	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	43036988	43039310	Heritable	0	0	0	1	1	1	1	1	1	0	0	1
chr5	43044181	43044384	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr5	51400217	51400227	Low prediction	0	0	1	0	0	1	0	0	0	0	0	0
chr5	52909394	52910359	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr5	54552147	54552228	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	54651287	54651946	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	54785117	54786758	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	55602858	55604136	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	55649619	55649808	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	56186995	56187567	Non-heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	56479728	56479907	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	56908578	56908872	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	58156332	58157206	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	59186421	59186930	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	59583527	59585364	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	61432219	61433338	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	61625034	61625257	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	61732191	61733267	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	62143926	62144576	Low prediction	0	1	0	1	0	0	0	0	0	0	0	0
chr5	62223236	62224136	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	62333345	62333520	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	63251958	63252406	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr5	64507747	64507997	Low prediction	0	0	0	0	1	1	1	0	0	0	0	0
chr5	65035043	65035132	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	65103771	65103939	Non-heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr5	65364711	65364929	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	65525235	65525891	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	65564389	65564477	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	65818037	65818790	Heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	66145890	66146091	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	66273098	66273881	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	67005072	67005517	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr5	67283611	67284072	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	68188047	68188751	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	69042602	69043988	Non-heritable	1	1	0	0	1	0	1	0	1	0	0	0
chr5	69415811	69415905	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr5	69560797	69561056	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr5	70401083	70401181		0	1	1	0	0	0	0	0	0	0	0	0
chr5	71446296	71447888	Low prediction	1	1	0	1	1	0	1	0	0	0	0	0
chr5	71450278	71450473	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	72109611	72110552	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	72168006	72169220	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr5	72452561	72453121	Heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	72557311	72557437	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	73201546	73201777	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	73275948	73277546	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	73436044	73436287	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr5	73879044	73879456	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	73964219	73965677	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	74556596	74556912	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	74616367	74616840	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	74798920	74799632	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	75612287	75612506	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	75656075	75656843	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr5	75855953	75857178	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	76169321	76169778	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	76714647	76714837	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	77028766	77029729	Non-heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr5	77209738	77209984	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	77843790	77844105	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	77845174	77845271	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	77848148	77848520	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr5	77851175	77851216	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr5	77957648	77957829	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr5	77973387	77973631	Non-heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr5	77993184	77993909	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	78003845	78005683	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	78509528	78510021	Non-heritable	0	0	0	0	1	1	1	1	0	0	0	0
chr5	79019612	79019914	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	79022656	79024670	Heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr5	79511680	79512245	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	79611650	79611817	Non-heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr5	80091850	80092161	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	80368912	80370269	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	80614884	80616116	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	80959784	80959910	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr5	80961564	80962083	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	81194256	81194840	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	81195639	81196151	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	81209603	81210331	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	81247180	81248521	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr5	81778448	81779297	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	82019579	82020158	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	82279026	82279354	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	82294005	82294667	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr5	82858834	82859632	Heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	82862533	82863566	Heritable	0	1	0	1	0	0	0	0	1	0	0	0
chr5	82922380	82922719	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	83475391	83476305	Heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr5	83673182	83674321	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr5	83721181	83721429	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr5	85142186	85143292	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	87751708	87752598	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr5	88269888	88270684	Low prediction	1	0	0	1	1	1	1	0	0	0	0	0
chr5	88679067	88679917	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	88681389	88683156	Heritable	0	0	0	1	1	1	1	0	0	1	0	0
chr5	88686077	88686578	Low prediction	0	0	0	1	1	1	1	0	0	0	0	0
chr5	88686857	88689183	Heritable	1	0	0	1	1	1	0	0	1	1	0	0
chr5	88693093	88696192	Low prediction	1	1	0	1	1	0	1	0	0	1	0	0
chr5	88814117	88814771	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	88879937	88880194	Low prediction	0	1	0	1	1	0	0	0	0	1	0	0
chr5	89604106	89604525	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	91279368	91279666	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr5	91741280	91741999	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr5	92688168	92688426	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr5	92977500	92978669	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	93570355	93572647	Non-heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr5	93573276	93573719	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr5	93578035	93578814	Low prediction	0	0	0	1	1	1	0	0	1	0	0	0
chr5	93586203	93587490	Heritable	1	0	0	1	1	1	1	0	0	0	1	0
chr5	93589014	93591442	Heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr5	93593163	93594206	Heritable	0	0	0	1	1	1	1	1	0	0	0	1
chr5	93595123	93595773	Low prediction	0	0	0	1	0	1	0	1	0	0	0	0
chr5	93600584	93602588	Non-heritable	0	0	0	0	0	1	1	0	1	1	0	0
chr5	93602696	93603894	Heritable	0	0	1	0	0	1	1	0	0	0	0	0
chr5	93604852	93606311	Low prediction	0	0	1	0	0	1	0	0	0	0	0	0
chr5	93609380	93611067	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	94751528	94752386	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	94769170	94770318	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	95643972	95644966	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr5	95711021	95711251	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	95733835	95734685	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr5	95823423	95823910	Heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr5	95835784	95836151	Non-heritable	1	0	0	1	0	1	1	0	0	0	0	0
chr5	95895427	95896118	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	95958145	95959940	Non-heritable	0	0	0	1	1	1	0	0	1	1	0	0
chr5	96661135	96661651	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	97070780	97071402	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	98509769	98510791	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	98775206	98776118	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	98839520	98839813	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	101782829	101784062	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	103561786	103562267	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	103562884	103563301	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	104610761	104611664	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr5	106620980	106621524	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	107067209	107067885	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr5	107572862	107573246	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr5	108378624	108378908	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr5	108728882	108729121	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr5	109692267	109693758	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr5	109696124	109696621	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	110726055	110727437	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr5	110894354	110894540	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	111756203	111756695	Non-heritable	1	0	0	0	1	1	1	0	0	0	1	0
chr5	112307078	112308359	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	112492269	112492862	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	112555896	112557839	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	112736597	112736838	Non-heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	112801005	112801324	Heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr5	112978210	112978382	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	114857153	114857733	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr5	115171090	115171380	Low prediction	0	0	0	1	1	1	1	0	0	0	0	1
chr5	115814778	115815111	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr5	115818910	115819457	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr5	116361876	116362165	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr5	116443807	116445361	Heritable	0	0	0	1	0	0	1	0	0	1	0	1
chr5	116497757	116498598	Heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr5	116553648	116555072	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr5	116625941	116626663	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	116771546	116772664	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	117205228	117205915	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	117254279	117255801	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	118263164	118264425	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	119355407	119355541	Non-heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr5	120779101	120779862	Heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	122942665	122943531	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	123067344	123068403	Heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr5	123086109	123086229	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr5	123157654	123158213	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	123813926	123814299	Low prediction	0	1	1	0	0	0	0	0	1	0	0	0
chr5	124162711	124163347	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	124235816	124236352	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	124574637	124575278	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	124599040	124599531	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	124739085	124740169	Heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr5	124754657	124755043	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	124888309	124889421	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr5	124919674	124922508	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr5	125348099	125349919	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	125656473	125657828	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	126001704	126002584	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	126593919	126594382	Heritable	1	0	0	0	1	1	1	0	0	0	0	1
chr5	127028748	127029258	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	127072961	127073174	Heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr5	127073535	127073799	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr5	127229746	127230157	Heritable	1	0	0	0	0	1	1	1	0	0	0	0
chr5	127291408	127293317	Heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr5	127892904	127893568	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	127941592	127942376	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	128081593	128082232	Low prediction	1	0	0	1	1	1	1	0	0	0	0	0
chr5	129233787	129236551	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	132010762	132010879	Low prediction	1	0	0	0	1	1	0	0	0	0	0	0
chr5	132258073	132258279	Low prediction	0	0	0	1	1	1	0	1	0	0	0	0
chr5	132273166	132273443	Non-heritable	0	0	0	0	1	1	1	0	0	0	0	1
chr5	132310411	132310894	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	132370498	132370742	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	132738224	132738702	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	132778363	132779297	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	132820945	132821958	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr5	133969204	133970106	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	134875544	134875762	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	135544269	135544910	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	135577481	135577707	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr5	135780822	135783266	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	135851419	135851666	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr5	136079234	136082559	Non-heritable	1	0	1	1	0	1	1	1	1	0	0	0
chr5	136191117	136191566	Heritable	0	0	1	0	0	1	1	1	0	0	0	1
chr5	137496891	137497783	Heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr5	137563721	137564313	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr5	138133161	138133533	Low prediction	0	1	0	1	1	0	0	0	0	0	0	0
chr5	138455178	138455508	Low prediction	1	1	0	0	0	0	0	0	0	0	0	0
chr5	138576178	138576307	Low prediction	1	0	0	1	0	1	0	0	0	0	0	0
chr5	138928528	138929326	Heritable	0	1	0	1	1	0	1	0	0	0	0	1
chr5	139223667	139224113	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr5	139531347	139531525		0	1	0	0	1	0	0	0	0	0	0	0
