shared_feature_id	seqnames_caudate	start_caudate	end_caudate	feature_id_caudate	caudate	seqnames_hippocampus	start_hippocampus	end_hippocampus	hippocampus	feature_id_hippocampus	seqnames_dlpfc	start_dlpfc	end_dlpfc	dlpfc	feature_id_dlpfc
VMR_S909	chr5	2111142	2112369	VMR4187	1	chr5	2111261	2111626	1	VMR3232	chr5	2111213	2112607	1	VMR3301
VMR_S910	chr5	2111142	2112369	VMR4187	1	chr5	2111890	2112732	1	VMR3233	chr5	2111213	2112607	1	VMR3301
VMR_S911	chr5	21459106	21459210	VMR4188	1	chr5	21459118	21459220	1	VMR3234	chr5	21459118	21459220	1	VMR3302
VMR_S912	chr5	2208180	2208644	VMR4192	1	chr5	2208353	2209331	1	VMR3236	chr5	2208173	2209331	1	VMR3305
VMR_S913	chr5	241385	242352	VMR4198	1	chr5	241192	242352	1	VMR3238	chr5	241192	242352	1	VMR3310
VMR_S914	chr5	2642881	2643695	VMR4202	1	chr5	2642992	2643452	1	VMR3240	chr5	2642992	2643695	1	VMR3311
VMR_S915	chr5	270774	270939	VMR4204	1	chr5	270774	270939	1	VMR3241	chr5	270692	270939	1	VMR3313
VMR_S916	chr5	28927287	28928827	VMR4208	1	chr5	28927269	28928628	1	VMR3247	chr5	28927269	28928637	1	VMR3315
VMR_S917	chr5	29634517	29636854	VMR4211	1	chr5	29634517	29635369	1	VMR3249	chr5	29633847	29635369	1	VMR3318
VMR_S918	chr5	31692643	31693099	VMR4216	1	chr5	31692768	31693099	1	VMR3251	chr5	31692643	31693099	1	VMR3320
VMR_S919	chr5	31808624	31809803	VMR4219	1	chr5	31808747	31809494	1	VMR3253	chr5	31808624	31809338	1	VMR3321
VMR_S920	chr5	32218360	32218746	VMR4222	1	chr5	32217942	32218746	1	VMR3257	chr5	32217942	32218549	1	VMR3324
VMR_S921	chr5	33439347	33439851	VMR4227	1	chr5	33439253	33439961	1	VMR3260	chr5	33439347	33439961	1	VMR3329
VMR_S922	chr5	33937166	33937956	VMR4229	1	chr5	33937276	33937514	1	VMR3263	chr5	33937166	33938018	1	VMR3331
VMR_S923	chr5	36693698	36694103	VMR4240	1	chr5	36693698	36694135	1	VMR3273	chr5	36693698	36694135	1	VMR3343
VMR_S924	chr5	37835367	37836326	VMR4243	1	chr5	37836079	37836326	1	VMR3274	chr5	37836079	37836381	1	VMR3347
VMR_S925	chr5	38678558	38680996	VMR4247	1	chr5	38678421	38681227	1	VMR3278	chr5	38678421	38681227	1	VMR3351
VMR_S926	chr5	4002070	4002903	VMR4252	1	chr5	4002168	4003570	1	VMR3281	chr5	4002168	4003570	1	VMR3352
VMR_S927	chr5	40835932	40836257	VMR4253	1	chr5	40835944	40836372	1	VMR3282	chr5	40835932	40836450	1	VMR3354
VMR_S928	chr5	4231072	4231749	VMR4255	1	chr5	4230389	4231749	1	VMR3284	chr5	4230454	4231749	1	VMR3356
VMR_S929	chr5	42813271	42813865	VMR4256	1	chr5	42810545	42813638	1	VMR3285	chr5	42810482	42813835	1	VMR3357
VMR_S930	chr5	42923862	42924567	VMR4257	1	chr5	42923934	42924453	1	VMR3286	chr5	42923934	42924453	1	VMR3358
VMR_S931	chr5	43038509	43038669	VMR4262	1	chr5	43036988	43039310	1	VMR3288	chr5	43037415	43038841	1	VMR3361
VMR_S932	chr5	475303	476359	VMR4268	1	chr5	475365	476221	1	VMR3291	chr5	475372	476296	1	VMR3367
VMR_S933	chr5	525245	526215	VMR4271	1	chr5	525245	526209	1	VMR3295	chr5	525245	526215	1	VMR3371
VMR_S934	chr5	5304480	5304880	VMR4276	1	chr5	5304566	5304880	1	VMR3297	chr5	5304480	5304880	1	VMR3374
VMR_S935	chr5	54651287	54651946	VMR4282	1	chr5	54651287	54651946	1	VMR3299	chr5	54651287	54652734	1	VMR3375
VMR_S936	chr5	55602407	55604136	VMR4286	1	chr5	55602858	55604136	1	VMR3301	chr5	55602344	55604136	1	VMR3379
VMR_S937	chr5	561427	561683	VMR4287	1	chr5	561455	562173	1	VMR3303	chr5	561455	562173	1	VMR3381
VMR_S938	chr5	56186995	56187687	VMR4288	1	chr5	56186995	56187567	1	VMR3304	chr5	56186995	56187420	1	VMR3383
VMR_S939	chr5	565851	566319	VMR4291	1	chr5	565736	566181	1	VMR3306	chr5	565730	566181	1	VMR3386
VMR_S940	chr5	64507747	64507997	VMR4308	1	chr5	64507747	64507997	1	VMR3320	chr5	64507747	64508325	1	VMR3404
VMR_S941	chr5	65564262	65564453	VMR4310	1	chr5	65564389	65564477	1	VMR3325	chr5	65564405	65564509	1	VMR3406
VMR_S942	chr5	668793	671111	VMR4315	1	chr5	669270	670303	1	VMR3329	chr5	669603	670447	1	VMR3410
VMR_S943	chr5	680428	681101	VMR4321	1	chr5	679578	680881	1	VMR3332	chr5	679578	680746	1	VMR3413
VMR_S944	chr5	69560776	69560882	VMR4327	1	chr5	69560797	69561056	1	VMR3336	chr5	69560850	69561056	1	VMR3417
VMR_S945	chr5	74556129	74556912	VMR4343	1	chr5	74556596	74556912	1	VMR3350	chr5	74556129	74557348	1	VMR3431
VMR_S946	chr5	74616367	74616612	VMR4344	1	chr5	74616367	74616840	1	VMR3351	chr5	74616367	74616521	1	VMR3432
VMR_S947	chr5	74798905	74799665	VMR4347	1	chr5	74798920	74799632	1	VMR3352	chr5	74798920	74799617	1	VMR3433
VMR_S948	chr5	749509	750036	VMR4348	1	chr5	749550	750111	1	VMR3353	chr5	749648	749958	1	VMR3434
VMR_S949	chr5	772842	773485	VMR4359	1	chr5	772419	773485	1	VMR3362	chr5	772419	773485	1	VMR3437
VMR_S950	chr5	77843790	77844060	VMR4361	1	chr5	77843790	77844105	1	VMR3363	chr5	77843879	77844188	1	VMR3438
VMR_S951	chr5	77847708	77848520	VMR4362	1	chr5	77848148	77848520	1	VMR3365	chr5	77847966	77848520	1	VMR3439
VMR_S952	chr5	79511319	79511811	VMR4370	1	chr5	79511680	79512245	1	VMR3375	chr5	79511680	79512245	1	VMR3446
VMR_S953	chr5	80091986	80092203	VMR4375	1	chr5	80091850	80092161	1	VMR3377	chr5	80091793	80092161	1	VMR3449
VMR_S954	chr5	80368912	80370269	VMR4381	1	chr5	80368912	80370269	1	VMR3378	chr5	80368912	80369790	1	VMR3452
VMR_S955	chr5	80615492	80615836	VMR4383	1	chr5	80614884	80616116	1	VMR3379	chr5	80615244	80616116	1	VMR3453
VMR_S956	chr5	81209739	81210473	VMR4385	1	chr5	81209603	81210331	1	VMR3384	chr5	81209739	81210236	1	VMR3458
VMR_S957	chr5	82279003	82279380	VMR4388	1	chr5	82279026	82279354	1	VMR3388	chr5	82279026	82279369	1	VMR3462
VMR_S958	chr5	82862596	82863721	VMR4391	1	chr5	82862533	82863566	1	VMR3391	chr5	82862533	82863566	1	VMR3464
VMR_S959	chr5	83720960	83721429	VMR4394	1	chr5	83721181	83721429	1	VMR3395	chr5	83721181	83721658	1	VMR3467
VMR_S960	chr5	8456898	8458765	VMR4395	1	chr5	8456898	8458396	1	VMR3396	chr5	8456471	8458396	1	VMR3468
VMR_S961	chr5	88270121	88270684	VMR4401	1	chr5	88269888	88270684	1	VMR3400	chr5	88269888	88270379	1	VMR3473
VMR_S962	chr5	883445	883988	VMR4402	1	chr5	883445	883765	1	VMR3401	chr5	883445	883736	1	VMR3474
VMR_S963	chr5	8839290	8839970	VMR4403	1	chr5	8838855	8839938	1	VMR3402	chr5	8838855	8839856	1	VMR3475
VMR_S964	chr5	8842997	8843905	VMR4404	1	chr5	8843064	8843905	1	VMR3403	chr5	8843520	8844088	1	VMR3477
VMR_S965	chr5	88681389	88682813	VMR4406	1	chr5	88681389	88683156	1	VMR3405	chr5	88681389	88683096	1	VMR3479
VMR_S966	chr5	88688487	88690317	VMR4407	1	chr5	88686857	88689183	1	VMR3407	chr5	88686568	88689213	1	VMR3480
VMR_S967	chr5	91279324	91279666	VMR4412	1	chr5	91279368	91279666	1	VMR3413	chr5	91279368	91279652	1	VMR3487
VMR_S968	chr5	92688175	92688839	VMR4413	1	chr5	92688168	92688426	1	VMR3415	chr5	92688168	92688426	1	VMR3490
VMR_S969	chr5	93603672	93603950	VMR4417	1	chr5	93602696	93603894	1	VMR3426	chr5	93603781	93603950	1	VMR3496
VMR_S970	chr5	93604781	93605063	VMR4418	1	chr5	93604852	93606311	1	VMR3427	chr5	93604781	93605063	1	VMR3497
VMR_S971	chr5	93608856	93611284	VMR4419	1	chr5	93609380	93611067	1	VMR3428	chr5	93609757	93611038	1	VMR3498
VMR_S972	chr5	9546821	9547432	VMR4421	1	chr5	9546805	9547057	1	VMR3431	chr5	9546805	9546976	1	VMR3502
VMR_S973	chr5	9546821	9547432	VMR4421	1	chr5	9546805	9547057	1	VMR3431	chr5	9547256	9548061	1	VMR3503
VMR_S974	chr5	9546821	9547432	VMR4421	1	chr5	9547256	9548061	1	VMR3432	chr5	9546805	9546976	1	VMR3502
VMR_S975	chr5	9546821	9547432	VMR4421	1	chr5	9547256	9548061	1	VMR3432	chr5	9547256	9548061	1	VMR3503
VMR_S976	chr5	95710979	95711134	VMR4423	1	chr5	95711021	95711251	1	VMR3434	chr5	95711021	95711157	1	VMR3504
VMR_S977	chr5	96660980	96661494	VMR4426	1	chr5	96661135	96661651	1	VMR3441	chr5	96661135	96661368	1	VMR3508
VMR_S978	chr5	97070983	97071627	VMR4427	1	chr5	97070780	97071402	1	VMR3442	chr5	97070780	97071627	1	VMR3509
VMR_S979	chr5	98510166	98510993	VMR4430	1	chr5	98509769	98510791	1	VMR3443	chr5	98510166	98510791	1	VMR3511
VMR_S980	chr5	98775188	98776118	VMR4431	1	chr5	98775206	98776118	1	VMR3444	chr5	98775206	98776118	1	VMR3512
VMR_S981	chr5	98839520	98840027	VMR4432	1	chr5	98839520	98839813	1	VMR3445	chr5	98839367	98839813	1	VMR3513
VMR_S982	chr6	10315310	10316678	VMR4435	1	chr6	10315307	10316678	1	VMR3451	chr6	10315117	10316678	1	VMR3518
VMR_S983	chr6	103332177	103333035	VMR4436	1	chr6	103332177	103333035	1	VMR3453	chr6	103332489	103333035	1	VMR3519
VMR_S984	chr6	103620562	103623738	VMR4438	1	chr6	103622031	103623315	1	VMR3455	chr6	103622031	103623738	1	VMR3521
VMR_S985	chr6	10487832	10488980	VMR4440	1	chr6	10487896	10488551	1	VMR3457	chr6	10487844	10488551	1	VMR3523
VMR_S986	chr6	10693369	10693917	VMR4448	1	chr6	10693484	10693917	1	VMR3460	chr6	10693369	10693917	1	VMR3526
VMR_S987	chr6	10719757	10721225	VMR4450	1	chr6	10719807	10720984	1	VMR3461	chr6	10719668	10720984	1	VMR3527
VMR_S988	chr6	107550154	107550614	VMR4452	1	chr6	107550154	107550730	1	VMR3462	chr6	107550313	107550614	1	VMR3529
VMR_S989	chr6	108561568	108561833	VMR4460	1	chr6	108561151	108561833	1	VMR3468	chr6	108561156	108561833	1	VMR3534
VMR_S990	chr6	108680310	108680576	VMR4461	1	chr6	108680316	108681425	1	VMR3470	chr6	108680316	108680576	1	VMR3535
VMR_S991	chr6	110399452	110400305	VMR4464	1	chr6	110399664	110400102	1	VMR3475	chr6	110399515	110400211	1	VMR3539
VMR_S992	chr6	110541369	110542314	VMR4466	1	chr6	110540663	110542403	1	VMR3476	chr6	110540663	110542634	1	VMR3541
VMR_S993	chr6	111730870	111731878	VMR4470	1	chr6	111730870	111731878	1	VMR3481	chr6	111730870	111731878	1	VMR3544
VMR_S994	chr6	112044297	112044642	VMR4471	1	chr6	112044349	112044642	1	VMR3482	chr6	112044297	112044642	1	VMR3547
VMR_S995	chr6	116564561	116565506	VMR4477	1	chr6	116564633	116565523	1	VMR3485	chr6	116564633	116565478	1	VMR3549
VMR_S996	chr6	118709379	118711039	VMR4482	1	chr6	118709062	118711039	1	VMR3489	chr6	118709062	118710844	1	VMR3554
VMR_S997	chr6	12211611	12212510	VMR4485	1	chr6	12211611	12212924	1	VMR3492	chr6	12211611	12212924	1	VMR3556
VMR_S998	chr6	129172433	129173376	VMR4493	1	chr6	129172433	129173847	1	VMR3501	chr6	129172433	129173847	1	VMR3563
VMR_S999	chr6	13414033	13414994	VMR4499	1	chr6	13414033	13415142	1	VMR3511	chr6	13414033	13415142	1	VMR3574
VMR_S1000	chr6	134882105	134882604	VMR4503	1	chr6	134882473	134882634	1	VMR3519	chr6	134882473	134883060	1	VMR3579
VMR_S1001	chr6	136548651	136548987	VMR4505	1	chr6	136548079	136549103	1	VMR3524	chr6	136548079	136548987	1	VMR3583
VMR_S1002	chr6	137362920	137363328	VMR4507	1	chr6	137362920	137363530	1	VMR3527	chr6	137362920	137363667	1	VMR3585
VMR_S1003	chr6	13787239	13787370	VMR4509	1	chr6	13787239	13787520	1	VMR3529	chr6	13787239	13787520	1	VMR3587
VMR_S1004	chr6	13860293	13860565	VMR4510	1	chr6	13860321	13860531	1	VMR3532	chr6	13860256	13860540	1	VMR3589
VMR_S1005	chr6	1424421	1424845	VMR4514	1	chr6	1424353	1424994	1	VMR3536	chr6	1424353	1424994	1	VMR3593
VMR_S1006	chr6	148874801	148875145	VMR4520	1	chr6	148874801	148874991	1	VMR3553	chr6	148874854	148875006	1	VMR3605
VMR_S1007	chr6	149979330	149983297	VMR4525	1	chr6	149980271	149983588	1	VMR3556	chr6	149980271	149983588	1	VMR3610
VMR_S1008	chr6	149985768	149986993	VMR4526	1	chr6	149984846	149987482	1	VMR3557	chr6	149985475	149987482	1	VMR3611
VMR_S1009	chr6	151340477	151341021	VMR4533	1	chr6	151340477	151340966	1	VMR3561	chr6	151340477	151340966	1	VMR3614
VMR_S1010	chr6	156719716	156720699	VMR4541	1	chr6	156719960	156720350	1	VMR3569	chr6	156719850	156720350	1	VMR3622
VMR_S1011	chr6	157282696	157283700	VMR4544	1	chr6	157282696	157283783	1	VMR3572	chr6	157282696	157283823	1	VMR3628
VMR_S1012	chr6	157982667	157983697	VMR4551	1	chr6	157982583	157983176	1	VMR3577	chr6	157982583	157983176	1	VMR3636
VMR_S1013	chr6	158027102	158028068	VMR4555	1	chr6	158027269	158027801	1	VMR3580	chr6	158027269	158027801	1	VMR3639
VMR_S1014	chr6	158209636	158210309	VMR4559	1	chr6	158209636	158210481	1	VMR3581	chr6	158209636	158210481	1	VMR3641
VMR_S1015	chr6	158548438	158548848	VMR4561	1	chr6	158548395	158548848	1	VMR3584	chr6	158548395	158548942	1	VMR3645
VMR_S1016	chr6	159126014	159126631	VMR4566	1	chr6	159125187	159126631	1	VMR3588	chr6	159125187	159126631	1	VMR3651
VMR_S1017	chr6	160678902	160679170	VMR4571	1	chr6	160678968	160679170	1	VMR3592	chr6	160678968	160679826	1	VMR3655
VMR_S1018	chr6	161367594	161367980	VMR4580	1	chr6	161367594	161367980	1	VMR3599	chr6	161367594	161367980	1	VMR3658
VMR_S1019	chr6	16159250	16159602	VMR4584	1	chr6	16159250	16159602	1	VMR3600	chr6	16159250	16159602	1	VMR3661
VMR_S1020	chr6	161618810	161619274	VMR4585	1	chr6	161618215	161619088	1	VMR3601	chr6	161618169	161619088	1	VMR3662
VMR_S1021	chr6	16295644	16296355	VMR4592	1	chr6	16295644	16296355	1	VMR3604	chr6	16295381	16296355	1	VMR3666
VMR_S1022	chr6	163099144	163100080	VMR4593	1	chr6	163099296	163100006	1	VMR3605	chr6	163099296	163099962	1	VMR3667
VMR_S1023	chr6	163148394	163149489	VMR4594	1	chr6	163148246	163149378	1	VMR3608	chr6	163148394	163149378	1	VMR3669
VMR_S1024	chr6	163165616	163166551	VMR4595	1	chr6	163166026	163166401	1	VMR3609	chr6	163166026	163166401	1	VMR3670
VMR_S1025	chr6	163254514	163254997	VMR4598	1	chr6	163253818	163255033	1	VMR3616	chr6	163253933	163255162	1	VMR3676
VMR_S1026	chr6	163314445	163315261	VMR4599	1	chr6	163314560	163316082	1	VMR3618	chr6	163314249	163315921	1	VMR3680
VMR_S1027	chr6	163349184	163350024	VMR4601	1	chr6	163349043	163350024	1	VMR3621	chr6	163349337	163350229	1	VMR3683
VMR_S1028	chr6	16338965	16339562	VMR4603	1	chr6	16338965	16339562	1	VMR3622	chr6	16338965	16339806	1	VMR3685
VMR_S1029	chr6	166096196	166097895	VMR4608	1	chr6	166095111	166097814	1	VMR3655	chr6	166095111	166097698	1	VMR3717
VMR_S1030	chr6	166296420	166298328	VMR4612	1	chr6	166295854	166298138	1	VMR3656	chr6	166296179	166298189	1	VMR3719
VMR_S1031	chr6	166422468	166424077	VMR4615	1	chr6	166422650	166423702	1	VMR3657	chr6	166422702	166423407	1	VMR3723
VMR_S1032	chr6	167733799	167734346	VMR4630	1	chr6	167733799	167734223	1	VMR3670	chr6	167733799	167734223	1	VMR3729
VMR_S1033	chr6	168035124	168036618	VMR4633	1	chr6	168035124	168036497	1	VMR3675	chr6	168035124	168036345	1	VMR3733
VMR_S1034	chr6	168048258	168048869	VMR4634	1	chr6	168048320	168048769	1	VMR3676	chr6	168048258	168048742	1	VMR3734
VMR_S1035	chr6	168299361	168299798	VMR4635	1	chr6	168299361	168299762	1	VMR3677	chr6	168299361	168299710	1	VMR3737
VMR_S1036	chr6	168562524	168562696	VMR4639	1	chr6	168562481	168562696	1	VMR3681	chr6	168562481	168562659	1	VMR3738
VMR_S1037	chr6	168862524	168862830	VMR4648	1	chr6	168862431	168863158	1	VMR3683	chr6	168862431	168863158	1	VMR3740
VMR_S1038	chr6	169377795	169378306	VMR4655	1	chr6	169377741	169378048	1	VMR3688	chr6	169377741	169378048	1	VMR3744
VMR_S1039	chr6	169501135	169501547	VMR4657	1	chr6	169501216	169501627	1	VMR3689	chr6	169501216	169501547	1	VMR3746
VMR_S1040	chr6	169653969	169655521	VMR4659	1	chr6	169653858	169655521	1	VMR3690	chr6	169653969	169655550	1	VMR3748
VMR_S1041	chr6	169868527	169868942	VMR4660	1	chr6	169868657	169868786	1	VMR3691	chr6	169868653	169868786	1	VMR3750
VMR_S1042	chr6	169978690	169979025	VMR4664	1	chr6	169978734	169978893	1	VMR3692	chr6	169978662	169979040	1	VMR3751
VMR_S1043	chr6	170185000	170186125	VMR4677	1	chr6	170185072	170185777	1	VMR3695	chr6	170185353	170185678	1	VMR3754
VMR_S1044	chr6	170233588	170234562	VMR4679	1	chr6	170233694	170234642	1	VMR3696	chr6	170233757	170234642	1	VMR3755
VMR_S1045	chr6	170244648	170245271	VMR4681	1	chr6	170244648	170244900	1	VMR3697	chr6	170244181	170244939	1	VMR3757
VMR_S1046	chr6	170262112	170262928	VMR4684	1	chr6	170262465	170262855	1	VMR3699	chr6	170262382	170262855	1	VMR3758
VMR_S1047	chr6	170264896	170266746	VMR4685	1	chr6	170265468	170267767	1	VMR3700	chr6	170265468	170266311	1	VMR3759
VMR_S1048	chr6	17305455	17305990	VMR4691	1	chr6	17305271	17305990	1	VMR3704	chr6	17305271	17305990	1	VMR3764
VMR_S1049	chr6	18122020	18122171	VMR4695	1	chr6	18122020	18122158	1	VMR3709	chr6	18122020	18122126	1	VMR3766
VMR_S1050	chr6	18122968	18123074	VMR4696	1	chr6	18122993	18123074	1	VMR3710	chr6	18122968	18123074	1	VMR3767
VMR_S1051	chr6	21478870	21479513	VMR4700	1	chr6	21478870	21479562	1	VMR3718	chr6	21478909	21479562	1	VMR3773
VMR_S1052	chr6	22784621	22785350	VMR4703	1	chr6	22784804	22785350	1	VMR3723	chr6	22784897	22785350	1	VMR3777
VMR_S1053	chr6	25881722	25883377	VMR4708	1	chr6	25881596	25884185	1	VMR3729	chr6	25881720	25884185	1	VMR3781
VMR_S1054	chr6	26042548	26043135	VMR4709	1	chr6	26042756	26043101	1	VMR3731	chr6	26042756	26043101	1	VMR3783
VMR_S1055	chr6	26173048	26173556	VMR4710	1	chr6	26173094	26173578	1	VMR3732	chr6	26173056	26173578	1	VMR3784
VMR_S1056	chr6	26381875	26382467	VMR4714	1	chr6	26382240	26382467	1	VMR3737	chr6	26382240	26382533	1	VMR3789
VMR_S1057	chr6	27178847	27179158	VMR4718	1	chr6	27178881	27179158	1	VMR3744	chr6	27178881	27179158	1	VMR3793
VMR_S1058	chr6	27187621	27187865	VMR4719	1	chr6	27187621	27187865	1	VMR3745	chr6	27187621	27187865	1	VMR3794
VMR_S1059	chr6	27208692	27209456	VMR4720	1	chr6	27208641	27209456	1	VMR3746	chr6	27208848	27209125	1	VMR3795
VMR_S1060	chr6	27213630	27214028	VMR4721	1	chr6	27213710	27214134	1	VMR3747	chr6	27213805	27213992	1	VMR3796
VMR_S1061	chr6	27217765	27218644	VMR4722	1	chr6	27217782	27218688	1	VMR3748	chr6	27217782	27218688	1	VMR3797
VMR_S1062	chr6	27228092	27228309	VMR4723	1	chr6	27228038	27228337	1	VMR3749	chr6	27228038	27228309	1	VMR3798
VMR_S1063	chr6	27302034	27303661	VMR4725	1	chr6	27301564	27303661	1	VMR3752	chr6	27301805	27303863	1	VMR3801
VMR_S1064	chr6	27477940	27478142	VMR4727	1	chr6	27477940	27478257	1	VMR3754	chr6	27477940	27478287	1	VMR3802
VMR_S1065	chr6	27652933	27654097	VMR4730	1	chr6	27652982	27653955	1	VMR3759	chr6	27653027	27653942	1	VMR3808
VMR_S1066	chr6	27738325	27738870	VMR4731	1	chr6	27738325	27738759	1	VMR3760	chr6	27738325	27738831	1	VMR3809
VMR_S1067	chr6	27761334	27762174	VMR4732	1	chr6	27761755	27762163	1	VMR3761	chr6	27761755	27762427	1	VMR3810
VMR_S1068	chr6	28224004	28224679	VMR4739	1	chr6	28224015	28224679	1	VMR3767	chr6	28224015	28224679	1	VMR3815
VMR_S1069	chr6	28478647	28479636	VMR4744	1	chr6	28478629	28479570	1	VMR3770	chr6	28478629	28479407	1	VMR3817
VMR_S1070	chr6	28621242	28621601	VMR4747	1	chr6	28621242	28621601	1	VMR3772	chr6	28621242	28621601	1	VMR3820
VMR_S1071	chr6	28694960	28697266	VMR4750	1	chr6	28694926	28697266	1	VMR3774	chr6	28694926	28697266	1	VMR3822
VMR_S1072	chr6	28731005	28734397	VMR4751	1	chr6	28730754	28734207	1	VMR3775	chr6	28730754	28734685	1	VMR3823
VMR_S1073	chr6	28739446	28739675	VMR4752	1	chr6	28739465	28739675	1	VMR3776	chr6	28739418	28739675	1	VMR3824
VMR_S1074	chr6	28740334	28742561	VMR4753	1	chr6	28740469	28742561	1	VMR3777	chr6	28740418	28740991	1	VMR3825
VMR_S1075	chr6	28744130	28746514	VMR4754	1	chr6	28744130	28746407	1	VMR3778	chr6	28744130	28746407	1	VMR3827
VMR_S1076	chr6	2875126	2876884	VMR4755	1	chr6	2875236	2876221	1	VMR3779	chr6	2875236	2876571	1	VMR3829
VMR_S1077	chr6	28885040	28885524	VMR4756	1	chr6	28885040	28885524	1	VMR3781	chr6	28885040	28885524	1	VMR3830
VMR_S1078	chr6	29014698	29015557	VMR4757	1	chr6	29014698	29015259	1	VMR3784	chr6	29014698	29015323	1	VMR3834
VMR_S1079	chr6	291687	293695	VMR4758	1	chr6	291687	293643	1	VMR3785	chr6	291687	293331	1	VMR3835
VMR_S1080	chr6	29653598	29653865	VMR4762	1	chr6	29653598	29653865	1	VMR3786	chr6	29653039	29653865	1	VMR3837
VMR_S1081	chr6	29656637	29661073	VMR4763	1	chr6	29656215	29661106	1	VMR3787	chr6	29656215	29661106	1	VMR3838
VMR_S1082	chr6	29680448	29681358	VMR4764	1	chr6	29680459	29681358	1	VMR3788	chr6	29680494	29681411	1	VMR3839
VMR_S1083	chr6	29702279	29702860	VMR4765	1	chr6	29701961	29702860	1	VMR3789	chr6	29702186	29702860	1	VMR3840
VMR_S1084	chr6	29801918	29803643	VMR4768	1	chr6	29802836	29803643	1	VMR3792	chr6	29802836	29803643	1	VMR3842
VMR_S1085	chr6	29848717	29851524	VMR4771	1	chr6	29848834	29850254	1	VMR3793	chr6	29848717	29850988	1	VMR3843
VMR_S1086	chr6	29881484	29886087	VMR4775	1	chr6	29882896	29887380	1	VMR3795	chr6	29882896	29886163	1	VMR3844
VMR_S1087	chr6	29886792	29887525	VMR4776	1	chr6	29882896	29887380	1	VMR3795	chr6	29886792	29887380	1	VMR3845
VMR_S1088	chr6	29888717	29890187	VMR4777	1	chr6	29888840	29892650	1	VMR3796	chr6	29889018	29890583	1	VMR3846
VMR_S1089	chr6	29895425	29898436	VMR4778	1	chr6	29896109	29902489	1	VMR3797	chr6	29896109	29897534	1	VMR3847
VMR_S1090	chr6	29906608	29909519	VMR4779	1	chr6	29904524	29919250	1	VMR3798	chr6	29906859	29919250	1	VMR3848
VMR_S1091	chr6	29913423	29922796	VMR4780	1	chr6	29904524	29919250	1	VMR3798	chr6	29906859	29919250	1	VMR3848
VMR_S1092	chr6	29924210	29926418	VMR4781	1	chr6	29924210	29926391	1	VMR3801	chr6	29924210	29925626	1	VMR3851
VMR_S1093	chr6	29927394	29928967	VMR4782	1	chr6	29927410	29928967	1	VMR3802	chr6	29927209	29927988	1	VMR3852
VMR_S1094	chr6	29936190	29941694	VMR4783	1	chr6	29937771	29941114	1	VMR3803	chr6	29937771	29941114	1	VMR3853
VMR_S1095	chr6	29943454	29943717	VMR4784	1	chr6	29943299	29943589	1	VMR3804	chr6	29943227	29943574	1	VMR3854
VMR_S1096	chr6	29944528	29944936	VMR4785	1	chr6	29944528	29945634	1	VMR3805	chr6	29944528	29945634	1	VMR3855
VMR_S1097	chr6	29945566	29951364	VMR4786	1	chr6	29947973	29951162	1	VMR3806	chr6	29947973	29950362	1	VMR3856
VMR_S1098	chr6	29975135	29976371	VMR4788	1	chr6	29975174	29976371	1	VMR3807	chr6	29975703	29976371	1	VMR3859
VMR_S1099	chr6	29983658	29987340	VMR4790	1	chr6	29984581	29987340	1	VMR3808	chr6	29984291	29987340	1	VMR3860
VMR_S1100	chr6	29994255	29998397	VMR4792	1	chr6	29994869	29997784	1	VMR3809	chr6	29994869	29997784	1	VMR3861
VMR_S1101	chr6	30071168	30072123	VMR4796	1	chr6	30071275	30071823	1	VMR3811	chr6	30071209	30071981	1	VMR3862
VMR_S1102	chr6	30515372	30515827	VMR4799	1	chr6	30515342	30515844	1	VMR3812	chr6	30515526	30515844	1	VMR3865
VMR_S1103	chr6	30875605	30876947	VMR4803	1	chr6	30875720	30877094	1	VMR3814	chr6	30875777	30876947	1	VMR3868
VMR_S1104	chr6	31067767	31067884	VMR4808	1	chr6	31067604	31068445	1	VMR3818	chr6	31067604	31068089	1	VMR3871
VMR_S1105	chr6	31099368	31102121	VMR4809	1	chr6	31099572	31101532	1	VMR3819	chr6	31099572	31101532	1	VMR3872
VMR_S1106	chr6	31209129	31211319	VMR4811	1	chr6	31209684	31211123	1	VMR3821	chr6	31209684	31211339	1	VMR3873
VMR_S1107	chr6	31260210	31267379	VMR4813	1	chr6	31260568	31266915	1	VMR3824	chr6	31260568	31266915	1	VMR3875
VMR_S1108	chr6	31268512	31271097	VMR4815	1	chr6	31269006	31270348	1	VMR3826	chr6	31269006	31270259	1	VMR3877
VMR_S1109	chr6	31299686	31301395	VMR4816	1	chr6	31299355	31301217	1	VMR3830	chr6	31299355	31301395	1	VMR3880
VMR_S1110	chr6	31312078	31314738	VMR4819	1	chr6	31312130	31313165	1	VMR3832	chr6	31311718	31313165	1	VMR3884
VMR_S1111	chr6	31316356	31321140	VMR4820	1	chr6	31317425	31321140	1	VMR3833	chr6	31317425	31321140	1	VMR3885
VMR_S1112	chr6	31326290	31337326	VMR4822	1	chr6	31329176	31332220	1	VMR3835	chr6	31329176	31332220	1	VMR3886
VMR_S1113	chr6	31343513	31344754	VMR4824	1	chr6	31343513	31345699	1	VMR3838	chr6	31343513	31345309	1	VMR3889
VMR_S1114	chr6	31385479	31389347	VMR4826	1	chr6	31386156	31388065	1	VMR3839	chr6	31386293	31388065	1	VMR3890
