task_id_AA	chrom	start	end	num_snps_AA	boosting_iterations_performed_AA	h2_unscaled_AA	r_squared_cv_AA	region	h2_category	feature_id	task_id_EA	num_snps_EA	boosting_iterations_performed_EA	h2_unscaled_EA	r_squared_cv_EA
10754	chr18	58133893	58134322	659	11	0.320610963363983	0.888026911831982	Caudate	Heritable	chr18_58133893_58134322	10754	361	16	0.300448917243683	0.803561531218118
10755	chr18	58135579	58136795	666	11	0.256680426629672	0.895009084660759	Caudate	Heritable	chr18_58135579_58136795	10755	365	15	0.324257430516599	0.846544778711948
10756	chr18	58401975	58402813	665	11	0.660058393031116	0.901901308799895	Caudate	Heritable	chr18_58401975_58402813	10756	394	11	0.680210118148686	0.895026128732303
10757	chr18	58769411	58769794	689	12	0.170482624529937	0.898425698658968	Caudate	Heritable	chr18_58769411_58769794	10757	405	15	0.242531249460493	0.854738889041236
10758	chr18	58880443	58881410	682	11	0.223746018070566	0.898409117085505	Caudate	Heritable	chr18_58880443_58881410	10758	406	17	0.633377399062775	0.867762458106278
1076	chr1	27935874	27936434	257	12	0.333988496965707	0.747630914872702	Caudate	Heritable	chr1_27935874_27936434	1076	148	11	0.4561632221587	0.778248992796912
10760	chr18	59267956	59268037	672	11	0.0687293902183988	0.934630089555035	Caudate	Non-heritable	chr18_59267956_59268037	10760	358	11	0.0575460131287109	0.83169654359204
10761	chr18	59274697	59276344	643	11	0.103073449649762	0.935015884024508	Caudate	Heritable	chr18_59274697_59276344	10761	363	14	0.149419685425782	0.878449696382589
10762	chr18	59394974	59395405	673	11	0.076929013933603	0.919782906502794	Caudate	Non-heritable	chr18_59394974_59395405	10762	374	11	0.0779255834095022	0.854970941451546
10767	chr18	61329082	61330304	468	11	0.592533792582985	0.886180605072252	Caudate	Heritable	chr18_61329082_61330304	10767	266	14	0.49905754450768	0.853406323582612
10768	chr18	62185946	62186153	533	11	0.198606656665903	0.86986864834907	Caudate	Heritable	chr18_62185946_62186153	10768	315	11	0.150133687632789	0.809928112260647
10769	chr18	62383906	62385019	551	11	0.0654960615697352	0.871634398825578	Caudate	Non-heritable	chr18_62383906_62385019	10769	317	11	0.0336911317408385	0.740187018082207
1077	chr1	2806631	2807076	724	11	0.105261425555572	0.950724160429924	Caudate	Heritable	chr1_2806631_2807076	1077	389	11	0.145491785795091	0.900577719472922
10770	chr18	62586893	62587112	513	11	0.0463677209227938	0.853565540480329	Caudate	Non-heritable	chr18_62586893_62587112	10770	302	15	0.067113405360467	0.785271580023832
10771	chr18	62612001	62612294	499	11	0.077941071279335	0.873262092551046	Caudate	Non-heritable	chr18_62612001_62612294	10771	299	11	0.0317757709055822	0.665833336542321
10776	chr18	64726867	64729023	426	12	0.526303025591849	0.815171016057626	Caudate	Heritable	chr18_64726867_64729023	10776	234	11	0.811932685415379	0.854131236030199
10777	chr18	66172537	66173824	348	11	0.334699415331232	0.862652957768283	Caudate	Heritable	chr18_66172537_66173824	10777	168	11	0.726534462998391	0.840662217417247
10778	chr18	67167411	67168287	432	12	0.603777259563903	0.832106037956304	Caudate	Heritable	chr18_67167411_67168287	10778	223	11	0.59055432717161	0.804854172233819
10779	chr18	67227682	67228648	464	11	0.614953755162202	0.85250844965128	Caudate	Heritable	chr18_67227682_67228648	10779	222	14	0.80963543318126	0.815643374002979
1078	chr1	2821908	2822045	696	16	0.0770991820597818	0.902227233578306	Caudate	Non-heritable	chr1_2821908_2822045	1078	392	11	0.0953705772679314	0.905646226158092
10780	chr18	68602046	68603602	581	11	0.783867694177696	0.906531752584662	Caudate	Heritable	chr18_68602046_68603602	10780	298	11	0.78160781340202	0.886394685788334
10781	chr18	7031902	7032154	786	11	0.245994723943733	0.918063581453864	Caudate	Heritable	chr18_7031902_7032154	10781	381	11	0.306737987480528	0.878117099026675
10783	chr18	71128244	71129655	589	11	0.429441324082089	0.860063244520184	Caudate	Heritable	chr18_71128244_71129655	10783	312	14	0.508369065962842	0.881144071068571
10785	chr18	7193534	7193889	782	18	0.381531024981604	0.922449288498485	Caudate	Heritable	chr18_7193534_7193889	10785	354	11	0.577759786059412	0.847517248606684
10786	chr18	72225207	72226125	584	11	0.344635883426352	0.882403557172833	Caudate	Heritable	chr18_72225207_72226125	10786	320	15	0.670811246967606	0.852537930183094
10788	chr18	74204552	74205676	795	12	0.548224933056029	0.931371843835125	Caudate	Heritable	chr18_74204552_74205676	10788	420	12	0.503887253059797	0.891237677119444
10789	chr18	74445500	74445941	772	11	0.0501923968032694	0.959630945608033	Caudate	Non-heritable	chr18_74445500_74445941	10789	420	11	0.086509303159016	0.917021536381428
1079	chr1	28246210	28247095	238	16	0.679207458966674	0.792938931748701	Caudate	Heritable	chr1_28246210_28247095	1079	133	11	0.821089353620766	0.823093793905622
10791	chr18	74458368	74458722	760	18	0.0808359936775717	0.94906426687242	Caudate	Non-heritable	chr18_74458368_74458722	10791	420	11	0.0581372133767892	0.890438508740775
10792	chr18	74484970	74486115	766	12	0.374836286949616	0.929155349729313	Caudate	Heritable	chr18_74484970_74486115	10792	417	15	0.454080978373281	0.904561863660874
10793	chr18	74486348	74486755	756	16	0.0786823088723563	0.931978900363734	Caudate	Non-heritable	chr18_74486348_74486755	10793	410	11	0.0595663929236306	0.883915357365122
10794	chr18	74499784	74500566	755	11	0.402172620728911	0.928331165710555	Caudate	Heritable	chr18_74499784_74500566	10794	414	11	0.400842253946877	0.869972482722171
10796	chr18	74534347	74535988	772	12	0.0674381007677281	0.9509663577351	Caudate	Non-heritable	chr18_74534347_74535988	10796	413	11	0.0670191116282298	0.900001743479373
10798	chr18	75057778	75058567	671	14	0.249918599119017	0.902913272500332	Caudate	Heritable	chr18_75057778_75058567	10798	355	13	0.169025872373319	0.874601411862164
10799	chr18	75065521	75066036	666	14	0.0637480853551603	0.930951345712859	Caudate	Non-heritable	chr18_75065521_75066036	10799	353	13	0.0958457411502231	0.859178805356792
10804	chr18	75455267	75455339	646	13	0.0729202784093746	0.911761000355075	Caudate	Non-heritable	chr18_75455267_75455339	10804	345	11	0.0762697572022553	0.862508553206826
10805	chr18	75456444	75456685	641	11	0.0702277702518257	0.879365782558264	Caudate	Non-heritable	chr18_75456444_75456685	10805	356	11	0.0811137761773046	0.880464259353871
10807	chr18	76265965	76266192	946	13	0.144262474965271	0.951925716913259	Caudate	Heritable	chr18_76265965_76266192	10807	486	12	0.134224323051525	0.908426140506563
10809	chr18	76538897	76539141	1022	11	0.0795726367320175	0.963511822952003	Caudate	Non-heritable	chr18_76538897_76539141	10809	527	11	0.0788889999849654	0.946659822301076
1081	chr1	2855792	2856094	727	11	0.0734267191341968	0.931588144943308	Caudate	Non-heritable	chr1_2855792_2856094	1081	401	11	0.0789610770725508	0.890138018587923
10811	chr18	76620853	76621937	1012	14	0.308693994596779	0.921742765323766	Caudate	Heritable	chr18_76620853_76621937	10811	520	11	0.374359053815845	0.903519532697681
10812	chr18	76736053	76736551	1041	11	0.0635191946497614	0.974462139308013	Caudate	Non-heritable	chr18_76736053_76736551	10812	533	11	0.0770515636253368	0.919226155147351
10813	chr18	76787361	76788096	1037	11	0.0916105993238567	0.972340261888544	Caudate	Non-heritable	chr18_76787361_76788096	10813	545	11	0.0927408149806736	0.925470051334733
10814	chr18	76893792	76894375	1042	15	0.259789514180829	0.938378639914812	Caudate	Heritable	chr18_76893792_76894375	10814	534	18	0.262561542983782	0.913152693216435
10815	chr18	76977309	76977438	1051	11	0.0909324022223237	0.979440120006122	Caudate	Non-heritable	chr18_76977309_76977438	10815	533	15	0.0730024306009078	0.934898267793117
10816	chr18	76979106	76980636	1052	11	0.0441096494116298	0.970933299724592	Caudate	Non-heritable	chr18_76979106_76980636	10816	543	11	0.0730819578356662	0.934297232961665
1082	chr1	2874657	2875027	730	11	0.114182904777053	0.946410710819992	Caudate	Heritable	chr1_2874657_2875027	1082	411	11	0.150367404260509	0.917695865448225
10821	chr18	77014143	77017595	1048	12	0.0583349068770013	0.958635618665521	Caudate	Non-heritable	chr18_77014143_77017595	10821	558	16	0.0767134396451268	0.944147291523586
10825	chr18	77037290	77038166	1074	11	0.0742857592750962	0.977426196540985	Caudate	Non-heritable	chr18_77037290_77038166	10825	555	11	0.0862434555747238	0.938919949331265
10829	chr18	77086646	77086986	1058	11	0.0855046519762521	0.969001789064262	Caudate	Non-heritable	chr18_77086646_77086986	10829	551	15	0.0812878855639587	0.920709041335077
1083	chr1	2875878	2876458	712	15	0.0588093640698394	0.927458929797144	Caudate	Non-heritable	chr1_2875878_2876458	1083	417	11	0.0330941969684012	0.830360585664409
10831	chr18	77287706	77290326	1101	11	0.5948374816329	0.941600731589749	Caudate	Heritable	chr18_77287706_77290326	10831	569	15	0.685510287372103	0.898676540957398
10834	chr18	78309536	78309698	837	11	0.0692603775741617	0.953663431438026	Caudate	Non-heritable	chr18_78309536_78309698	10834	438	11	0.0471620387086037	0.819315189116857
10835	chr18	78364739	78364992	804	11	0.351930290387219	0.901609975391067	Caudate	Heritable	chr18_78364739_78364992	10835	427	21	0.213246384759142	0.876209143603522
10836	chr18	78442028	78443536	803	12	0.306075591259378	0.9316952481221	Caudate	Heritable	chr18_78442028_78443536	10836	418	11	0.410005666470671	0.872657359199211
10837	chr18	78505707	78506660	787	13	0.0664393820272849	0.945361987723059	Caudate	Non-heritable	chr18_78505707_78506660	10837	409	11	0.0610054716522461	0.907295804058367
10838	chr18	78561882	78562956	787	15	0.104483558829429	0.950454685217886	Caudate	Heritable	chr18_78561882_78562956	10838	421	11	0.109603688455993	0.898937061012153
10839	chr18	78627653	78628207	809	11	0.108268423099358	0.92006564241806	Caudate	Heritable	chr18_78627653_78628207	10839	443	11	0.128521060550505	0.873317861288205
1084	chr1	28775613	28775799	383	11	0.383781344451478	0.778319654925277	Caudate	Heritable	chr1_28775613_28775799	1084	208	15	0.338459635707413	0.772418196956525
10840	chr18	78632477	78632625	808	11	0.0999745489565603	0.959840110898784	Caudate	Non-heritable	chr18_78632477_78632625	10840	444	13	0.0898639776722756	0.891710308600559
10842	chr18	78790997	78791438	790	11	0.130371311774023	0.946481088261776	Caudate	Heritable	chr18_78790997_78791438	10842	425	11	0.10683558540436	0.87534512291265
10844	chr18	78829067	78829123	782	11	0.0922389076993812	0.94574992783794	Caudate	Non-heritable	chr18_78829067_78829123	10844	421	11	0.0778589788804191	0.874913486320226
10845	chr18	78857399	78858160	802	12	0.0738365247244238	0.956350710825007	Caudate	Non-heritable	chr18_78857399_78858160	10845	427	11	0.0832435870400007	0.843930952458399
10850	chr18	79218086	79218873	639	15	0.0380914257445319	0.833935981898182	Caudate	Non-heritable	chr18_79218086_79218873	10850	361	11	0.0440631307259777	0.835174155072739
10851	chr18	79245560	79246462	616	11	0.323213416335982	0.89279350040642	Caudate	Heritable	chr18_79245560_79246462	10851	354	11	0.317210296107105	0.827951264132627
10852	chr18	79323471	79324080	583	15	0.0313224844953598	0.787430252680585	Caudate	Non-heritable	chr18_79323471_79324080	10852	332	15	0.059686805429307	0.815058864071715
10853	chr18	79352805	79353386	580	14	0.0836518609685861	0.846825634563992	Caudate	Non-heritable	chr18_79352805_79353386	10853	332	14	0.0569317811117788	0.730336026047021
10854	chr18	79366116	79366534	575	12	0.0816693990379916	0.831423670196652	Caudate	Non-heritable	chr18_79366116_79366534	10854	326	11	0.0380639319930921	0.74939437124747
10857	chr18	79398180	79398471	556	14	0.0623695319571555	0.866375073608607	Caudate	Non-heritable	chr18_79398180_79398471	10857	321	11	0.0626352451397284	0.765172743239387
10859	chr18	79450849	79451023	541	11	0.0792082862320485	0.884928721900776	Caudate	Non-heritable	chr18_79450849_79451023	10859	309	12	0.0698379266755013	0.729427697890231
1086	chr1	2882973	2883211	725	11	0.114787756640114	0.863669900654822	Caudate	Heritable	chr1_2882973_2883211	1086	410	11	0.110501190185812	0.913251169752271
10862	chr18	79477112	79477604	525	15	0.0679746175614796	0.829597976175041	Caudate	Non-heritable	chr18_79477112_79477604	10862	294	11	0.0818330042268669	0.840737155644781
10863	chr18	79491741	79492149	511	11	0.0748883835897059	0.871589091978725	Caudate	Non-heritable	chr18_79491741_79492149	10863	307	11	0.0472207629371112	0.777710335535604
10864	chr18	79496948	79497150	526	15	0.0697524953479005	0.73112907321877	Caudate	Non-heritable	chr18_79496948_79497150	10864	296	11	0.0822972051956405	0.839123447626119
10865	chr18	79519957	79520479	520	13	0.0781202060398442	0.863234430793055	Caudate	Non-heritable	chr18_79519957_79520479	10865	297	15	0.0847998072650158	0.855240371509908
10869	chr18	79546732	79548005	488	11	0.48038473055679	0.842079976554886	Caudate	Heritable	chr18_79546732_79548005	10869	282	11	0.403260596497265	0.830483743710166
1087	chr1	29156935	29157072	454	11	0.0640755174973535	0.863838453764989	Caudate	Non-heritable	chr1_29156935_29157072	1087	267	11	0.0514855988244941	0.771090939679849
10870	chr18	79560279	79560608	496	11	0.050718084133263	0.864009893560305	Caudate	Non-heritable	chr18_79560279_79560608	10870	290	12	0.0969998121386752	0.789481762158226
10871	chr18	79576398	79576760	492	11	0.0865338957915604	0.864932628211143	Caudate	Non-heritable	chr18_79576398_79576760	10871	290	11	0.0344879400235335	0.704171546107049
10873	chr18	79590485	79590998	489	16	0.0481164790947618	0.831498049236874	Caudate	Non-heritable	chr18_79590485_79590998	10873	283	11	0.0777469513083192	0.840847853508187
10874	chr18	79606511	79606767	472	12	0.0879341774787927	0.862125241096242	Caudate	Non-heritable	chr18_79606511_79606767	10874	282	17	0.0255560237089549	0.657511015088565
10875	chr18	79616636	79616822	474	13	0.117376599512303	0.882616755807946	Caudate	Heritable	chr18_79616636_79616822	10875	283	11	0.205555727363475	0.867468343091734
10877	chr18	79734006	79734354	408	11	0.210666888766419	0.777499306056319	Caudate	Heritable	chr18_79734006_79734354	10877	262	16	0.239837725293138	0.808310619356144
10878	chr18	79771743	79771859	387	13	0.133177255168491	0.801624998282001	Caudate	Heritable	chr18_79771743_79771859	10878	224	11	0.12068284701525	0.753222718256946
1088	chr1	29202467	29203066	462	11	0.0776374956233647	0.846539015107482	Caudate	Non-heritable	chr1_29202467_29203066	1088	275	17	0.0925610981115805	0.789424899775442
10880	chr18	79863607	79864191	342	11	0.162818313196829	0.820618786567842	Caudate	Heritable	chr18_79863607_79864191	10880	212	11	0.123915027573943	0.758161378140144
10881	chr18	79871568	79871821	356	12	0.0737578100201517	0.692872948903736	Caudate	Non-heritable	chr18_79871568_79871821	10881	210	11	0.0664591874268535	0.757180709167563
10884	chr18	79881621	79882031	344	15	0.0742471550523564	0.79110224256668	Caudate	Non-heritable	chr18_79881621_79882031	10884	207	12	0.0649361978017547	0.581424772008357
10886	chr18	80032971	80033210	293	12	0.197433687961948	0.754468033288182	Caudate	Heritable	chr18_80032971_80033210	10886	182	12	0.339447192153989	0.721794920374853
10887	chr18	80074823	80075003	292	12	0.114295111856125	0.764517081469525	Caudate	Heritable	chr18_80074823_80075003	10887	181	13	0.180659421599707	0.718455071058259
10890	chr18	8730220	8730758	827	11	0.0594992311374911	0.947343027928527	Caudate	Non-heritable	chr18_8730220_8730758	10890	399	11	0.0977133567742153	0.900461747462075
10895	chr18	9831587	9831875	887	11	0.0832865514571435	0.966194338198244	Caudate	Non-heritable	chr18_9831587_9831875	10895	463	12	0.057327784357811	0.900161754409715
10896	chr18	9841310	9841517	875	13	0.0731706569164871	0.958116059155382	Caudate	Non-heritable	chr18_9841310_9841517	10896	487	17	0.0829161180336863	0.92168879145118
10897	chr18	9987897	9988250	832	12	0.082663786320192	0.961451138530748	Caudate	Non-heritable	chr18_9987897_9988250	10897	460	11	0.0845199389935867	0.912458640763702
10898	chr19	10138125	10138554	416	11	0.0478284400462174	0.847622017904149	Caudate	Non-heritable	chr19_10138125_10138554	10898	234	16	0.0617007654324812	0.702304967442287
10899	chr19	10227233	10227520	398	13	0.0564794990382763	0.837749008362098	Caudate	Non-heritable	chr19_10227233_10227520	10899	226	13	0.0565366491645583	0.721637718938561
109	chrX	133984303	133984495	129	12	0.0593146333332497	0.537407349048454	Caudate	Non-heritable	chrX_133984303_133984495	109	78	12	0.0659084496828352	0.443208652360449
1090	chr1	29260576	29260840	474	15	0.0738727355704479	0.870642303049144	Caudate	Non-heritable	chr1_29260576_29260840	1090	277	11	0.0243982872884569	0.727439522633134
10900	chr19	10364870	10365230	427	11	0.0698257747798536	0.781119593911058	Caudate	Non-heritable	chr19_10364870_10365230	10900	235	11	0.0482101406877538	0.75320831062282
10901	chr19	10486095	10486585	452	11	0.139827474508553	0.858092224118988	Caudate	Heritable	chr19_10486095_10486585	10901	250	11	0.120109545403037	0.7359078957779
10904	chr19	10765524	10765996	490	11	0.096850013825984	0.888002410856327	Caudate	Non-heritable	chr19_10765524_10765996	10904	269	11	0.0701374227504884	0.75897180860098
10907	chr19	11203596	11203796	384	11	0.104228379355269	0.849159710262164	Caudate	Heritable	chr19_11203596_11203796	10907	205	16	0.153740642633558	0.772013749380494
10908	chr19	11243054	11243171	374	11	0.109391682783451	0.849663010341889	Caudate	Heritable	chr19_11243054_11243171	10908	210	11	0.114298448746819	0.774787921546013
1091	chr1	2947207	2947679	758	11	0.488609622612398	0.86766922842876	Caudate	Heritable	chr1_2947207_2947679	1091	424	11	0.117338267619313	0.90901015331611
10910	chr19	11365586	11365832	353	14	0.0892580575898174	0.806404959368846	Caudate	Non-heritable	chr19_11365586_11365832	10910	187	14	0.0750752280807008	0.707237138170028
10913	chr19	11640649	11640810	340	11	0.257879322175302	0.817420651676262	Caudate	Heritable	chr19_11640649_11640810	10913	187	11	0.162002193677392	0.768055855799429
10914	chr19	11930891	11931305	341	11	0.0731952318209027	0.85610157431675	Caudate	Non-heritable	chr19_11930891_11931305	10914	197	11	0.0834637390947721	0.733285539295238
10915	chr19	12051644	12051799	347	11	0.338426650509031	0.812333952357151	Caudate	Heritable	chr19_12051644_12051799	10915	199	13	0.153708010046487	0.735539730404456
10917	chr19	1213870	1214319	999	12	0.0581226774729312	0.949657550521173	Caudate	Non-heritable	chr19_1213870_1214319	10917	528	11	0.0877255597109906	0.940164037566828
10918	chr19	1221681	1221812	999	15	0.106382695148098	0.97702513496859	Caudate	Heritable	chr19_1221681_1221812	10918	528	11	0.120108935000503	0.930905909982293
10919	chr19	12266341	12266504	351	16	0.131785496918333	0.760643092875754	Caudate	Heritable	chr19_12266341_12266504	10919	203	11	0.211878764216955	0.742900756925836
1092	chr1	2949159	2950250	758	11	0.0478449447088339	0.896944883680137	Caudate	Non-heritable	chr1_2949159_2950250	1092	434	11	0.0538145949322271	0.891415677652725
10920	chr19	12438682	12439515	386	11	0.410577737438043	0.861667393910214	Caudate	Heritable	chr19_12438682_12439515	10920	217	11	0.384130181586971	0.81418065363576
10921	chr19	1254090	1256279	996	11	0.0991287756330993	0.973155642837593	Caudate	Non-heritable	chr19_1254090_1256279	10921	541	11	0.0721903744195826	0.935212667076195
10922	chr19	12596957	12597187	444	11	0.0630754714345008	0.873231209847428	Caudate	Non-heritable	chr19_12596957_12597187	10922	244	12	0.0597505940472869	0.802092600890475
10925	chr19	12765662	12766622	446	12	0.217503076826743	0.870344446438191	Caudate	Heritable	chr19_12765662_12766622	10925	260	11	0.527099343123475	0.861686466922039
10926	chr19	12873243	12873501	473	11	0.117810471882715	0.898200532874701	Caudate	Heritable	chr19_12873243_12873501	10926	256	11	0.118522599633506	0.833871076001931
10927	chr19	1295637	1295764	981	12	0.101810122681205	0.971058604456601	Caudate	Heritable	chr19_1295637_1295764	10927	561	11	0.119352312139658	0.942357364262794
10928	chr19	12977893	12978250	467	11	0.0383278763617403	0.806804179034431	Caudate	Non-heritable	chr19_12977893_12978250	10928	263	13	0.0602009763512761	0.75729378973373
10929	chr19	13001224	13003408	473	11	0.0665035625449431	0.880065663747515	Caudate	Non-heritable	chr19_13001224_13003408	10929	266	11	0.0792750549236839	0.792279652971293
1093	chr1	2967016	2967593	776	15	0.126195397874901	0.953407813737383	Caudate	Heritable	chr1_2967016_2967593	1093	448	11	0.142894845064023	0.930902691359587
10930	chr19	1302442	1302614	976	15	0.0756975556330929	0.969870965907271	Caudate	Non-heritable	chr19_1302442_1302614	10930	555	13	0.0503874610978605	0.941086969451239
10931	chr19	13207495	13208785	507	11	0.0552854269510186	0.883698115657745	Caudate	Non-heritable	chr19_13207495_13208785	10931	288	12	0.0770934643764939	0.809536046693863
10932	chr19	13298593	13299027	550	13	0.148771650094001	0.890357020271688	Caudate	Heritable	chr19_13298593_13299027	10932	298	11	0.148627807785652	0.842286948683751
10933	chr19	1373358	1373768	977	11	0.0851568459595712	0.968158722837398	Caudate	Non-heritable	chr19_1373358_1373768	10933	543	21	0.0723003019656003	0.929608425674552
10934	chr19	13763976	13764336	658	11	0.243991244734116	0.89889802944136	Caudate	Heritable	chr19_13763976_13764336	10934	360	11	0.491153192927455	0.856821248967252
10935	chr19	13765572	13765806	643	11	0.263050515114219	0.900337661721276	Caudate	Heritable	chr19_13765572_13765806	10935	366	17	0.455947209691709	0.856570706567028
10936	chr19	1388078	1388274	986	13	0.0833788812316396	0.967332377718402	Caudate	Non-heritable	chr19_1388078_1388274	10936	542	15	0.0435527917235836	0.935654772580681
10939	chr19	14221849	14222075	757	12	0.111482636490361	0.953186107461017	Caudate	Heritable	chr19_14221849_14222075	10939	422	11	0.106440845990365	0.857273533515606
1094	chr1	2968913	2969174	778	11	0.0653059303654849	0.948147565909129	Caudate	Non-heritable	chr1_2968913_2969174	1094	435	11	0.0839802463073199	0.896599119140346
10940	chr19	14282673	14283028	727	11	0.0632598455069055	0.933055730192011	Caudate	Non-heritable	chr19_14282673_14283028	10940	406	11	0.0983829036167607	0.906553349594439
10942	chr19	1465815	1465863	940	17	0.0751188065662722	0.967818310860279	Caudate	Non-heritable	chr19_1465815_1465863	10942	524	11	0.0984152183219756	0.944339051739001
10944	chr19	14954208	14954273	620	11	0.101272552170024	0.913961434974627	Caudate	Heritable	chr19_14954208_14954273	10944	344	11	0.120450655442521	0.880044223476655
10945	chr19	1540320	1540736	955	11	0.0648183474723173	0.971084304623332	Caudate	Non-heritable	chr19_1540320_1540736	10945	543	13	0.0937312991807005	0.961984122464234
10948	chr19	15471964	15472093	624	11	0.0900401682987064	0.909392814406037	Caudate	Non-heritable	chr19_15471964_15472093	10948	333	11	0.085890323747662	0.8635739992527
10949	chr19	15674508	15676166	556	14	0.240874210666355	0.889493164677333	Caudate	Heritable	chr19_15674508_15676166	10949	299	11	0.562811841516032	0.885626180141171
10955	chr19	17216217	17216320	664	17	0.0335856947587311	0.891358962233907	Caudate	Non-heritable	chr19_17216217_17216320	10955	409	11	0.0579504357492465	0.855328124993717
10956	chr19	17323303	17323437	655	11	0.0905665029656503	0.933514631786533	Caudate	Non-heritable	chr19_17323303_17323437	10956	399	12	0.0365980871102839	0.870420911446614
10957	chr19	17346047	17346361	641	11	0.0592628314377994	0.92532025350505	Caudate	Non-heritable	chr19_17346047_17346361	10957	405	11	0.068523662166032	0.871810205425508
10959	chr19	17394897	17395391	674	18	0.147257119059285	0.883389043312714	Caudate	Heritable	chr19_17394897_17395391	10959	424	13	0.224784845491127	0.884907842590799
10961	chr19	17831705	17831783	688	13	0.100666383846396	0.939707538139701	Caudate	Heritable	chr19_17831705_17831783	10961	407	22	0.156499774290498	0.907418520461568
10962	chr19	1789461	1789736	894	11	0.136862998157631	0.962327191906301	Caudate	Heritable	chr19_1789461_1789736	10962	497	15	0.128793344828615	0.934588034836232
10964	chr19	1796385	1796789	878	16	0.0911502541341315	0.962244751390436	Caudate	Non-heritable	chr19_1796385_1796789	10964	510	14	0.0790880485582651	0.941268009991425
10966	chr19	18008640	18008777	681	11	0.051857512643455	0.833045164383774	Caudate	Non-heritable	chr19_18008640_18008777	10966	432	15	0.096651582896702	0.924637093269361
10967	chr19	18010218	18010417	668	11	0.0757870989660232	0.920673462145315	Caudate	Non-heritable	chr19_18010218_18010417	10967	421	11	0.0509508905701251	0.896953446823959
10969	chr19	18161818	18161920	654	11	0.130136338016046	0.934695613267697	Caudate	Heritable	chr19_18161818_18161920	10969	381	16	0.139034007492945	0.831043091866512
10970	chr19	18432940	18433143	592	14	0.0661491964346133	0.912921218666629	Caudate	Non-heritable	chr19_18432940_18433143	10970	360	11	0.0977997506180136	0.842816676717886
10971	chr19	18590440	18590831	531	11	0.0688400597021941	0.87576170199315	Caudate	Non-heritable	chr19_18590440_18590831	10971	332	14	0.0727401644152561	0.842573100580995
10972	chr19	18650232	18650497	513	11	0.0457568909260046	0.873763732032373	Caudate	Non-heritable	chr19_18650232_18650497	10972	303	11	0.0776162447990186	0.838961159576832
10973	chr19	18745095	18745411	487	11	0.0647271502341308	0.83594085627807	Caudate	Non-heritable	chr19_18745095_18745411	10973	295	11	0.08859150289954	0.868277178846446
10974	chr19	18769211	18769521	499	11	0.0222870857811338	0.693246899040652	Caudate	Non-heritable	chr19_18769211_18769521	10974	304	16	0.0563026263658039	0.820568936574844
10979	chr19	1907829	1908574	812	14	0.0944174975764979	0.956291864259723	Caudate	Non-heritable	chr19_1907829_1908574	10979	459	13	0.0862875259212056	0.910606800420524
1098	chr1	2982933	2983551	787	11	0.0381119684803657	0.917299944243436	Caudate	Non-heritable	chr1_2982933_2983551	1098	446	16	0.066480989150359	0.911228727445095
10980	chr19	19105507	19106244	383	11	0.0802858978298759	0.833700198507487	Caudate	Non-heritable	chr19_19105507_19106244	10980	234	17	0.0306850826010969	0.586533461608163
10982	chr19	19526792	19526980	347	11	0.0513787583198601	0.765258623791687	Caudate	Non-heritable	chr19_19526792_19526980	10982	205	11	0.0905659354102939	0.753486039811382
10983	chr19	19537090	19537746	348	11	0.072940340423782	0.783580749928726	Caudate	Non-heritable	chr19_19537090_19537746	10983	207	12	0.060599308532695	0.715308857755469
10985	chr19	19652798	19652962	346	11	0.0483407229776352	0.729662741674085	Caudate	Non-heritable	chr19_19652798_19652962	10985	203	11	0.0713425247577992	0.731031981664976
10987	chr19	19865226	19865362	333	13	0.147199113119129	0.813765543219605	Caudate	Heritable	chr19_19865226_19865362	10987	189	11	0.133712391017072	0.792657912241134
10988	chr19	20237433	20237477	291	14	0.133217849329212	0.672559276555743	Caudate	Heritable	chr19_20237433_20237477	10988	172	11	0.10486454719608	0.636705282996074
10989	chr19	20278078	20279191	297	11	0.705129345816184	0.829807037383639	Caudate	Heritable	chr19_20278078_20279191	10989	166	11	0.540978572365532	0.757671683658586
1099	chr1	2984786	2984956	761	15	0.0648928914322038	0.942065413515022	Caudate	Non-heritable	chr1_2984786_2984956	1099	442	12	0.0810142416523459	0.909853376285209
10991	chr19	20422880	20423532	286	12	0.0685059525367539	0.753146290212661	Caudate	Non-heritable	chr19_20422880_20423532	10991	165	11	0.0546435792226558	0.609412644220485
10993	chr19	20569812	20571481	288	11	0.796726078739112	0.83013803761192	Caudate	Heritable	chr19_20569812_20571481	10993	168	11	0.743916001917298	0.857882099212746
10994	chr19	20575389	20577688	290	11	0.785070842233963	0.842344774141688	Caudate	Heritable	chr19_20575389_20577688	10994	162	11	0.757523656506354	0.836545094222723
10995	chr19	2064781	2065322	798	11	0.0892395189200923	0.956767820797772	Caudate	Non-heritable	chr19_2064781_2065322	10995	457	11	0.0750752772154262	0.92832356605363
10996	chr19	20665107	20665877	307	11	0.149186750700763	0.779087091192453	Caudate	Heritable	chr19_20665107_20665877	10996	184	11	0.117214918844005	0.696743364646116
10999	chr19	21464007	21464067	282	11	0.20356154805473	0.755163851258615	Caudate	Heritable	chr19_21464007_21464067	10999	149	11	0.275711555399037	0.694227251967203
11	chrX	102125211	102125414	119	11	0.0234801794205752	0.268819921800012	Caudate	Low prediction	chrX_102125211_102125414	11	74	11	0.0272427805096412	0.222537723972205
