seqnames	start	end	h2_category	hg38_genes_introns	hg38_cpg_inter	hg38_genes_1to5kb	hg38_cpg_shores	hg38_cpg_islands	hg38_genes_exons	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs	hg38_genes_3UTRs
chr4	68993721	68994306	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	69104016	69104179	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	69267307	69269683	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	69271344	69276172	Heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr4	69296000	69297040	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	69308541	69311059	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr4	69320110	69323685	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	69364545	69365657	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	70032828	70035552	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr4	72591684	72592622	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	73980755	73982950	Heritable	1	0	0	1	1	1	0	0	1	1	1	1
chr4	74046291	74046529	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	76048617	76049366	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	76211368	76212041	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr4	76420556	76420765	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	76533840	76534570	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr4	76898535	76898668	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr4	76993024	76994029	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	77286814	77288856	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	79634331	79635305	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	79727789	79729504	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	80188578	80189305	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr4	81468807	81469965	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr4	82379717	82380451	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	83034276	83034443	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr4	83516373	83517100	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	84126270	84127227	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	84480668	84481000	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr4	86904643	86904835	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	87235285	87236086	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	87863646	87864127	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	87922541	87922692	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	87975647	87976044	Heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr4	88820634	88821187	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	89298399	89299719	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	91790096	91792040	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	96507020	96507844	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	98587581	98588276	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	100191160	100191526	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr4	101456161	101457801	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	102868158	102868363	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr4	105087960	105088443	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	107718494	107719024	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	107990961	107991040	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr4	108514436	108515552	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	108611417	108612630	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	108714314	108714858	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	108742802	108743495	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	109008436	109010059	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	111838461	111839351	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	112308367	112308748	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	114456667	114456851	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	114495091	114495769	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	114515043	114515214	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	118057736	118058878	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	118565933	118566335	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	118590840	118592236	Non-heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr4	119330745	119333096	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr4	119394975	119395239	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr4	121695643	121695847	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	123443637	123444526	Non-heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr4	125452049	125452504	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr4	128552941	128554521	Heritable	1	1	1	0	0	1	0	1	1	0	0	0
chr4	128635242	128636155	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	129096018	129096277	Heritable	1	0	1	0	0	1	1	0	1	0	1	0
chr4	131725597	131725805	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr4	134495454	134495783	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	138587851	138590492	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	139014769	139014958	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr4	139650410	139650771	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	139902560	139903024	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	140351404	140352099	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	140920750	140921736	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	141333508	141333934	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr4	142522627	142524234	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	143019666	143021337	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	143131172	143131674	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	143338348	143339282	Non-heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr4	143351030	143351958	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr4	143750950	143752878	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	143911914	143912462	Non-heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr4	145839247	145839992	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr4	145882067	145883027	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	147596121	147597992	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	150957021	150961046	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	151169289	151169757	Non-heritable	1	1	1	0	0	0	0	1	0	0	0	0
chr4	151945893	151948206	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	152046363	152046804	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	152989841	152990864	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	153168608	153170500	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	153205131	153208075	Heritable	1	1	0	0	0	1	0	1	1	0	1	0
chr4	153213437	153215420	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	153220962	153221936	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr4	153250266	153250399	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	153297143	153298100	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr4	153488421	153489148	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	154333634	154333898	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr4	154744844	154745256	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr4	154845927	154846332	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	155802365	155802624	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr4	156237128	156237570	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	157061526	157061937	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr4	157700544	157701872	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	161308018	161308957	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	162115436	162116524	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	163331050	163331460	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr4	163550499	163551032	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	164956434	164957474	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr4	165379883	165380185	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	165426736	165429656	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	167232321	167233145	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	168260360	168260707	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	168479840	168479940	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	168816888	168817277	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	168877589	168878576	Heritable	1	0	0	1	1	1	0	0	0	0	1	0
chr4	169268848	169269500	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr4	170975678	170977657	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr4	172774852	172776915	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	175807440	175808093	Heritable	1	1	0	0	0	1	0	0	1	0	1	0
chr4	177191784	177192180	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	179081051	179081282	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	180518222	180519127	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	180919961	180920735	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	181281163	181281793	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	182140621	182140725	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr4	182141546	182142529	Non-heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr4	182807101	182807241	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	182922726	182923247	Heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr4	183012670	183013898	Heritable	0	1	1	0	0	0	0	1	0	0	0	0
chr4	183375469	183376436	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr4	183860280	183861127	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	183907723	183908486	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr4	184017093	184017334	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr4	184100361	184101007	Heritable	1	0	0	0	0	1	1	0	1	0	0	0
chr4	184190924	184191671	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	184432230	184432757	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	184476758	184477406	Heritable	1	0	1	1	0	1	1	0	0	0	0	0
chr4	184807612	184808106	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr4	184965069	184965343	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	186021550	186021765	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	186149593	186150270	Heritable	1	1	0	0	0	1	0	0	0	0	1	0
chr4	186203782	186204804	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr4	187465433	187465644	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	187921772	187922573	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	188218062	188218736	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	188236782	188237096	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	188664674	188667686	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr4	189232445	189232814	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	189272823	189273502	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	189275045	189278585	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr4	189603075	189603829	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	189617621	189617962	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	189685528	189686205	Non-heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr4	189810493	189811155	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr4	190014315	190015117	Heritable	0	0	1	1	1	0	0	0	1	0	0	0
chr4	190022741	190023360	Heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr4	190041046	190041500	Heritable	0	0	1	0	1	1	0	0	1	0	0	0
chr4	190068651	190068706	Heritable	0	0	1	0	1	1	0	0	0	0	0	0
chr5	1004035	1004252	Heritable	0	0	1	0	1	0	0	0	1	0	0	0
chr5	1191012	1192007	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr5	1245747	1246378	Heritable	1	0	0	1	1	1	0	0	0	1	0	1
chr5	1330270	1330797	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr5	1551429	1552327	Non-heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr5	1593906	1594981	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr5	1634475	1634866	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr5	1709851	1710156	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	1724975	1725671	Heritable	0	0	0	1	1	1	0	1	1	0	0	0
chr5	1849670	1849909	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr5	1856509	1857406	Heritable	0	0	0	1	1	1	0	0	1	0	0	0
chr5	1867479	1868179	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	1948650	1949065	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr5	1973285	1974300	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	2007892	2008481	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr5	2111248	2111612	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	2643010	2643215	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr5	2740326	2743146	Non-heritable	0	0	1	1	1	0	0	1	0	1	0	0
chr5	3601724	3602345	Non-heritable	0	0	1	0	1	0	0	0	0	0	0	0
chr5	4002267	4003570	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	4511913	4512257	Heritable	1	1	0	0	0	0	0	0	1	0	0	0
chr5	4942427	4942505	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	5304566	5304880	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	8973865	8975018	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	9328203	9328810	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	9429859	9430103	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	9543068	9543532	Non-heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr5	9546782	9548061	Heritable	1	0	1	1	0	0	0	1	1	0	0	0
chr5	10123982	10124666	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	10138594	10138804	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	10534594	10535089	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	10638107	10638831	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr5	10649345	10650239	Heritable	0	0	0	0	1	1	0	0	0	0	0	1
chr5	13988023	13988228	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	16557784	16558947	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	16654734	16656698	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	16699478	16699705	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	17096767	17097319	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	17390153	17390481	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	18680635	18682291	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	21895371	21896572	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	23984494	23984779	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	28599686	28600028	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	28927269	28928547	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr5	29457338	29457485	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	30687640	30688230	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	31755012	31755193	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	31886783	31887932	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	33439253	33439961	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr5	34425891	34427470	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	36693698	36694135	Non-heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr5	37836079	37836290	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr5	37858672	37859275	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	38441583	38441997	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	40835977	40836257	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr5	43037021	43037210	Heritable	1	0	1	1	1	0	0	0	0	0	0	0
chr5	52909394	52910359	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr5	54651146	54651946	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	54785117	54786758	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr5	54811898	54812997	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr5	56186995	56187578	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	58156332	58157398	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	59186320	59188216	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	59189682	59190108	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	59583527	59585263	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	61432219	61433338	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	62143926	62144427	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	62404658	62404908	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr5	64507747	64507997	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	65364711	65364929	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	65525235	65525891	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr5	67005075	67005517	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr5	69415811	69415905	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr5	70401076	70401181	Low prediction	0	1	0	0	0	0	0	0	0	1	0	0
chr5	71450278	71450456	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	73201546	73201756	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	73232658	73232754	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	73275948	73276886	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	73435995	73436233	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr5	73964219	73965677	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	74798920	74799665	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr5	75612287	75612506	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	76243308	76244201	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr5	77843790	77844060	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	77845174	77845271	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	77848046	77848520	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr5	77851081	77851252	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr5	77958710	77959054	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr5	77973389	77973638	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr5	77993269	77993909	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	78002933	78005154	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr5	78509615	78510008	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr5	80225879	80226363	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	80253725	80254215	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr5	80368912	80369790	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	81194256	81194856	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	82279026	82279354	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr5	82858834	82859632	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr5	83721032	83721429	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr5	85142544	85143292	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	88681112	88683156	Heritable	1	0	1	1	0	1	1	0	0	0	0	0
chr5	88686091	88689213	Heritable	1	0	1	1	0	1	1	1	1	0	0	0
chr5	88693093	88696192	Heritable	1	1	1	0	0	1	1	0	1	0	0	0
chr5	88813440	88814771	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr5	88879937	88880194	Heritable	1	1	1	0	0	0	1	0	0	0	0	0
chr5	91279368	91279666	Heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr5	92688168	92688426	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr5	93570145	93572619	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr5	93574789	93575063	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr5	93586203	93587318	Heritable	1	0	1	1	0	1	0	0	1	0	1	0
chr5	93589085	93591442	Heritable	1	0	1	1	0	0	1	0	1	0	0	0
chr5	93593373	93594206	Heritable	1	0	1	1	1	1	0	0	0	0	0	1
chr5	93594928	93595828	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr5	93600584	93603878	Non-heritable	0	0	0	1	0	1	1	1	0	1	0	0
chr5	93604852	93606311	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr5	93609380	93611067	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	95711033	95711251	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	95823423	95823935	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr5	96660980	96661651	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr5	97070780	97071402	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	98775206	98776118	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr5	101585063	101587154	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	101632074	101633855	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	101782829	101783957	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	102669486	102669722	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr5	103561786	103562354	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	103562842	103563301	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr5	106620818	106621524	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	108728882	108729121	Non-heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr5	109692267	109693758	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr5	110227386	110228438	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	112492269	112492862	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	112556028	112557839	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	112736637	112736838	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	112978210	112978382	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	114857153	114857733	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	116625941	116626663	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	116771635	116772355	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	117205228	117205915	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	117254279	117255863	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	118263164	118264425	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	119355407	119355541	Non-heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr5	122942410	122944138	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	123066608	123068403	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr5	123086109	123086229	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr5	123157890	123158213	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	124235816	124236352	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	124574637	124575362	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	124599040	124599531	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr5	126002242	126002584	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	126593800	126594547	Heritable	1	0	0	1	0	1	0	0	1	0	0	1
chr5	127072961	127073174	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr5	127073565	127073861	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr5	127291369	127293317	Heritable	1	0	1	1	0	0	1	0	1	0	0	0
chr5	127941669	127941892	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	128081593	128082232	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr5	129233787	129236150	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	132258059	132258345	Heritable	1	0	1	1	1	0	0	0	0	0	0	0
chr5	132272798	132272929	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr5	132273166	132273443	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr5	133583306	133583450	Heritable	1	1	0	0	0	1	0	0	0	0	1	0
chr5	134059142	134059553	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr5	134875544	134875762	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	135544249	135544997	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr5	136079169	136082619	Heritable	0	0	1	1	1	1	0	1	1	1	0	0
chr5	136191117	136191524	Heritable	0	0	0	1	1	1	0	0	0	1	0	1
chr5	137496891	137497699	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr5	138133161	138133533	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr5	138455178	138455769	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr5	138928528	138929371	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr5	139223667	139224122	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr5	139676638	139677154	Non-heritable	1	1	1	0	0	0	1	0	0	0	0	0
chr5	140106916	140107015	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr5	140710437	140710819	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr5	141492246	141492477	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr5	141508196	141509573	Heritable	1	1	0	0	0	1	1	1	0	0	0	0
chr5	141514389	141514814	Heritable	0	0	0	1	0	0	0	1	0	1	0	0
