seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_cpg_islands	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_inter	hg38_cpg_shores	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs
chr2	231615126	231615524	Heritable	0	1	0	0	0	0	1	0	0	0	1	0
chr2	231640860	231641048	Heritable	0	0	0	0	0	1	0	0	1	0	1	0
chr2	231642658	231643159	Heritable	0	0	0	0	0	1	0	0	1	0	1	0
chr2	232877144	232877628	Heritable	0	1	1	1	1	0	1	0	0	0	0	0
chr2	233435978	233436885	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr2	233444192	233446079	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr2	233460945	233462883	Non-heritable	1	1	1	1	1	0	1	0	0	1	0	0
chr2	233481453	233482132	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr2	233992689	233993416	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	234412720	234412900	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	234761351	234762161	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	234913261	234914366	Heritable	0	0	1	0	0	1	0	0	0	1	0	0
chr2	234953377	234954972	Heritable	0	0	0	1	0	0	1	0	1	0	0	0
chr2	234960264	234961077	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	234974678	234975036	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr2	234989202	234989785	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr2	235050982	235051232	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr2	235191755	235192716	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	235384490	235385353	Heritable	0	1	0	0	0	0	1	0	0	0	1	0
chr2	235504761	235505363	Heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr2	235577981	235578243	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	235677383	235678134	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr2	235688917	235689298	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	235712825	235713174	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	235747845	235748187	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	235940540	235940982	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	235958974	235959242	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr2	236053484	236054063	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	236626309	236626561	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	236898796	236899360	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	237390125	237391198	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr2	237559142	237559538	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr2	237673098	237673891	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr2	237860566	237861267	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr2	238102607	238103023	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr2	238231091	238231349	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr2	238586204	238587112	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	238854626	238854979	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	238905476	238906241	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	238965416	238965962	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr2	239131775	239132072	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	239155774	239156029	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr2	239175856	239176588	Heritable	0	0	1	1	0	0	0	1	0	0	0	0
chr2	239291713	239292102	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr2	239299361	239299985	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr2	239735416	239735825	Heritable	0	0	1	0	0	1	0	0	0	0	1	0
chr2	239802022	239802369	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr2	239803891	239804490	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	239954784	239954964	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	240015668	240016320	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr2	240237579	240237882	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	240286701	240287209	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr2	240297625	240298039	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	240300488	240301050	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr2	240443710	240443942	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	240454450	240454795	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr2	240622613	240623131	Non-heritable	1	1	0	1	0	0	1	0	0	0	0	0
chr2	240960671	240960892	Heritable	1	0	0	1	0	1	0	0	1	1	0	0
chr2	241094350	241094687	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr2	241494126	241494788	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr2	241546808	241547307	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr2	241560336	241561459	Heritable	1	0	0	1	0	0	1	0	1	0	0	0
chr2	241589585	241591379	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	241728840	241729077	Heritable	1	0	1	0	1	0	0	1	0	0	0	0
chr2	241810575	241811651	Heritable	1	0	1	1	0	0	1	1	0	1	0	1
chr2	241812945	241813522	Non-heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr2	241901813	241902725	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr2	241944315	241944902	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr2	242046269	242047918	Heritable	1	1	1	1	0	0	1	0	0	0	0	0
chr3	1268333	1268954	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	4304172	4304266	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	4952971	4953209	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	8678425	8680057	Heritable	1	0	1	1	0	1	0	0	0	0	0	1
chr3	8767276	8767557	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr3	8792711	8793438	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	9124672	9124921	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	9842984	9843080	Non-heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr3	9864246	9864530	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr3	9934557	9934853	Heritable	1	0	1	1	1	0	1	0	0	0	0	0
chr3	10142490	10142806	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr3	10164469	10164574	Heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr3	10165558	10165644	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	10346022	10346819	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	10463321	10464794	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	10503330	10503847	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	10551649	10552202	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	10764271	10764761	Heritable	1	0	0	0	0	1	0	0	0	1	0	0
chr3	11010465	11011171	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr3	11060193	11060567	Heritable	0	0	0	0	0	1	0	0	0	1	0	0
chr3	11610285	11610569	Heritable	1	0	1	1	0	1	0	0	0	1	0	1
chr3	11641398	11641942	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	12005489	12007584	Non-heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	12786621	12787685	Heritable	0	0	1	0	0	1	0	0	0	0	1	0
chr3	12815958	12817241	Heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr3	13071427	13071962	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	13095634	13095894	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	13204193	13204654	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr3	13333118	13333520	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	14573375	14574022	Heritable	0	1	1	0	0	0	1	0	0	0	0	0
chr3	14648724	14648937	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr3	15377568	15378004	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr3	15632676	15635249	Heritable	0	0	1	1	0	1	0	0	1	0	0	1
chr3	15654822	15655558	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	16889016	16889270	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr3	16897003	16897885	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	19102824	19104003	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	20038706	20039041	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr3	20042371	20043049	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	21225887	21226608	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	21916930	21917928	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	22373137	22373979	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr3	22669954	22670681	Heritable	0	0	1	1	0	1	0	0	0	0	1	0
chr3	23481306	23481812	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	23611518	23612328	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	23672232	23672330	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	25661241	25662008	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr3	26218818	26218898	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	26243851	26244393	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	26627181	26627858	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr3	27726286	27726641	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr3	27728281	27729606	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr3	27730995	27731823	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr3	29453090	29453797	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	30680926	30682402	Heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr3	32454905	32455901	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr3	32902547	32903122	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	37183391	37184162	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	37281651	37282237	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	38040030	38040203	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	39188947	39189439	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	39405867	39406194	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr3	39484344	39494109	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	39501330	39506175	Heritable	1	1	1	1	1	0	1	1	1	1	0	1
chr3	40387576	40388076	Non-heritable	0	0	1	1	0	0	1	0	0	1	0	1
chr3	41304780	41305565	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	42129275	42129496	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	42139936	42140605	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	42685900	42685997	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr3	42732651	42734457	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	43081213	43081945	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr3	43103488	43105065	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	43999942	44001303	Heritable	1	0	0	0	0	0	1	0	1	1	0	0
chr3	45330275	45330760	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	46488829	46489077	Non-heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr3	46558565	46559451	Heritable	0	0	1	1	0	1	0	0	1	0	0	0
chr3	46628864	46629446	Non-heritable	0	0	0	0	0	1	0	0	1	0	1	0
chr3	46753995	46762565	Heritable	1	1	1	1	0	1	1	1	0	1	0	1
chr3	46766578	46766876	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	46795325	46797188	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr3	46994644	46995498	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	47409666	47409983	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr3	47573734	47574143	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr3	48089739	48089814	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr3	49199098	49199261	Heritable	0	1	1	1	0	0	1	0	0	1	0	1
chr3	49657012	49658373	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	49663094	49665545	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr3	49720172	49720420	Heritable	0	0	1	1	1	0	1	0	0	1	0	0
chr3	49983863	49984768	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	50676223	50676603	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	51970320	51971309	Heritable	1	0	1	1	0	0	0	1	0	1	0	0
chr3	51973394	51973480	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr3	52028288	52029248	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	52046534	52048153	Heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr3	52199003	52199429	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr3	52366219	52366801	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	52444949	52445211	Heritable	0	0	1	0	0	0	1	0	0	1	0	1
chr3	52469130	52469532	Non-heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr3	52518709	52518860	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	52521939	52522430	Heritable	1	0	1	1	0	0	0	1	0	1	0	0
chr3	53241021	53241609	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr3	55077247	55077893	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	55474377	55474992	Non-heritable	1	1	1	1	0	0	1	0	0	0	0	0
chr3	56762162	56762792	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	56769230	56769487	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	56802533	56802659	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr3	57948293	57949053	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	58009580	58010055	Heritable	0	0	0	1	0	0	1	0	1	0	0	0
chr3	58025746	58026781	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	58118470	58120058	Non-heritable	0	0	1	1	1	1	0	1	0	0	0	0
chr3	58163995	58165212	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	58177496	58177660	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr3	58186923	58187964	Heritable	0	0	1	0	0	1	0	0	0	0	1	0
chr3	58307895	58308183	Heritable	1	0	1	1	0	0	1	0	0	0	0	1
chr3	58586135	58586322	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	61559792	61559977	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr3	61866662	61866832	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	63280167	63281519	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	63296380	63297668	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	63343581	63344737	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	64265410	64266976	Heritable	0	0	0	1	0	0	1	1	1	0	0	0
chr3	65509001	65509660	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	65594985	65595968	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	65953293	65954413	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	66035681	66036821	Heritable	0	0	0	1	0	0	1	1	1	0	0	0
chr3	66387032	66387835	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr3	66537928	66538333	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	69248747	69250341	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	69460072	69460424	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	69540984	69541182	Heritable	1	0	1	1	0	0	1	0	0	0	0	1
chr3	69967181	69967854	Heritable	0	0	1	0	1	1	0	0	0	0	0	0
chr3	70231371	70231710	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	70611245	70611914	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr3	70982937	70983103	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr3	71017914	71018374	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	71752867	71753100	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr3	72257963	72258529	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	72412231	72413479	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	72442795	72444496	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr3	72729099	72729293	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	72889180	72889773	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	72957305	72957922	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	75395735	75396660	Heritable	1	1	0	0	0	0	1	0	0	1	0	0
chr3	75672283	75673313	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr3	75708579	75710522	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	75713044	75720003	Heritable	0	0	1	1	0	1	0	0	1	0	0	0
chr3	75726495	75729413	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	75749958	75753983	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	75785552	75785937	Heritable	0	1	1	0	0	0	1	0	0	1	0	1
chr3	96776682	96777064	Heritable	0	1	1	0	0	0	1	0	0	1	0	0
chr3	98186510	98194043	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	98307981	98309344	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	98658019	98658515	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr3	100590645	100591114	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	101559750	101560397	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr3	101723845	101723933	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr3	105882257	105883127	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	107673922	107674609	Heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr3	109187422	109189201	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	111277932	111278815	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	112000444	112002968	Non-heritable	0	0	1	1	0	1	0	0	1	1	0	1
chr3	112992377	112993626	Heritable	1	0	1	1	0	0	1	1	0	0	0	1
chr3	113515900	113516168	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr3	113606953	113607277	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	114758715	114759409	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr3	114847418	114848807	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	114879487	114880246	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	116923680	116925748	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	118991195	118992628	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	120559722	120560835	Heritable	0	0	0	0	0	1	0	0	1	0	1	0
chr3	122021704	122021913	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	122417143	122417410	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr3	122996007	122996520	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr3	123412851	123413310	Heritable	0	0	1	1	0	1	0	0	1	1	0	1
chr3	123445567	123446835	Heritable	0	0	0	1	0	0	1	0	1	0	0	0
chr3	123469567	123469948	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	123619201	123620721	Heritable	1	0	1	1	1	1	0	0	0	1	0	1
chr3	123991233	123992437	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr3	125596089	125596164	Heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr3	125989787	125991383	Heritable	0	1	1	1	0	0	1	0	1	1	0	0
chr3	126104686	126105121	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr3	126213783	126213958	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr3	126466105	126466537	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	127002206	127002811	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	127006433	127006735	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	127337873	127338474	Heritable	0	1	1	1	0	0	1	0	0	1	0	0
chr3	127371345	127371699	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	127548325	127548616	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr3	127673910	127674674	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr3	127710195	127711164	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	127729833	127730445	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	127743406	127745292	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	127819344	127821793	Heritable	0	0	1	1	0	0	1	1	1	0	0	0
chr3	127914714	127914925	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr3	128352369	128352618	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	128844816	128845240	Heritable	0	0	0	0	0	1	0	0	0	1	0	0
chr3	128903898	128904418	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr3	129118956	129120363	Heritable	1	0	0	1	0	0	1	1	1	0	0	0
chr3	129359331	129361742	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	130064427	130068127	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	130069185	130074074	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	130098582	130098978	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr3	130726544	130727609	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr3	133674995	133675193	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	133746900	133750015	Heritable	1	0	1	1	0	0	1	1	0	1	0	1
chr3	133783696	133783983	Heritable	0	1	1	0	1	0	1	0	0	1	0	0
chr3	134070743	134071270	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	134359294	134359917	Heritable	1	0	1	1	0	0	1	1	0	0	0	0
chr3	134371092	134372255	Heritable	1	0	1	1	0	0	1	1	0	1	0	1
chr3	136820486	136821727	Non-heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr3	137038200	137039453	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	137507794	137508668	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	138724506	138724806	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	141874858	141875001	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr3	146022319	146023736	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	146251614	146251940	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr3	147356838	147357571	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr3	147378924	147379854	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	147386849	147388336	Heritable	0	0	1	1	1	0	0	1	0	1	0	0
chr3	147389295	147390201	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr3	147390833	147391842	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr3	147423712	147425118	Heritable	0	1	0	1	0	0	1	0	1	0	0	0
chr3	147427249	147428976	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr3	147939948	147940628	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr3	148082486	148084080	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr3	148791054	148791732	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr3	149085349	149085475	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr3	149815170	149816487	Heritable	1	0	0	1	0	0	1	1	1	1	0	0
chr3	152836235	152836641	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr3	155309518	155310034	Heritable	0	0	1	0	0	1	0	0	0	1	0	0
chr3	158329585	158331000	Heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr3	158631895	158632638	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	158672825	158673032	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr3	158712935	158713305	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr3	159774592	159775882	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	160037894	160038246	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	162843827	162845017	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	162892006	162892757	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	167378628	167379341	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr3	167381399	167381773	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr3	167818182	167818731	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr3	168093215	168094362	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr3	170401558	170402320	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	171158875	171160196	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	176795969	176797314	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	177519096	177520030	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	178383376	178384689	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	179260977	179261061	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr3	180603076	180603246	Heritable	1	0	1	1	0	0	1	0	0	0	0	1
chr3	181690784	181692975	Heritable	0	0	1	1	0	1	0	1	0	0	0	0
chr3	181695345	181695937	Heritable	1	1	0	1	0	0	0	0	0	0	0	0
chr3	181722495	181726094	Heritable	1	0	1	1	0	0	1	1	1	1	0	0
chr3	182327208	182327772	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	182509091	182510251	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr3	183115490	183115928	Heritable	0	0	1	0	0	1	0	0	0	0	0	1
chr3	183163050	183163251	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr3	183189734	183190488	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	183469215	183469704	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	183511503	183511992	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr3	183642952	183643144	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr3	183799933	183801103	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr3	183811158	183811971	Heritable	1	0	1	0	1	1	0	0	0	1	0	0
chr3	183818626	183819960	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr3	184275514	184275691	Non-heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr3	184387394	184387429	Heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr3	184544359	184545596	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr3	184549625	184550291	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
