seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	h2_category
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240457	ENST00000625788.3	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240462	ENST00000663033.1	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70086273	727	-	exon:240466	ENST00000444410.6	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240471	ENST00000442040.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240484	ENST00000629825.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240492	ENST00000601396.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240498	ENST00000444320.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240506	ENST00000630377.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240516	ENST00000688278.1	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240519	ENST00000662425.1	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240522	ENST00000596573.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240527	ENST00000594548.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240537	ENST00000595459.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240542	ENST00000437456.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240547	ENST00000415060.6	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085851	305	-	exon:240555	ENST00000630206.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240559	ENST00000627528.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240565	ENST00000625257.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240569	ENST00000596665.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085906	360	-	exon:240573	ENST00000439892.6	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240580	ENST00000609075.5	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240585	ENST00000628757.2	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085547	70085624	78	-	exon:240590	ENST00000625724.1	400960	PCBP1-AS1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70085567	70085624	58	-	exon:240594	ENST00000610168.1	151516	ASPRV1	hg38_genes_exons	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203851	ENST00000419542.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203858	ENST00000682294.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203864	ENST00000684630.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203870	ENST00000630975.3	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203875	ENST00000629339.3	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:203885	ENST00000435880.6	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:203894	ENST00000667874.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:203932	ENST00000625625.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:203939	ENST00000628305.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203944	ENST00000625447.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:203950	ENST00000626515.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70073290	70085546	12257	-	intron:203958	ENST00000628308.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70102790	51485	-	intron:203964	ENST00000628659.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203967	ENST00000629084.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203973	ENST00000629603.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:203977	ENST00000625215.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085667	34362	-	intron:203982	ENST00000627189.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204014	ENST00000629605.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204020	ENST00000626495.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204028	ENST00000627327.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204034	ENST00000628374.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204042	ENST00000627918.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204049	ENST00000627181.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204056	ENST00000630214.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204064	ENST00000629533.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204070	ENST00000628883.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204077	ENST00000626898.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204082	ENST00000629836.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204093	ENST00000626842.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	69996889	70085546	88658	-	intron:204096	ENST00000630457.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70055911	70085546	29636	-	intron:204101	ENST00000629184.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204106	ENST00000628551.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085667	25987	-	intron:204113	ENST00000630746.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204118	ENST00000627398.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204121	ENST00000457076.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204132	ENST00000625490.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204140	ENST00000627050.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204147	ENST00000630759.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204154	ENST00000628667.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204159	ENST00000626632.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204166	ENST00000631110.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70077382	70085546	8165	-	intron:204172	ENST00000626609.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204181	ENST00000630985.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204187	ENST00000629506.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204193	ENST00000413436.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204200	ENST00000631107.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204206	ENST00000628147.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204213	ENST00000629415.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204217	ENST00000418564.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204225	ENST00000415222.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70077382	70085546	8165	-	intron:204232	ENST00000628322.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204242	ENST00000665708.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204248	ENST00000655086.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204253	ENST00000420309.6	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204258	ENST00000627487.3	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204266	ENST00000670036.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204271	ENST00000655096.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204300	ENST00000688056.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204304	ENST00000689138.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204310	ENST00000702582.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204314	ENST00000701351.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204319	ENST00000686517.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204324	ENST00000702602.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204331	ENST00000692564.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204336	ENST00000687866.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204341	ENST00000701046.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204345	ENST00000685079.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204349	ENST00000684907.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204354	ENST00000685127.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204362	ENST00000692333.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204370	ENST00000688045.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204378	ENST00000657291.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204383	ENST00000691987.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204388	ENST00000664483.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204394	ENST00000702869.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204407	ENST00000685803.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204411	ENST00000690200.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204419	ENST00000702870.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204423	ENST00000702715.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204429	ENST00000601431.6	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204435	ENST00000684857.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204439	ENST00000686800.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70018132	70085546	67415	-	intron:204447	ENST00000627037.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204451	ENST00000700892.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204455	ENST00000701533.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204461	ENST00000688473.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204464	ENST00000456161.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70077382	70085546	8165	-	intron:204471	ENST00000627074.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204475	ENST00000419963.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204481	ENST00000625227.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204486	ENST00000599673.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204493	ENST00000629407.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204501	ENST00000418308.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204507	ENST00000630283.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204511	ENST00000629178.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204517	ENST00000627542.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204524	ENST00000626574.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204530	ENST00000630685.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204536	ENST00000629485.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204542	ENST00000596028.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204546	ENST00000452431.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204551	ENST00000629374.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204555	ENST00000423402.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204559	ENST00000411429.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204563	ENST00000629188.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204567	ENST00000434781.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204573	ENST00000626162.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204577	ENST00000654878.1	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204581	ENST00000659586.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204586	ENST00000457770.6	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204593	ENST00000415742.5	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70018132	70085546	67415	-	intron:204595	ENST00000627540.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204598	ENST00000628263.2	151516	ASPRV1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204606	ENST00000687961.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204610	ENST00000425601.7	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204615	ENST00000689275.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204621	ENST00000702284.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204625	ENST00000657575.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204629	ENST00000416395.6	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204634	ENST00000655140.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204638	ENST00000686055.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204645	ENST00000654336.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204649	ENST00000692733.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085667	25987	-	intron:204655	ENST00000702556.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204660	ENST00000626509.3	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204666	ENST00000630520.3	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204671	ENST00000663209.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204676	ENST00000665172.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204682	ENST00000668711.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204685	ENST00000656326.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204691	ENST00000653064.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204701	ENST00000670785.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204706	ENST00000449178.6	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204712	ENST00000625955.3	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204719	ENST00000661989.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204724	ENST00000664419.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204730	ENST00000656308.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204737	ENST00000653596.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204742	ENST00000660903.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204747	ENST00000669583.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204751	ENST00000659941.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204756	ENST00000653606.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204763	ENST00000665838.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204770	ENST00000654958.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204776	ENST00000663375.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204782	ENST00000654601.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204786	ENST00000659305.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204789	ENST00000658454.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204792	ENST00000664049.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204796	ENST00000661703.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204800	ENST00000655058.1	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204804	ENST00000366234.7	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70059681	70085546	25866	-	intron:204819	ENST00000625518.2	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70051306	70085546	34241	-	intron:204823	ENST00000425333.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204828	ENST00000429599.6	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204835	ENST00000458686.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204839	ENST00000421843.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204844	ENST00000432604.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
chr2	70084880	70085574	695	*	chr2	70083688	70085546	1859	-	intron:204851	ENST00000421255.5	400960	PCBP1-AS1	hg38_genes_introns	Heritable
