seqnames	start	end	h2_category	h2_unscaled	tissue	TargetGene_name	TargetGene	ABC.Score	distance
chr3	105353558	105354749	Heritable	0.206821336742509	Pooled	ALCAM	ENSG00000170017	0.024284	13208.5
chr3	194527150	194527690	Heritable	0.434513519813293	Pooled	ATP13A3	ENSG00000133657	0.033669	28998.5
chr3	194527150	194527690	Heritable	0.434513519813293	Pooled	LINC00884	ENSG00000233058	0.031781	39908.5
chr3	194527150	194527690	Heritable	0.434513519813293	Pooled	TMEM44-AS1	ENSG00000231770	0.021925	56648.5
chr4	3285921	3286328	Non-heritable	0.0883040606744155	Pooled	RGS12	ENSG00000159788	0.056628	6723.5
chr4	4852758	4853172	Non-heritable	0.0723023691670375	Pooled	MSX1	ENSG00000163132	0.050573	6460.5
chr4	25970889	25971344	Heritable	0.191084093943484	Pooled	SMIM20	ENSG00000250317	0.021855	108592.5
chr4	25970889	25971344	Heritable	0.191084093943484	Pooled	SEL1L3	ENSG00000091490	0.021855	106662.5
chr5	1652914	1653289	Heritable	0.151378854860471	Pooled	AC026412.1	ENSG00000188002	0.020373	19012.5
chr5	10138443	10138833	Non-heritable	0.0505960722606096	Pooled	FAM173B	ENSG00000150756	0.021523	111356.5
chr5	80091850	80092203	Non-heritable	0.0499385198400752	Pooled	AC012636.1	ENSG00000249825	0.020221	8228.5
chr5	140146511	140146641	Non-heritable	0.0616885385533499	Pooled	AC011379.2	ENSG00000254363	0.02044	11337.5
chr5	173866807	173867537	Non-heritable	0.0772495350013444	Pooled	CPEB4	ENSG00000113742	0.059924	21668.5
chr5	173866807	173867537	Non-heritable	0.0772495350013444	Pooled	BOD1	ENSG00000145919	0.040613	249951.5
chr6	32597755	32606804	Heritable	0.565124444745246	Pooled	HLA-DRB1	ENSG00000196126	0.037853	14836.5
chr6	32608025	32614068	Heritable	0.349575264737724	Pooled	HLA-DRB1	ENSG00000196126	0.052846	20149.5
chr6	32608025	32614068	Heritable	0.349575264737724	Pooled	HLA-DQA1	ENSG00000196735	0.032866	18181.5
chr6	32608025	32614068	Heritable	0.349575264737724	Pooled	HLA-DQB1	ENSG00000179344	0.021614	58385.5
chr6	36667028	36667656	Non-heritable	0.0868363399487031	Pooled	CDKN1A	ENSG00000124762	0.058741	9177.5
chr6	36667028	36667656	Non-heritable	0.0868363399487031	Pooled	DINOL	ENSG00000285244	0.05874	11276.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Pooled	ARID1B	ENSG00000049618	0.072345	57287.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Pooled	""	ENSG00000271551	0.072344	58335.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Pooled	AL162578.1	ENSG00000218596	0.029105	256207.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Pooled	LDHAL6FP	ENSG00000217783	0.022031	580039.5
chr6	170152461	170153288	Heritable	0.125676186255228	Pooled	LINC01624	ENSG00000227508	0.029722	119967.5
chr7	1169684	1170352	Heritable	0.132739349923003	Pooled	""	ENSG00000229043	0.022885	9647.5
chr7	1169684	1170352	Heritable	0.132739349923003	Pooled	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	76291331	76291796	Non-heritable	0.0792732960364474	Pooled	HSPB1	ENSG00000106211	0.042742	10723.5
chr7	76294577	76295125	Non-heritable	0.0749840302755365	Pooled	HSPB1	ENSG00000106211	0.029537	7638.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	ZNF786	ENSG00000197362	0.048023	24851.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	PDIA4	ENSG00000155660	0.04434	37289.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	RNY1	ENSG00000201098	0.030891	78682.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	""	ENSG00000281189	0.030891	78403.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	RN7SL521P	ENSG00000240877	0.023141	60055.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	""	ENSG00000204947	0.023141	60415.5
chr7	149064831	149064945	Heritable	0.160789620554394	Pooled	ZNF398	ENSG00000197024	0.02314	60485.5
chr8	143024083	143024264	Non-heritable	0.061551116042595	Pooled	LY6E	ENSG00000160932	0.122064	6120.5
chr8	143024083	143024264	Non-heritable	0.061551116042595	Pooled	C8orf31	ENSG00000177335	0.041016	15106.5
chr10	71860264	71860614	Heritable	0.125262334943706	Pooled	PSAP	ENSG00000197746	0.034233	9221.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	PWWP2B	ENSG00000171813	0.090888	24471.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	INPP5A	ENSG00000068383	0.042611	116180.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	STK32C	ENSG00000165752	0.041669	89792.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	LRRC27	ENSG00000148814	0.041669	89485.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	BNIP3	ENSG00000176171	0.026197	439626.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	PPP2R2D	ENSG00000175470	0.024794	520995.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	AL162274.3	ENSG00000279982	0.024272	424901.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	CFAP46	ENSG00000171811	0.023191	521183.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	DPYSL4	ENSG00000151640	0.022274	234739.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Pooled	""	ENSG00000171798	0.020381	738807.5
chr12	12010753	12011254	Heritable	0.146725135940474	Pooled	ETV6	ENSG00000139083	0.021604	360579.5
chr12	32390765	32391369	Non-heritable	0.0995395372806526	Pooled	FGD4	ENSG00000139132	0.021176	8440.5
chr12	110079513	110080056	Non-heritable	0.0856221068707625	Pooled	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124726877	124727550	Non-heritable	0.083420253037261	Pooled	NCOR2	ENSG00000196498	0.028728	159945.5
chr13	109739079	109740763	Heritable	0.681231972035364	Pooled	LINC00676	ENSG00000234854	0.039526	12018.5
chr13	109739079	109740763	Heritable	0.681231972035364	Pooled	IRS2	ENSG00000185950	0.025887	46267.5
chr13	113647869	113648365	Heritable	0.114085549070627	Pooled	TFDP1	ENSG00000198176	0.025001	62970.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	NFKBIA	ENSG00000100906	0.047015	62964.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	""	ENSG00000100890	0.026082	219938.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	PPP2R3C	ENSG00000092020	0.026082	219267.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	""	ENSG00000129518	0.024811	802073.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	RALGAPA1	ENSG00000174373	0.020778	467519.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Pooled	MBIP	ENSG00000151332	0.020132	978891.5
chr14	75514953	75515921	Heritable	0.358712200235865	Pooled	BATF	ENSG00000156127	0.049184	6646.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	SPTLC2	ENSG00000100596	0.068285	24869.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	ALKBH1	ENSG00000100601	0.038245	66377.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	""	ENSG00000119705	0.038245	66428.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	""	ENSG00000151445	0.031003	183690.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	ADCK1	ENSG00000063761	0.021495	158440.5
chr14	77641634	77641911	Heritable	0.112527588936662	Pooled	ISM2	ENSG00000100593	0.021207	142792.5
chr15	31266141	31266865	Non-heritable	0.0639775693203573	Pooled	LINC02352	ENSG00000259448	0.031091	50518.5
chr15	31266141	31266865	Non-heritable	0.0639775693203573	Pooled	""	ENSG00000260128	0.022892	693800.5
chr15	64835985	64836454	Heritable	0.275988394166626	Pooled	PLEKHO2	ENSG00000241839	0.077215	6006.5
chr15	64835985	64836454	Heritable	0.275988394166626	Pooled	PIF1	ENSG00000140451	0.062003	10208.5
chr15	79993499	79993970	Non-heritable	0.051909351163645	Pooled	AC015871.5	ENSG00000279719	0.02762	3667.5
chr15	101121291	101122127	Heritable	0.218624749285423	Pooled	AC019254.1	ENSG00000259182	0.026055	46723.5
chr17	16991543	16991628	Non-heritable	0.0906188836745182	Pooled	LINC02090	ENSG00000230969	0.086426	3215.5
chr18	11948052	11948155	Heritable	0.123841527456306	Pooled	IMPA2	ENSG00000141401	0.046284	33694.5
chr18	11948052	11948155	Heritable	0.123841527456306	Pooled	""	ENSG00000273141	0.034246	38618.5
chr18	11948052	11948155	Heritable	0.123841527456306	Pooled	MPPE1	ENSG00000154889	0.034246	38107.5
chr18	11948052	11948155	Heritable	0.123841527456306	Pooled	CHMP1B	ENSG00000255112	0.024643	95934.5
chr18	48901741	48902301	Non-heritable	0.0498807659064875	Pooled	SMAD7	ENSG00000101665	0.057962	48548.5
chr20	57628381	57628557	Heritable	0.103222860809456	Pooled	ZBP1	ENSG00000124256	0.168731	7550.5
chr22	45261870	45262719	Heritable	0.373038462788306	Pooled	KIAA0930	ENSG00000100364	0.021066	21624.5
chrX	47361749	47362314	Heritable	0.126622037768952	Pooled	USP11	ENSG00000102226	0.029788	129564.5
chrX	47361749	47362314	Heritable	0.126622037768952	Pooled	CDK16	ENSG00000102225	0.027439	144394.5
chrX	47361749	47362314	Heritable	0.126622037768952	Pooled	ZNF41	ENSG00000147124	0.025148	120691.5
chrX	47361749	47362314	Heritable	0.126622037768952	Pooled	LINC01560	ENSG00000196741	0.025147	121316.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Pooled	ELF4	ENSG00000102034	0.092394	10180.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Pooled	AIFM1	ENSG00000156709	0.030716	44990.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Pooled	RAB33A	ENSG00000134594	0.028405	50752.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	TMEM52	ENSG00000178821	0.097496	10125.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	""	ENSG00000231050	0.090775	17676.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	SLC35E2A	ENSG00000215790	0.059002	163148.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	CDK11A	ENSG00000008128	0.037809	184823.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	""	ENSG00000227775	0.037808	184635.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	""	ENSG00000187730	0.026835	110150.5
chr1	1909408	1909780	Heritable	0.183672210959697	Pooled	CFAP74	ENSG00000142609	0.025794	94689.5
chr2	10283395	10285932	Heritable	0.118895230043443	Pooled	HPCAL1	ENSG00000115756	0.047297	17219.5
chr2	54708194	54708629	Heritable	0.101867347165688	Pooled	EML6	ENSG00000214595	0.042881	14357.5
chr4	3285918	3286374	Non-heritable	0.0507743777140202	Pooled	RGS12	ENSG00000159788	0.056628	6723.5
chr4	4852887	4853102	Heritable	0.106212200560146	Pooled	MSX1	ENSG00000163132	0.050573	6460.5
chr4	140238017	140239828	Heritable	0.118987451709215	Pooled	MAML3	ENSG00000196782	0.028679	84273.5
chr4	140238017	140239828	Heritable	0.118987451709215	Pooled	SCOC	ENSG00000153130	0.025563	18828.5
chr5	140146495	140146641	Heritable	0.233665718726289	Pooled	AC011379.2	ENSG00000254363	0.02044	11337.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	CD14	ENSG00000170458	0.108291	2424.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	TMCO6	ENSG00000113119	0.057039	8150.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	AC116353.1	ENSG00000240518	0.056701	22191.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	AC116353.5	ENSG00000283602	0.045005	36706.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	WDR55	ENSG00000120314	0.035542	33399.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	""	ENSG00000113141	0.02524	15781.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	HARS	ENSG00000170445	0.024709	60585.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	""	ENSG00000112855	0.024708	60149.5
chr5	140631134	140631869	Heritable	0.117983897406049	Pooled	VTRNA1-1	ENSG00000199990	0.022214	79998.5
chr6	156720105	156720216	Heritable	0.100848740143105	Pooled	ARID1B	ENSG00000049618	0.072345	57287.5
chr6	156720105	156720216	Heritable	0.100848740143105	Pooled	""	ENSG00000271551	0.072344	58335.5
chr6	156720105	156720216	Heritable	0.100848740143105	Pooled	AL162578.1	ENSG00000218596	0.029105	256207.5
chr6	156720105	156720216	Heritable	0.100848740143105	Pooled	LDHAL6FP	ENSG00000217783	0.022031	580039.5
chr6	163398308	163399056	Heritable	0.142479794372255	Pooled	CAHM	ENSG00000270419	0.029275	15034.5
chr6	163398308	163399056	Heritable	0.142479794372255	Pooled	QKI	ENSG00000112531	0.029275	15074.5
chr6	170152592	170152828	Heritable	0.263602184930639	Pooled	LINC01624	ENSG00000227508	0.029722	119967.5
chr7	1169807	1169926	Heritable	0.132596689773556	Pooled	""	ENSG00000229043	0.022885	9647.5
chr7	1169807	1169926	Heritable	0.132596689773556	Pooled	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	76304978	76305487	Heritable	0.113553952995302	Pooled	HSPB1	ENSG00000106211	0.024026	2544.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	Pooled	CEBPD	ENSG00000221869	0.2798	3680.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	Pooled	AC024451.4	ENSG00000269924	0.060556	208008.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	Pooled	PRKDC	ENSG00000253729	0.029391	224777.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	Pooled	""	ENSG00000104738	0.029391	224779.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	Pooled	UBE2V2	ENSG00000169139	0.023377	272994.5
chr10	71880588	71881067	Non-heritable	0.0668323969285313	Pooled	PSAP	ENSG00000197746	0.033425	29787.5
chr11	8206242	8206554	Heritable	0.10722578996047	Pooled	LMO1	ENSG00000166407	0.034822	61776.5
chr11	8206242	8206554	Heritable	0.10722578996047	Pooled	RIC3	ENSG00000166405	0.031424	37884.5
chr11	8206242	8206554	Heritable	0.10722578996047	Pooled	TUB	ENSG00000166402	0.023125	187695.5
chr12	32390895	32391529	Heritable	0.111022061051162	Pooled	FGD4	ENSG00000139132	0.021176	8440.5
chr12	110079753	110080004	Heritable	0.102340319607936	Pooled	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124727233	124727364	Heritable	0.137780686090126	Pooled	NCOR2	ENSG00000196498	0.028728	159945.5
chr13	109739394	109740385	Heritable	0.641146777322437	Pooled	LINC00676	ENSG00000234854	0.039526	12018.5
chr13	109739394	109740385	Heritable	0.641146777322437	Pooled	IRS2	ENSG00000185950	0.025887	46267.5
chr13	113647869	113648243	Heritable	0.139417429682381	Pooled	TFDP1	ENSG00000198176	0.025001	62970.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	NFKBIA	ENSG00000100906	0.047015	62964.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	""	ENSG00000100890	0.026082	219938.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	PPP2R3C	ENSG00000092020	0.026082	219267.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	""	ENSG00000129518	0.024811	802073.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	RALGAPA1	ENSG00000174373	0.020778	467519.5
chr14	35341681	35342590	Heritable	0.103273140917356	Pooled	MBIP	ENSG00000151332	0.020132	978891.5
chr14	74941759	74942036	Heritable	0.108662406790127	Pooled	PGF	ENSG00000119630	0.038075	13808.5
chr14	74941759	74942036	Heritable	0.108662406790127	Pooled	RPS6KL1	ENSG00000198208	0.035729	18579.5
chr14	75515433	75515603	Heritable	0.369265578533503	Pooled	BATF	ENSG00000156127	0.049184	6646.5
chr15	79993499	79993970	Heritable	0.141579806339023	Pooled	AC015871.5	ENSG00000279719	0.02762	3667.5
chr15	99454884	99455474	Heritable	0.132923989456618	Pooled	""	ENSG00000259257	0.031928	117296.5
chr15	99454884	99455474	Heritable	0.132923989456618	Pooled	AC015660.5	ENSG00000279846	0.027854	43221.5
chr15	99454884	99455474	Heritable	0.132923989456618	Pooled	""	ENSG00000259921	0.023573	294013.5
chr15	101128058	101128829	Non-heritable	0.0916189115666089	Pooled	AC019254.1	ENSG00000259182	0.026577	40631.5
chr16	55371447	55371741	Heritable	0.124524787500937	Pooled	MMP2	ENSG00000087245	0.028277	18426.5
chr21	39087485	39088003	Heritable	0.108113841356168	Pooled	ETS2	ENSG00000157557	0.020239	282639.5
chr22	25419615	25420191	Heritable	0.102344735881168	Pooled	LRP5L	ENSG00000100068	0.044838	14353.5
chr22	25419615	25420191	Heritable	0.102344735881168	Pooled	CRYBB2P1	ENSG00000100058	0.020031	28374.5
chr2	27765989	27767276	Heritable	0.106040755889485	Pooled	MRPL33	ENSG00000243147	0.05761	5738.5
chr2	127176312	127176829	Heritable	0.309080131383929	Pooled	CYP27C1	ENSG00000186684	0.032778	43280.5
chr2	231190128	231190311	Heritable	0.151842361106551	Pooled	ARMC9	ENSG00000135931	0.101727	7571.5
chr2	231190128	231190311	Heritable	0.151842361106551	Pooled	HTR2B	ENSG00000135914	0.027722	65856.5
chr3	32577559	32577918	Heritable	0.133588663026724	Pooled	DYNC1LI1	ENSG00000144635	0.097322	7084.5
chr3	32577559	32577918	Heritable	0.133588663026724	Pooled	CMTM6	ENSG00000091317	0.026318	74550.5
chr3	105353733	105355249	Heritable	0.290125883844836	Pooled	ALCAM	ENSG00000170017	0.024284	13208.5
chr4	3285986	3286374	Heritable	0.149831038850923	Pooled	RGS12	ENSG00000159788	0.056628	6723.5
chr4	25970540	25971169	Heritable	0.16504395906678	Pooled	SMIM20	ENSG00000250317	0.021855	108592.5
chr4	25970540	25971169	Heritable	0.16504395906678	Pooled	SEL1L3	ENSG00000091490	0.021855	106662.5
chr4	123443637	123444526	Non-heritable	0.0625889329922826	Pooled	SPRY1	ENSG00000164056	0.072644	47600.5
chr4	123443637	123444526	Non-heritable	0.0625889329922826	Pooled	LINC01091	ENSG00000249464	0.02501	205871.5
chr5	10138594	10138804	Heritable	0.14290463573415	Pooled	FAM173B	ENSG00000150756	0.021523	111356.5
chr5	141514389	141514814	Heritable	0.142351117551227	Pooled	PCDHGC5	ENSG00000240764	0.025747	24775.5
chr5	173866092	173867782	Heritable	0.110082685437349	Pooled	CPEB4	ENSG00000113742	0.059924	21668.5
chr5	173866092	173867782	Heritable	0.110082685437349	Pooled	BOD1	ENSG00000145919	0.040613	249951.5
chr6	18504201	18505240	Non-heritable	0.0655493451808787	Pooled	DEK	ENSG00000124795	0.026746	239338.5
chr6	32609937	32612724	Heritable	0.333747735789779	Pooled	HLA-DRB1	ENSG00000196126	0.052846	20149.5
chr6	32609937	32612724	Heritable	0.333747735789779	Pooled	HLA-DQA1	ENSG00000196735	0.032866	18181.5
chr6	32609937	32612724	Heritable	0.333747735789779	Pooled	HLA-DQB1	ENSG00000179344	0.021614	58385.5
chr7	1169684	1170352	Heritable	0.146516145037713	Pooled	""	ENSG00000229043	0.022885	9647.5
chr7	1169684	1170352	Heritable	0.146516145037713	Pooled	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	23230555	23231570	Non-heritable	0.0431039221793702	Pooled	GPNMB	ENSG00000136235	0.064181	5180.5
chr7	23230555	23231570	Non-heritable	0.0431039221793702	Pooled	AC005082.1	ENSG00000226816	0.02522	24999.5
chr7	76292452	76292692	Heritable	0.161057189390862	Pooled	HSPB1	ENSG00000106211	0.042742	10723.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	""	ENSG00000240211	0.046014	14392.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	PPP1R35	ENSG00000160813	0.046014	14031.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	""	ENSG00000241357	0.046013	15339.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	""	ENSG00000146834	0.028459	21806.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	ZCWPW1	ENSG00000078487	0.028459	21604.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Pooled	NYAP1	ENSG00000166924	0.023223	33330.5
chr8	11902887	11903183	Heritable	0.107135531724899	Pooled	AC025857.1	ENSG00000255144	0.114124	5556.5
chr9	73131745	73132545	Non-heritable	0.0748741797096505	Pooled	ANXA1	ENSG00000135046	0.148963	19293.5
chr9	73131745	73132545	Non-heritable	0.0748741797096505	Pooled	ALDH1A1	ENSG00000165092	0.106151	52021.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	PWWP2B	ENSG00000171813	0.090888	24471.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	INPP5A	ENSG00000068383	0.042611	116180.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	STK32C	ENSG00000165752	0.041669	89792.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	LRRC27	ENSG00000148814	0.041669	89485.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	BNIP3	ENSG00000176171	0.026197	439626.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	PPP2R2D	ENSG00000175470	0.024794	520995.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	AL162274.3	ENSG00000279982	0.024272	424901.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	CFAP46	ENSG00000171811	0.023191	521183.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	DPYSL4	ENSG00000151640	0.022274	234739.5
chr10	132421109	132421612	Heritable	0.134436076819476	Pooled	""	ENSG00000171798	0.020381	738807.5
chr12	110079753	110080056	Heritable	0.118209240415332	Pooled	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124726903	124727475	Heritable	0.159315272807421	Pooled	NCOR2	ENSG00000196498	0.028728	159945.5
chr14	75514953	75516250	Heritable	0.325063148251056	Pooled	BATF	ENSG00000156127	0.049184	6646.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	SPTLC2	ENSG00000100596	0.068285	24869.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	ALKBH1	ENSG00000100601	0.038245	66377.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	""	ENSG00000119705	0.038245	66428.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	""	ENSG00000151445	0.031003	183690.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	ADCK1	ENSG00000063761	0.021495	158440.5
chr14	77641774	77641896	Heritable	0.10337708483778	Pooled	ISM2	ENSG00000100593	0.021207	142792.5
chr15	28876281	28876548	Heritable	0.122044459280477	Pooled	APBA2	ENSG00000034053	0.031164	7988
chr15	31266434	31266720	Heritable	0.164668952384263	Pooled	LINC02352	ENSG00000259448	0.031091	50518.5
chr15	31266434	31266720	Heritable	0.164668952384263	Pooled	""	ENSG00000260128	0.022892	693800.5
chr15	101121108	101122340	Heritable	0.184171449844127	Pooled	AC019254.1	ENSG00000259182	0.026055	46723.5
chr18	11948069	11948155	Heritable	0.155293963012262	Pooled	IMPA2	ENSG00000141401	0.046284	33694.5
chr18	11948069	11948155	Heritable	0.155293963012262	Pooled	""	ENSG00000273141	0.034246	38618.5
chr18	11948069	11948155	Heritable	0.155293963012262	Pooled	MPPE1	ENSG00000154889	0.034246	38107.5
chr18	11948069	11948155	Heritable	0.155293963012262	Pooled	CHMP1B	ENSG00000255112	0.024643	95934.5
chr20	17895279	17895571	Heritable	0.229126148827346	Pooled	AL035045.1	ENSG00000233625	0.04627	7608.5
chr20	17895279	17895571	Heritable	0.229126148827346	Pooled	RRBP1	ENSG00000125844	0.028493	213473.5
chr21	18849776	18851911	Heritable	0.594574614880699	Pooled	PPIAP22	ENSG00000198618	0.029384	7172.5
chr22	45262100	45262630	Heritable	0.501407495946693	Pooled	KIAA0930	ENSG00000100364	0.021066	21624.5
