reference	target_id	seqnames_hg19	pos_hg19	cell_type	marker_rank	marker_pvalue	signature_platform	mapping_status	seqnames_hg38	pos_hg38	overlaps_blacklist	overlaps_ct_snp	duplicated_reference_coordinate	eligible
"Lee"	"cg19327006"	"chr6"	143084770	"Exc"	119	3.16037454225905e-47	"850K"	"unique_liftover"	"chr6"	142763633	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00953201"	"chr13"	30156486	"Exc"	120	3.2139412901882e-47	"850K"	"unique_liftover"	"chr13"	29582349	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15408722"	"chr7"	157866922	"Exc"	121	3.56428370205909e-47	"850K"	"unique_liftover"	"chr7"	158074230	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg22046498"	"chr10"	69992175	"Exc"	122	3.58220975340741e-47	"850K"	"unique_liftover"	"chr10"	68232418	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16314304"	"chr2"	113441957	"Exc"	123	3.7953036229887e-47	"850K"	"unique_liftover"	"chr2"	112684380	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14949125"	"chr15"	67382149	"Exc"	124	5.68271799062999e-47	"850K"	"unique_liftover"	"chr15"	67089811	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01065198"	"chr1"	67935100	"Exc"	125	6.68057358992373e-47	"850K"	"unique_liftover"	"chr1"	67469417	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04979551"	"chr16"	3784851	"Exc"	126	7.18688342341789e-47	"850K"	"unique_liftover"	"chr16"	3734850	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18507923"	"chr22"	32248889	"Exc"	127	8.09611496189716e-47	"850K"	"unique_liftover"	"chr22"	31852903	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg26388718"	"chr10"	132177258	"Exc"	128	9.31146523900658e-47	"850K"	"unique_liftover"	"chr10"	130378994	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03455146"	"chr7"	127229625	"Exc"	129	9.69715281286232e-47	"850K"	"unique_liftover"	"chr7"	127589571	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05631399"	"chr11"	66481581	"Exc"	130	9.7739932078146e-47	"850K"	"unique_liftover"	"chr11"	66714110	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg12247164"	"chr8"	10005590	"Exc"	131	1.04037559840042e-46	"850K"	"unique_liftover"	"chr8"	10148080	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15109744"	"chr1"	180917873	"Exc"	132	1.07003388816406e-46	"850K"	"unique_liftover"	"chr1"	180948737	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16226261"	"chr22"	49717566	"Exc"	133	1.11847856787697e-46	"850K"	"unique_liftover"	"chr22"	49321641	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05801879"	"chr16"	84101832	"Exc"	134	1.1652277861999e-46	"850K"	"unique_liftover"	"chr16"	84068227	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10142566"	"chr2"	175645413	"Exc"	135	1.17017831547968e-46	"850K"	"unique_liftover"	"chr2"	174780685	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02282247"	"chr2"	241197121	"Exc"	136	1.26928789401767e-46	"850K"	"unique_liftover"	"chr2"	240257704	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11498726"	"chr8"	26250323	"Exc"	137	1.34089041171095e-46	"850K"	"unique_liftover"	"chr8"	26392807	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg23198038"	"chr11"	132081574	"Exc"	138	1.38152458950462e-46	"850K"	"unique_liftover"	"chr11"	132211680	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19599662"	"chr9"	126414837	"Exc"	139	1.40131083985144e-46	"850K"	"unique_liftover"	"chr9"	123652558	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20838429"	"chr2"	163100512	"Exc"	140	1.59589319799663e-46	"850K"	"unique_liftover"	"chr2"	162244002	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18513023"	"chr6"	44009266	"Exc"	141	1.60191447427362e-46	"850K"	"unique_liftover"	"chr6"	44041529	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05557428"	"chr11"	971748	"Exc"	142	1.76853985150274e-46	"850K"	"unique_liftover"	"chr11"	971748	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07345757"	"chr20"	17995411	"Exc"	143	1.82163041248442e-46	"850K"	"unique_liftover"	"chr20"	18014767	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21113371"	"chr16"	89862241	"Exc"	144	1.82165649345239e-46	"850K"	"unique_liftover"	"chr16"	89795833	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08141142"	NA	NA	"Exc"	145	2.09756412224444e-46	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg01171862"	"chr12"	109126745	"Exc"	146	2.10716496659133e-46	"850K"	"unique_liftover"	"chr12"	108732969	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03123170"	"chr10"	134098890	"Exc"	147	2.10810081298217e-46	"850K"	"unique_liftover"	"chr10"	132285386	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15467395"	"chr1"	205540960	"Exc"	148	2.17197516909825e-46	"850K"	"unique_liftover"	"chr1"	205571832	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06557376"	"chr17"	8384607	"Exc"	149	2.19074942313114e-46	"850K"	"unique_liftover"	"chr17"	8481289	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01103443"	"chr16"	310591	"Exc"	150	2.20364688519529e-46	"850K"	"unique_liftover"	"chr16"	260592	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07016511"	"chr1"	32195460	"Exc"	151	2.30096067124181e-46	"850K"	"unique_liftover"	"chr1"	31729859	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg23364632"	"chr6"	13203291	"Exc"	152	2.70456516980403e-46	"850K"	"unique_liftover"	"chr6"	13203059	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21844472"	"chr3"	160559936	"Exc"	153	3.17219813415357e-46	"850K"	"unique_liftover"	"chr3"	160842148	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07369881"	"chr11"	1462006	"Exc"	154	3.29805480215169e-46	"850K"	"unique_liftover"	"chr11"	1440776	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08099685"	"chr16"	644309	"Exc"	155	3.45790757336163e-46	"850K"	"unique_liftover"	"chr16"	594309	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01501821"	"chr15"	72549754	"Exc"	156	3.81102133620718e-46	"850K"	"unique_liftover"	"chr15"	72257413	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11935476"	"chr12"	120530625	"Exc"	157	3.933859863483e-46	"850K"	"unique_liftover"	"chr12"	120092821	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10239163"	"chr2"	25527366	"Exc"	158	4.45717846393115e-46	"850K"	"unique_liftover"	"chr2"	25304497	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03622653"	"chr1"	201334006	"Exc"	159	4.52304195810839e-46	"850K"	"unique_liftover"	"chr1"	201364878	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02202664"	"chr6"	155545253	"Exc"	160	4.56892090711243e-46	"850K"	"unique_liftover"	"chr6"	155224119	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11554668"	"chr10"	69992192	"Exc"	161	4.66915464790232e-46	"850K"	"unique_liftover"	"chr10"	68232435	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07323350"	"chr11"	123986080	"Exc"	162	7.11007088061868e-46	"850K"	"unique_liftover"	"chr11"	124115373	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02638281"	"chr19"	19343497	"Exc"	163	7.11460733280083e-46	"850K"	"unique_liftover"	"chr19"	19232688	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20003124"	"chr12"	4557277	"Exc"	164	7.54461847239984e-46	"850K"	"unique_liftover"	"chr12"	4448111	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18176057"	"chr12"	113597861	"Exc"	165	8.20375956271508e-46	"850K"	"unique_liftover"	"chr12"	113160056	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04817908"	"chr11"	124608371	"Exc"	166	8.66742866862183e-46	"850K"	"unique_liftover"	"chr11"	124738475	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16988166"	"chr10"	35503900	"Exc"	167	9.55392501828426e-46	"850K"	"unique_liftover"	"chr10"	35214972	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18470780"	"chr14"	59064969	"Exc"	168	1.13693294182538e-45	"850K"	"unique_liftover"	"chr14"	58598251	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04963697"	"chr16"	3570555	"Exc"	169	1.14374169672772e-45	"850K"	"unique_liftover"	"chr16"	3520555	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06882350"	"chr7"	141117546	"Exc"	170	1.25507422112342e-45	"850K"	"unique_liftover"	"chr7"	141417746	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16678111"	"chr1"	2918724	"Exc"	171	1.37811207672025e-45	"850K"	"unique_liftover"	"chr1"	3002160	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03526902"	"chr22"	49717821	"Exc"	172	1.4135136415663e-45	"850K"	"unique_liftover"	"chr22"	49321896	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04756394"	"chr16"	31017083	"Exc"	173	1.95167279509292e-45	"850K"	"unique_liftover"	"chr16"	31005762	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16797751"	"chr7"	105290218	"Exc"	174	2.00854271043118e-45	"850K"	"unique_liftover"	"chr7"	105649771	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21683025"	"chr1"	14119829	"Exc"	175	2.01384916367167e-45	"850K"	"unique_liftover"	"chr1"	13793334	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08189088"	"chr17"	8056492	"Exc"	176	2.19928259289492e-45	"850K"	"unique_liftover"	"chr17"	8153174	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08065344"	"chr6"	163839882	"Exc"	177	2.21196549685732e-45	"850K"	"unique_liftover"	"chr6"	163418850	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07452809"	"chr2"	114601038	"Exc"	178	2.33987773997679e-45	"850K"	"unique_liftover"	"chr2"	113843461	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15809598"	"chr1"	177417891	"Exc"	179	2.5222606689033e-45	"850K"	"unique_liftover"	"chr1"	177448755	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15618674"	"chr11"	11178021	"Exc"	180	2.53821507467465e-45	"850K"	"unique_liftover"	"chr11"	11156474	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16400320"	"chr8"	144105210	"Exc"	181	2.80740695833102e-45	"850K"	"unique_liftover"	"chr8"	143023793	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08404057"	"chr17"	36357909	"Exc"	182	2.94223041345069e-45	"850K"	"unique_liftover"	"chr17"	38201856	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03008204"	"chr4"	1828697	"Exc"	183	3.0384811041557e-45	"850K"	"unique_liftover"	"chr4"	1826970	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg27617132"	"chr10"	134543871	"Exc"	184	3.21818885767259e-45	"850K"	"unique_liftover"	"chr10"	132730367	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15652793"	"chr15"	99955734	"Exc"	185	3.25783956939254e-45	"850K"	"unique_liftover"	"chr15"	99415529	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02851203"	"chr1"	54808689	"Exc"	186	3.42355414228046e-45	"850K"	"unique_liftover"	"chr1"	54343016	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03078141"	NA	NA	"Exc"	187	3.57837046541929e-45	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg01992712"	"chr1"	27441146	"Exc"	188	3.60699233768775e-45	"850K"	"unique_liftover"	"chr1"	27114655	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15685988"	"chr1"	9664205	"Exc"	189	4.16837369763099e-45	"850K"	"unique_liftover"	"chr1"	9604147	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04208077"	"chr21"	36532538	"Exc"	190	4.19790302756144e-45	"850K"	"unique_liftover"	"chr21"	35160241	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21181594"	"chr9"	136500855	"Exc"	191	4.25599802235396e-45	"850K"	"unique_liftover"	"chr9"	133635733	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05424422"	"chr3"	184102870	"Exc"	192	4.51363453926662e-45	"850K"	"unique_liftover"	"chr3"	184385082	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08857545"	"chr3"	13515724	"Exc"	193	4.7615010434847e-45	"850K"	"unique_liftover"	"chr3"	13474224	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21272956"	"chr1"	84622022	"Exc"	194	6.06035819009799e-45	"850K"	"unique_liftover"	"chr1"	84156339	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20698113"	"chr22"	50357214	"Exc"	195	6.45877659573497e-45	"850K"	"unique_liftover"	"chr22"	49963566	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16200242"	"chr22"	24085866	"Exc"	196	7.37707110335789e-45	"850K"	"unique_liftover"	"chr22"	23743679	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg24910523"	"chr7"	12725554	"Exc"	197	7.65064489681195e-45	"850K"	"unique_liftover"	"chr7"	12685929	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16263005"	"chr4"	139766406	"Exc"	198	7.86653888200887e-45	"850K"	"unique_liftover"	"chr4"	138845252	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10863203"	"chr2"	39960622	"Exc"	199	7.87374992245967e-45	"850K"	"unique_liftover"	"chr2"	39733482	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05421487"	"chr17"	19877116	"Exc"	200	7.88029025033097e-45	"850K"	"unique_liftover"	"chr17"	19973803	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02452491"	"chr13"	74544655	"Exc"	201	9.0306803938062e-45	"850K"	"unique_liftover"	"chr13"	73970518	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16585820"	"chr12"	92422572	"Exc"	202	9.39500168050568e-45	"850K"	"unique_liftover"	"chr12"	92028796	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05590948"	"chr1"	27874430	"Exc"	203	9.91389187708119e-45	"850K"	"unique_liftover"	"chr1"	27547919	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06145903"	"chr19"	19110245	"Exc"	204	1.14507675635248e-44	"850K"	"unique_liftover"	"chr19"	18999436	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10298313"	"chr8"	66737764	"Exc"	205	1.19396340253669e-44	"850K"	"unique_liftover"	"chr8"	65825529	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg25305774"	"chr8"	95459857	"Exc"	206	1.20994428523924e-44	"850K"	"unique_liftover"	"chr8"	94447629	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04394315"	"chr16"	1782523	"Exc"	207	1.22663674753952e-44	"850K"	"unique_liftover"	"chr16"	1732522	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20200454"	"chr5"	176875403	"Exc"	208	1.34449065381987e-44	"850K"	"unique_liftover"	"chr5"	177448402	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19332610"	"chr7"	154539311	"Exc"	209	1.44174017198912e-44	"850K"	"unique_liftover"	"chr7"	154747601	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg17329937"	"chr9"	33376060	"Exc"	210	1.45534308302667e-44	"850K"	"unique_liftover"	"chr9"	33376062	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg12421388"	"chr7"	73132033	"Exc"	211	1.49975770718521e-44	"850K"	"unique_liftover"	"chr7"	73717703	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16435459"	"chr17"	1366970	"Exc"	212	1.63503168615939e-44	"850K"	"unique_liftover"	"chr17"	1463676	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04648494"	"chr2"	74228640	"Exc"	213	1.71172857694167e-44	"850K"	"unique_liftover"	"chr2"	74001513	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00506587"	"chr16"	85284652	"Exc"	214	1.76726642655233e-44	"850K"	"unique_liftover"	"chr16"	85251046	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg17289037"	"chr17"	74678135	"Exc"	215	1.77376478832805e-44	"850K"	"unique_liftover"	"chr17"	76682053	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08327038"	"chr16"	69200251	"Exc"	216	1.95413034621366e-44	"850K"	"unique_liftover"	"chr16"	69166348	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg23987500"	"chr2"	220309818	"Exc"	217	2.09716853508161e-44	"850K"	"unique_liftover"	"chr2"	219445096	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg24450757"	"chr18"	43933493	"Exc"	218	2.22109528479803e-44	"850K"	"unique_liftover"	"chr18"	46353530	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01712515"	"chr16"	22101975	"Exc"	219	2.47248880867374e-44	"850K"	"unique_liftover"	"chr16"	22090654	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18263587"	"chr11"	1326508	"Exc"	220	2.54708375348625e-44	"850K"	"unique_liftover"	"chr11"	1305278	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg22620614"	"chr11"	70794709	"Exc"	221	2.61695522136271e-44	"850K"	"unique_liftover"	"chr11"	70948604	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg22960418"	"chr4"	6557481	"Exc"	222	2.63670296433252e-44	"850K"	"unique_liftover"	"chr4"	6555754	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16966529"	"chr6"	150004505	"Exc"	223	2.70374073454661e-44	"850K"	"unique_liftover"	"chr6"	149683369	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13041654"	"chr11"	115936778	"Exc"	224	3.12962680590427e-44	"850K"	"unique_liftover"	"chr11"	116066060	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21201401"	"chr20"	62367884	"Exc"	225	3.21168238693689e-44	"850K"	"unique_liftover"	"chr20"	63736532	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00446123"	"chr20"	62367888	"Exc"	226	3.35671065217011e-44	"850K"	"unique_liftover"	"chr20"	63736536	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02581587"	"chr1"	233765350	"Exc"	227	3.45790638813719e-44	"850K"	"unique_liftover"	"chr1"	233629604	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09557950"	"chr11"	134782024	"Exc"	228	3.63238372801019e-44	"850K"	"unique_liftover"	"chr11"	134912130	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13333267"	"chr3"	50196135	"Exc"	229	3.7219413230306e-44	"850K"	"unique_liftover"	"chr3"	50158702	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11313377"	"chr10"	3674053	"Exc"	230	3.94856330008566e-44	"850K"	"unique_liftover"	"chr10"	3631861	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09762182"	"chr1"	1046164	"Exc"	231	4.78361218141454e-44	"850K"	"unique_liftover"	"chr1"	1110784	FALSE	TRUE	FALSE	FALSE
"Lee"	"cg22440231"	"chr3"	196719179	"Exc"	232	5.2630358268102e-44	"850K"	"unique_liftover"	"chr3"	196992308	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10914241"	"chr17"	8384746	"Exc"	233	5.31832979592687e-44	"850K"	"unique_liftover"	"chr17"	8481428	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16012091"	"chr20"	37513080	"Exc"	234	5.58063662943176e-44	"850K"	"unique_liftover"	"chr20"	38884437	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04046124"	"chr20"	19679959	"Exc"	235	5.60532430647823e-44	"850K"	"unique_liftover"	"chr20"	19699315	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07634706"	"chr16"	57438524	"Exc"	236	6.10099273897177e-44	"850K"	"unique_liftover"	"chr16"	57404612	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10600600"	"chr2"	232066220	"Exc"	237	6.16733341843642e-44	"850K"	"unique_liftover"	"chr2"	231201507	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13387529"	"chr1"	230193196	"Exc"	238	7.04714141397086e-44	"850K"	"unique_liftover"	"chr1"	230057449	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07094302"	"chr10"	88204798	"Exc"	239	7.06330281780651e-44	"850K"	"unique_liftover"	"chr10"	86445041	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg25687744"	"chr8"	2066636	"Exc"	240	7.08694752459532e-44	"850K"	"unique_liftover"	"chr8"	2118847	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06057059"	"chr12"	125614944	"Exc"	241	7.38553508435668e-44	"850K"	"unique_liftover"	"chr12"	125130398	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16717366"	"chr15"	52675752	"Exc"	242	7.43506700297702e-44	"850K"	"unique_liftover"	"chr15"	52383555	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18391817"	"chr1"	26350559	"Exc"	243	7.54946433210774e-44	"850K"	"unique_liftover"	"chr1"	26024068	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20786687"	"chr21"	43534092	"Exc"	244	7.81987282971318e-44	"850K"	"unique_liftover"	"chr21"	42113982	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16362027"	"chr15"	88856288	"Exc"	245	8.23522871746462e-44	"850K"	"unique_liftover"	"chr15"	88313057	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg12627712"	"chr11"	133970586	"Exc"	246	8.31370226685527e-44	"850K"	"unique_liftover"	"chr11"	134100691	FALSE	TRUE	FALSE	FALSE
"Lee"	"cg12658400"	"chr1"	1974826	"Exc"	247	8.47479297333723e-44	"850K"	"unique_liftover"	"chr1"	2043387	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg23695184"	NA	NA	"Exc"	248	8.94098183079229e-44	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg01691771"	"chr7"	128059519	"Exc"	249	9.79870712942665e-44	"850K"	"unique_liftover"	"chr7"	128419465	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15858495"	"chr4"	36991911	"Exc"	250	1.23696506189015e-43	"850K"	"unique_liftover"	"chr4"	36990289	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg18106925"	"chr1"	145092485	"Inh"	1	9.92513048505379e-62	"850K"	"unique_liftover"	"chr1"	148791880	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16508883"	"chr1"	145092330	"Inh"	2	1.89674834740815e-41	"850K"	"unique_liftover"	"chr1"	148792035	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04165291"	"chr2"	172973127	"Inh"	3	1.89506744036602e-39	"850K"	"unique_liftover"	"chr2"	172108399	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10037049"	"chr12"	48276633	"Inh"	4	5.21365279413128e-39	"850K"	"unique_liftover"	"chr12"	47882850	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19493034"	"chr1"	17092442	"Inh"	5	7.3091379826997e-39	"850K"	"unique_liftover"	"chr1"	16765947	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02149169"	"chr1"	145290755	"Inh"	6	1.00507502384151e-38	"850K"	"unique_liftover"	"chr1"	146147421	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03940848"	NA	NA	"Inh"	7	1.36380358838182e-38	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg00336593"	"chr2"	152220410	"Inh"	8	2.4041021312334e-38	"850K"	"unique_liftover"	"chr2"	151363896	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15422005"	"chr5"	87991197	"Inh"	9	1.94230207667321e-36	"850K"	"unique_liftover"	"chr5"	88695380	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04440182"	NA	NA	"Inh"	10	2.53096603662128e-36	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg06691250"	"chr10"	7517807	"Inh"	11	7.07472935692563e-36	"850K"	"unique_liftover"	"chr10"	7475845	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20935165"	"chr2"	172972840	"Inh"	12	8.22930262184986e-36	"850K"	"unique_liftover"	"chr2"	172108112	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09272818"	"chr18"	53530381	"Inh"	13	1.09340748466121e-35	"850K"	"unique_liftover"	"chr18"	55863150	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11843516"	"chr1"	17023283	"Inh"	14	2.79682573376331e-35	"850K"	"unique_liftover"	"chr1"	16696788	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06617876"	"chr9"	139652874	"Inh"	15	1.93913008824154e-34	"850K"	"unique_liftover"	"chr9"	136758422	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04947907"	"chr12"	133345285	"Inh"	16	2.90990316247297e-34	"850K"	"unique_liftover"	"chr12"	132768699	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00740822"	"chr19"	49939611	"Inh"	17	6.82476342796639e-34	"850K"	"unique_liftover"	"chr19"	49436354	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg22699193"	"chr14"	69262995	"Inh"	18	8.73878147064756e-34	"850K"	"unique_liftover"	"chr14"	68796278	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg12534424"	"chr7"	127992316	"Inh"	19	1.04093763706646e-33	"850K"	"unique_liftover"	"chr7"	128352262	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03654166"	"chr2"	172944393	"Inh"	20	1.35736253355795e-33	"850K"	"unique_liftover"	"chr2"	172079665	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09093955"	"chr19"	7422522	"Inh"	21	2.57274597029132e-33	"850K"	"unique_liftover"	"chr19"	7357636	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05963821"	"chr3"	115377939	"Inh"	22	4.50072819401681e-33	"850K"	"unique_liftover"	"chr3"	115659092	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09657982"	"chr6"	1424677	"Inh"	23	5.92645337118495e-33	"850K"	"unique_liftover"	"chr6"	1424442	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06692744"	"chr17"	48716798	"Inh"	24	1.43922244471977e-32	"850K"	"unique_liftover"	"chr17"	50639437	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07140325"	"chr17"	35730537	"Inh"	25	1.63764861282615e-32	"850K"	"unique_liftover"	"chr17"	37373595	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg12616615"	"chr14"	69263003	"Inh"	26	2.19299127301082e-32	"850K"	"unique_liftover"	"chr14"	68796286	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14200725"	"chr12"	49942757	"Inh"	27	6.54990453261763e-32	"850K"	"unique_liftover"	"chr12"	49548974	FALSE	FALSE	FALSE	TRUE
