phenotype_id	num_causal_snps	chrom	start	end	positions	rsids	target_heritability	simulated_heritability
pheno_215	2	14	70896203	71896203	71005664,71171217	rs4639002,rs4641419	0.03407483095161276	0.03407483095161276
pheno_216	1	20	38812833	39812833	39390712	rs6839285	0.04531176016166126	0.045311760161661246
pheno_217	5	3	132103571	133103571	133072913,132163133,132939847,132492667,132865274	rs837955,rs824226,rs834009,rs827043,rs829613	0.06897225867006035	0.06897225867006034
pheno_218	2	19	17488433	18488433	17991331,17618430	rs6438312,rs6423818	0.00990283939315205	0.00990283939315205
pheno_219	5	9	7488337	8488337	8183830,7893168,8121142,7902614,8455945	rs2745293,rs2738144,rs2743642,rs2741268,rs2747473	0.053232946118527885	0.05323294611852789
pheno_220	5	14	101369643	102369643	101807056,102225635,102018464,102007701,101967849	rs4755185,rs4760777,rs4759527,rs4758379,rs4757165	0.03619189397171737	0.036191893971717376
pheno_221	2	6	66005065	67005065	66846450,66267695	rs1867545,rs1863435	0.05496953752925729	0.05496953752925729
pheno_222	4	2	7951060	8951060	8635218,8085965,8417948,8343453	rs271675,rs261359,rs269559,rs265772	0.04937546424670174	0.049375464246701736
pheno_223	4	18	44160129	45160129	44800527,44912436,44500521,44723968	rs6118151,rs6119950,rs6108092,rs6115219	0.09332399738647101	0.093323997386471
pheno_224	4	6	119404970	120404970	119610677,120209393,120005768,120357661	rs1976005,rs1980881,rs1978025,rs1983699	0.04041492182061315	0.04041492182061316
pheno_225	2	21	45994327	46709983	46669867,46357022	rs7401419,rs7397620	0.06752410465372703	0.06752410465372699
pheno_226	5	21	349027	1349027	595616,978614,1104603,1177972,1237395	rs6968289,rs6972065,rs6974652,rs6976028,rs6977778	0.05947840604149398	0.05947840604149397
pheno_227	1	13	79354015	80354015	79493894	rs4260810	0.09766341188318077	0.09766341188318077
pheno_228	4	1	104947606	105947606	105514306,105650445,105174642,105050299	rs55445,rs60485,rs52345,rs49508	0.0752684778150217	0.07526847781502168
pheno_229	4	20	37622447	38622447	38115543,38587058,38449950,38340665	rs6825154,rs6837096,rs6830260,rs6828666	0.030280642253668826	0.030280642253668822
pheno_230	5	14	46486895	47486895	47098207,47200480,46683873,46724538,47048876	rs4576639,rs4578103,rs4569333,rs4571983,rs4575080	0.027992182841360198	0.027992182841360198
pheno_231	4	7	105760036	106760036	106141176,106315788,106456745,105960924	rs2325581,rs2328146,rs2332201,rs2323678	0.01295496835610449	0.01295496835610449
pheno_232	2	3	54168683	55168683	54944141,54380499	rs712004,rs710333	0.044086152990943546	0.04408615299094354
pheno_233	5	20	37574083	38574083	37934527,37728992,38517658,38205862,37994221	rs6816310,rs6814683,rs6830902,rs6825921,rs6819467	0.643777543302135	0.6437775433021349
pheno_234	2	15	69601234	70601234	69663386,69682147	rs5049348,rs5051025	0.018087953396044337	0.018087953396044344
pheno_235	1	12	19020047	20020047	19106513	rs3857121	0.08230820275587042	0.0823082027558704
pheno_236	1	15	10435148	11435148	10508158	rs4788113	0.06929981633569372	0.06929981633569374
pheno_237	1	17	18921611	19921611	19268104	rs5641773	0.07778405259438363	0.07778405259438363
pheno_238	2	1	132738826	133738826	133576529,133464825	rs127195,rs125608	0.7749820621254798	0.7749820621254799
pheno_239	3	21	32832234	33832234	33668588,33478522,33015272	rs7291603,rs7289625,rs7286544	0.005216386227213608	0.005216386227213607
pheno_240	4	2	137868903	138868903	138121258,138498245,138209662,137928842	rs469003,rs474139,rs471457,rs466241	0.5056901760946273	0.5056901760946273
pheno_241	5	19	17482408	18482408	17808307,17756100,18256277,17660794,17671941	rs6435887,rs6431548,rs6440423,rs6424930,rs6427508	0.08617559577088289	0.08617559577088293
pheno_242	5	12	37011726	38011726	37970120,37184012,37269666,37044407,37833686	rs3890843,rs3888108,rs3888727,rs3886496,rs3889639	0.0745046015631706	0.0745046015631706
pheno_243	1	2	138850179	139850179	139074294	rs476238	0.007964400214451517	0.007964400214451517
pheno_244	1	10	64263130	65263130	64530958	rs3242009	0.4478626748995853	0.4478626748995855
pheno_245	2	5	147700758	148700758	148126202,147708428	rs1625933,rs1624863	0.4681831340129149	0.4681831340129149
pheno_246	2	10	87012396	88012396	87216780,87273218	rs3318647,rs3323118	0.0448190162276007	0.0448190162276007
pheno_247	2	19	31143709	32143709	31143962,31423512	rs6531104,rs6535122	0.046421861527607904	0.04642186152760791
pheno_248	1	8	2818082	3818082	3161882	rs2420536	0.05949665907931773	0.05949665907931771
pheno_249	2	1	114075783	115075783	115064501,114433194	rs79178,rs76085	0.04687160889753362	0.04687160889753361
pheno_250	5	7	89091010	90091010	90063236,89112366,89609791,90076740,89985357	rs2279221,rs2272538,rs2276483,rs2280058,rs2278748	0.31046678555193274	0.3104667855519327
pheno_251	2	20	57563286	58563286	57846460,57767931	rs6952858,rs6950082	0.08134273182949579	0.08134273182949579
pheno_252	4	16	31827135	32827135	32599423,31958569,32733248,32805518	rs5305474,rs5302560,rs5308642,rs5309730	0.51394278975142	0.51394278975142
pheno_253	5	14	50991710	51991710	51284832,51936778,51932955,51759879,51865805	rs4579330,rs4588656,rs4585654,rs4581463,rs4583581	0.05695807161933286	0.05695807161933285
pheno_254	2	15	85554154	86554154	85559270,86424892	rs5125531,rs5131566	0.39430173359110565	0.39430173359110576
pheno_255	2	22	40461980	41461980	40537956,40627500	rs7641890,rs7643882	0.13050654961834748	0.1305065496183475
pheno_256	5	17	9151530	10151530	9717934,10017723,9319900,9513229,9805100	rs5566687,rs5570751,rs5561255,rs5563407,rs5569712	0.0202974587352104	0.020297458735210397
pheno_257	1	22	41098183	42098183	41151003	rs7660889	0.09666125986414247	0.09666125986414244
pheno_258	3	21	24116311	25116311	24505874,24370158,24897117	rs7228709,rs7225717,rs7232328	0.07962125460468938	0.07962125460468938
pheno_259	5	17	8195538	9195538	9064006,8863698,8352881,9143918,8464740	rs5558163,rs5556573,rs5552277,rs5559415,rs5555020	0.016033898523207017	0.01603389852320702
pheno_260	3	2	81355995	82355995	81797266,82129926,81538630	rs400445,rs402792,rs396681	0.010243626208510928	0.010243626208510928
pheno_261	1	4	170002712	171002712	170105456	rs1288874	0.04488848453506377	0.04488848453506376
pheno_262	5	12	62795239	63795239	62923203,63441410,62911531,63290501,63688095	rs3926863,rs3929414,rs3926093,rs3928088,rs3930617	0.024251458130840696	0.0242514581308407
pheno_263	5	16	61916682	62916682	62086161,62078573,62560841,61990645,62443563	rs5398482,rs5394253,rs5407034,rs5391085,rs5403374	0.014183167775166242	0.014183167775166244
pheno_264	4	3	65982641	66982641	66470800,66588918,66013167,66177117	rs740768,rs741707,rs737776,rs734299	0.6589899776485545	0.6589899776485544
pheno_265	3	19	93491	1093491	1033445,515002,130195	rs6308342,rs6297302,rs6289775	0.280244725193434	0.2802447251934341
pheno_266	5	14	65284085	66284085	65988072,66000944,65375864,65394596,66099991	rs4632432,rs4634220,rs4628675,rs4630857,rs4636863	0.04485573464539424	0.044855734645394246
pheno_267	1	21	35665033	36665033	36428355	rs7306182	0.06864670082749434	0.06864670082749433
pheno_268	3	20	25542085	26542085	26018163,26145893,25963068	rs6769302,rs6772644,rs6764517	0.07352081024063373	0.07352081024063371
pheno_269	3	18	31734329	32734329	32433286,32494979,32128718	rs6063097,rs6064605,rs6061661	0.07235480144999745	0.07235480144999747
pheno_270	3	18	26102623	27102623	26499307,26567629,26269011	rs6054573,rs6057754,rs6051517	0.061166361029136265	0.06116636102913626
pheno_271	3	14	40258833	41258833	41046822,41161497,40546246	rs4560984,rs4562038,rs4557307	0.6532979390246593	0.6532979390246594
pheno_272	3	19	2132723	3132723	3008621,2849133,2268529	rs6317542,rs6314006,rs6311050	0.04082904620153781	0.0408290462015378
pheno_273	1	5	1625030	2625030	1656413	rs1326161	0.05215914651436351	0.05215914651436353
pheno_274	4	8	65524	1065524	646540,192454,501701,616109	rs2418206,rs2408370,rs2413668,rs2416282	0.09348154336801201	0.09348154336801201
pheno_275	5	3	151400123	152400123	152175439,151882470,151838605,152244835,151702007	rs894125,rs891487,rs888977,rs897302,rs886472	0.02832707261794588	0.028327072617945887
pheno_276	2	22	11639868	12639868	11824517,12041386	rs7438884,rs7442275	0.02335999106203955	0.02335999106203955
pheno_277	5	4	27503626	28503626	28278748,28145952,27747863,28487780,28057174	rs1075806,rs1073533,rs1065439,rs1077282,rs1069874	0.03650442861946395	0.03650442861946396
pheno_278	4	12	65535970	66535970	66039049,65634343,65668028,65951230	rs3941031,rs3933193,rs3935953,rs3938835	0.035340222506059	0.03534022250605899
pheno_279	4	16	71877214	72877214	72054244,72394117,72023904,72678510	rs5432062,rs5442618,rs5428443,rs5448530	0.09426982441885146	0.09426982441885146
pheno_280	1	3	21260637	22260637	21596349	rs674726	0.08509032256219858	0.08509032256219858
pheno_281	4	14	1007857	2007857	1272321,1987836,1258796,1721998	rs4393539,rs4406987,rs4389925,rs4396164	0.01484943728763552	0.014849437287635518
pheno_282	3	11	19566615	20566615	20118434,20246830,19744474	rs3551776,rs3553564,rs3551123	0.0817659985094446	0.08176599850944459
pheno_283	4	7	69026107	70026107	69635708,69987389,69143666,69865878	rs2206840,rs2214231,rs2202747,rs2210864	0.5702367692547792	0.5702367692547792
pheno_284	4	17	14330624	15330624	14826802,14937835,14655683,15066209	rs5621303,rs5622717,rs5619261,rs5624170	0.3781616841657187	0.3781616841657187
pheno_285	1	3	75009564	76009564	75828435	rs756242	0.03129299455213947	0.03129299455213947
pheno_286	5	19	34341956	35341956	34612106,35256685,35047351,34905612,34378788	rs6563001,rs6569780,rs6568025,rs6566697,rs6552435	0.0871598217571128	0.08715982175711279
pheno_287	1	22	3018865	4018865	3539333	rs7402777	0.011510404883819454	0.011510404883819452
pheno_288	4	10	127944739	128944739	128812439,128879093,128336339,128736644	rs3467834,rs3470234,rs3462900,rs3464833	0.1067034914441608	0.1067034914441608
pheno_289	2	22	28497489	29497489	28646098,28631136	rs7568952,rs7565631	0.6004465461490108	0.600446546149011
pheno_290	2	3	160185166	161185166	160681986,160775794	rs919768,rs922469	0.04981299947522171	0.049812999475221706
pheno_291	3	13	95671926	96671926	96349532,96164685,96466926	rs4314952,rs4314304,rs4316208	0.014421346510562287	0.014421346510562283
pheno_292	2	12	122977823	123977823	123123090,123476878	rs4050293,rs4052889	0.05971013342442179	0.0597101334244218
pheno_293	4	21	31235826	32235826	31584605,31679317,32084943,31969985	rs7263928,rs7266529,rs7279597,rs7272811	0.002911942593915101	0.0029119425939151
pheno_294	5	14	14740629	15740629	15013414,14819258,15190216,14976997,14982763	rs4483824,rs4474169,rs4486773,rs4477024,rs4480465	0.34423505447695635	0.34423505447695646
pheno_295	2	18	41739215	42739215	42292484,42485288	rs6084331,rs6086854	0.49897409391363146	0.49897409391363134
pheno_296	3	8	31901203	32901203	32754195,32000313,32006027	rs2524953,rs2508777,rs2512477	0.2337663387517043	0.23376633875170433
pheno_297	1	18	57426959	58426959	57799289	rs6168063	0.0694874357353859	0.06948743573538593
pheno_298	5	13	28169384	29169384	28201530,28357005,28924049,28293494,28839464	rs4140485,rs4142923,rs4145608,rs4142186,rs4144067	0.06115388863286272	0.061153888632862724
pheno_299	3	18	44566027	45566027	44627690,45452964,45124208	rs6112228,rs6125697,rs6123076	0.25643258346570297	0.2564325834657031
pheno_300	2	7	95969956	96969956	96253348,96891691	rs2308792,rs2317474	0.03384132488971481	0.033841324889714815
pheno_301	5	17	35211196	36211196	36183049,35501585,36071211,35783608,35877167	rs5806069,rs5773901,rs5802343,rs5784078,rs5791893	0.01767756762131271	0.017677567621312708
pheno_302	3	9	107753742	108753742	108416261,108579006,108154222	rs2923081,rs2930037,rs2916951	0.015615287988331554	0.015615287988331552
pheno_303	5	6	6779779	7779779	7758180,6960190,7631651,7710980,7066645	rs1724572,rs1715583,rs1719960,rs1721731,rs1718179	0.01807377325542692	0.018073773255426924
pheno_304	5	12	131455812	132455812	131870492,132164550,131571843,131764412,131754134	rs4097227,rs4100090,rs4087380,rs4095304,rs4092517	0.03941322506847466	0.039413225068474673
pheno_305	5	21	37593919	38593919	37852920,38267547,37779683,38504776,38228365	rs7335388,rs7341877,rs7332465,rs7344803,rs7338625	0.04143690893879838	0.04143690893879839
pheno_306	1	1	147861319	148861319	148731872	rs127559	0.01098906621651588	0.010989066216515884
pheno_307	2	6	55398162	56398162	55527725,55942547	rs1835288,rs1837843	0.06867686834104254	0.06867686834104254
pheno_308	1	22	1553299	2553299	2064190	rs7401613	0.060056990225019403	0.0600569902250194
pheno_309	3	16	40020294	41020294	40992337,40320345,40578297	rs5318603,rs5313306,rs5315751	0.03646572450467707	0.03646572450467707
pheno_310	2	22	31095008	32095008	31568798,31853757	rs7582231,rs7586141	0.41085844522818393	0.41085844522818393
pheno_311	3	4	171453445	172453445	172139007,171995736,171984807	rs1301434,rs1297534,rs1292575	0.09587427850623768	0.09587427850623768
pheno_312	1	21	1683588	2683588	2138705	rs6985422	0.04919269796611582	0.04919269796611583
pheno_313	2	7	50814352	51814352	51693792,51700119	rs2171890,rs2174952	0.02763895812075831	0.027638958120758308
pheno_314	3	2	35337835	36337835	36027200,35712242,35786943	rs328739,rs324443,rs326276	0.06493559564238463	0.06493559564238463
pheno_315	1	9	40254294	41254294	40915534	rs2787560	0.07854238532690001	0.07854238532690001
pheno_316	2	9	77824170	78824170	78621204,78724383	rs2850544,rs2854800	0.043338178469917235	0.043338178469917235
pheno_317	2	7	4136056	5136056	4320264,4682394	rs2062854,rs2069736	0.5899430182783821	0.5899430182783821
pheno_318	5	8	125398418	126398418	126331238,126206659,126130280,126360484,125559179	rs2656436,rs2654457,rs2651862,rs2658176,rs2648660	0.19835287347186897	0.198352873471869
pheno_319	4	15	79536741	80536741	80381285,80521315,80064351,79925022	rs5109167,rs5111876,rs5104796,rs5101964	0.14367308748057692	0.1436730874805769
pheno_320	1	13	73587621	74587621	73658991	rs4253064	0.08866894984253978	0.08866894984253976
pheno_321	3	3	150013161	151013161	150212010,150030428,150280775	rs878361,rs876182,rs882832	0.056262993696207776	0.05626299369620777
pheno_322	4	13	4195976	5195976	4969668,4352366,4449485,4957552	rs4113922,rs4108301,rs4110550,rs4112335	0.09240030218921634	0.09240030218921634
pheno_323	2	5	3994755	4994755	4493407,4314364	rs1339376,rs1331899	0.17664919782729538	0.1766491978272954
pheno_324	1	9	15300910	16300910	16082405	rs2759493	0.6393727486726309	0.6393727486726312
pheno_325	5	17	26917770	27917770	27256903,27707992,27036868,27134860,27735307	rs5676208,rs5678157,rs5668758,rs5673352,rs5681004	0.4318691781088716	0.43186917810887165
pheno_326	2	6	83798862	84798862	84221698,83877286	rs1910035,rs1903695	0.07949776861430367	0.07949776861430367
pheno_327	1	11	108289925	109289925	108494334	rs3735861	0.04748880735082284	0.04748880735082283
pheno_328	5	18	58585302	59585302	59566919,59108904,58862460,59107933,58797539	rs6181590,rs6176714,rs6173985,rs6174643,rs6172029	0.07153708761	0.07153708760999997
pheno_329	2	16	72594931	73594931	72968244,73205651	rs5451584,rs5454051	0.0565831227051367	0.056583122705136726
pheno_330	3	8	53355198	54355198	53864202,53465643,53614368	rs2540432,rs2536483,rs2538504	0.09834564162706114	0.09834564162706114
pheno_331	2	17	79258600	80258600	79522601,79510859	rs5988524,rs5985888	0.09870401168635447	0.09870401168635447
pheno_332	5	10	109147222	110147222	109510780,109689885,109300500,110145034,109849460	rs3390736,rs3393382,rs3386783,rs3398067,rs3395805	0.04668833099915164	0.04668833099915165
pheno_333	2	3	172601073	173601073	172645141,173532023	rs941462,rs944630	0.0890876899511832	0.08908768995118323
pheno_334	4	3	189861490	190861490	190117820,190629173,189912683,190357332	rs998224,rs1003661,rs995881,rs1001155	0.07194017703865548	0.07194017703865548
pheno_335	4	21	11068706	12068706	11842439,11465216,11673727,11641465	rs7066525,rs7056037,rs7059596,rs7057324	0.38048675561150047	0.38048675561150047
pheno_336	5	12	106992444	107992444	107501183,107714235,107805989,107903080,107406929	rs4027576,rs4030000,rs4032795,rs4035033,rs4025166	0.39015320579465784	0.39015320579465795
pheno_337	2	20	11467790	12467790	11756536,11499567	rs6716899,rs6713179	0.7851672140410222	0.7851672140410223
pheno_338	2	6	82203402	83203402	82793323,82349792	rs1900690,rs1897978	0.21507768578438408	0.21507768578438402
pheno_339	2	7	153210031	154210031	153382792,153314559	rs2386146,rs2384114	0.05728657720540074	0.05728657720540076
pheno_340	3	20	31623065	32623065	31990878,32157754,32441175	rs6793161,rs6795240,rs6797935	0.6390121396667766	0.6390121396667767
pheno_341	5	10	119082459	120082459	119211404,119416009,120067948,119672553,119674937	rs3430187,rs3434899,rs3443305,rs3438457,rs3440341	0.028743669929612446	0.028743669929612446
pheno_342	4	22	13823226	14823226	14562889,14808997,14214597,14735071	rs7472601,rs7477522,rs7464615,rs7475697	0.051551110008224564	0.05155111000822455
pheno_343	3	5	156780258	157780258	157041664,157527106,156865379	rs1674544,rs1678593,rs1671854	0.2728134859584071	0.2728134859584071
pheno_344	4	1	193829810	194829810	194600795,193903390,194034534,193872951	rs209594,rs203634,rs206227,rs202840	0.6302193656598166	0.6302193656598167
pheno_345	2	8	27132818	28132818	28115979,27895482	rs2486945,rs2475159	0.005088384821070033	0.005088384821070032
pheno_346	5	16	88387048	89387048	88950737,88848691,88615792,88467010,88744624	rs5496419,rs5494469,rs5485595,rs5478974,rs5492131	0.04710932018885384	0.04710932018885384
pheno_347	4	10	32805472	33805472	33018187,33340722,33254356,33016808	rs3168144,rs3171851,rs3171037,rs3164796	0.08365578280375788	0.08365578280375786
pheno_348	2	16	30340749	31340749	30392059,31214279	rs5294274,rs5299598	0.05327621969005058	0.05327621969005058
pheno_349	1	13	110513022	111513022	110664949	rs4371583	0.07503502846700505	0.07503502846700505
pheno_350	2	20	44621663	45621663	45306632,45202584	rs6901412,rs6900039	0.5552944726209301	0.5552944726209301
pheno_351	5	21	31787336	32787336	31908300,32023844,32502220,32671454,32045813	rs7269631,rs7275356,rs7282029,rs7284425,rs7277562	0.028326057360991835	0.028326057360991842
pheno_352	3	20	20208553	21208553	20932800,20454733,20350100	rs6756824,rs6751104,rs6745664	0.00021069300270610614	0.0002106930027061062
pheno_353	1	8	88758448	89758448	88764369	rs2586485	0.062417907437630725	0.06241790743763073
pheno_354	4	11	28157851	29157851	28925139,28162301,29110320,28243358	rs3567467,rs3559719,rs3571074,rs3562098	0.00096952937315982	0.0009695293731598201
pheno_355	2	13	1471544	2471544	1839309,1927740	rs4102901,rs4104871	0.049451976585682116	0.049451976585682116
pheno_356	5	20	3589558	4589558	3788100,4459069,4186556,3716556,3736772	rs6675363,rs6679878,rs6676936,rs6670576,rs6672816	0.03314877485395517	0.03314877485395517
pheno_357	3	19	48917389	49917389	49503284,49743443,49635737	rs6613124,rs6616112,rs6614556	0.09489162891374232	0.0948916289137423
pheno_358	4	7	4023875	5023875	4458462,4279413,4801729,4374932	rs2067351,rs2059308,rs2072139,rs2064732	0.022907927085357518	0.022907927085357514
pheno_359	2	20	2367412	3367412	2832395,2376871	rs6668531,rs6665249	0.04637863953700311	0.0463786395370031
pheno_360	4	11	73658760	74658760	73677089,74363413,73704076,73867281	rs3646583,rs3651994,rs3648802,rs3649941	0.0393926189091959	0.0393926189091959
pheno_361	5	20	20382587	21382587	20695518,20519039,20961975,20679526,20414016	rs6754486,rs6752288,rs6760087,rs6752926,rs6748675	0.5735989790391588	0.5735989790391587
pheno_362	1	17	80493250	81493250	81157281	rs5991285	0.0877878472674369	0.08778784726743688
pheno_363	5	5	21134251	22134251	21895091,21261123,22057147,21583519,22107631	rs1361787,rs1356533,rs1364792,rs1358576,rs1365842	0.07452229620010957	0.07452229620010957
pheno_364	1	15	4580521	5580521	4766036	rs4765526	0.08248532423265516	0.08248532423265516
pheno_365	4	9	698836	1698836	749611,784099,1372583,1441794	rs2694355,rs2697301,rs2699876,rs2703506	0.22287556693901683	0.22287556693901692
pheno_366	5	14	58489970	59489970	59292197,59108105,58714047,58958657,58828476	rs4618937,rs4616380,rs4605410,rs4610632,rs4607719	0.36797779628593963	0.3679777962859396
pheno_367	5	21	45641362	46641362	45981428,46408909,46285547,45899013,45766731	rs7391548,rs7399571,rs7394427,rs7388293,rs7385814	0.030576940199812247	0.030576940199812254
pheno_368	4	19	33498501	34498501	33547795,34476694,34252605,34397048	rs6541046,rs6556370,rs6549664,rs6555201	0.11453183016440739	0.11453183016440738
pheno_369	5	20	28812488	29812488	28838605,29737090,29542359,29623543,28926619	rs6782453,rs6789310,rs6785054,rs6787124,rs6784558	0.5663342651368575	0.5663342651368575
pheno_370	3	9	92255781	93255781	93175147,92954085,93062154	rs2881220,rs2879039,rs2879715	0.3664910950175133	0.36649109501751326
pheno_371	1	3	18244836	19244836	18765735	rs667211	0.5212285113753908	0.5212285113753908
pheno_372	2	6	156436279	157436279	157108852,156845294	rs2051243,rs2049566	0.3358938036798369	0.33589380367983696
pheno_373	5	15	86117609	87117609	86178191,86743595,86536797,86976647,86225680	rs5127237,rs5135499,rs5133627,rs5137412,rs5128950	0.07545858466725425	0.07545858466725423
pheno_374	1	13	20327594	21327594	20599816	rs4137622	0.6765627391135317	0.6765627391135318
pheno_375	5	17	11177297	12177297	11653867,11575946,11376983,11684435,11709078	rs5580413,rs5577366,rs5573401,rs5584366,rs5586984	0.04823044548381563	0.04823044548381564
pheno_376	2	8	6684886	7684886	7293891,7328313	rs2423195,rs2423981	0.0944971973936927	0.0944971973936927
pheno_377	5	15	22005167	23005167	22952682,22242698,22220941,22012991,22946747	rs4897979,rs4872406,rs4869036,rs4867371,rs4894242	0.05976780216569167	0.05976780216569166
pheno_378	2	12	57163372	58163372	58025829,57640769	rs3921557,rs3920030	0.032341024820930084	0.032341024820930084
pheno_379	4	10	7135225	8135225	7251830,7751424,7368787,7173776	rs3071904,rs3075221,rs3072748,rs3070936	0.030040238211703867	0.03004023821170386
pheno_380	3	14	19664086	20664086	20070633,20269718,19749604	rs4518801,rs4521383,rs4516783	0.6589457551408536	0.6589457551408536
pheno_381	4	5	141305812	142305812	141519375,141882615,141757187,141990652	rs1615355,rs1620336,rs1618038,rs1623158	0.04238924604774875	0.04238924604774876
pheno_382	3	2	3590229	4590229	4401321,3636169,4014952	rs257335,rs250402,rs253630	0.09079580297500359	0.0907958029750036
pheno_383	1	3	103984568	104984568	104414854	rs794317	0.052717858562182675	0.052717858562182675
pheno_384	3	9	39544818	40544818	39683011,40347831,39877265	rs2779727,rs2785178,rs2783247	0.037504471959832704	0.03750447195983272
pheno_385	4	14	18656543	19656543	19352529,19649957,18889966,19049858	rs4511973,rs4514191,rs4502308,rs4507299	0.06065535485869064	0.06065535485869061
pheno_386	5	14	1927065	2927065	2265944,2242251,2402595,2129333,2288298	rs4405037,rs4401968,rs4413337,rs4398883,rs4408444	0.06884262359831711	0.0688426235983171
pheno_387	4	6	150131414	151131414	150185542,150638632,150706534,150589892	rs2039295,rs2043842,rs2046172,rs2041486	0.09534869852239752	0.09534869852239751
pheno_388	1	6	151425146	152425146	151962546	rs2047616	0.02727607888290428	0.027276078882904276
pheno_389	2	12	124704333	125704333	125505610,125527630	rs4059680,rs4062968	0.057206749825665454	0.05720674982566546
pheno_390	1	5	22131043	23131043	23068542	rs1367060	0.04335450358002901	0.043354503580029
pheno_391	3	17	28743451	29743451	29605659,29675247,29345111	rs5722059,rs5726106,rs5717387	0.2882979991200406	0.2882979991200406
pheno_392	5	19	50391700	51391700	50601051,50478000,50961199,50951225,50661306	rs6623572,rs6621263,rs6635518,rs6632193,rs6628980	0.006513915110954399	0.0065139151109544005
pheno_393	2	2	105232935	106232935	105413951,105775566	rs425102,rs428291	0.07125456496179146	0.07125456496179144
pheno_394	2	11	7670505	8670505	7678250,8026930	rs3503104,rs3513857	0.065207235378644	0.06520723537864398
pheno_395	3	11	32394001	33394001	33355732,33038247,32397361	rs3584066,rs3583116,rs3580710	0.08320384986034778	0.08320384986034778
pheno_396	3	19	29445810	30445810	30155352,29954430,29785363	rs6527783,rs6524125,rs6510959	0.3539809999184744	0.3539809999184744
pheno_397	1	18	9704109	10704109	9986995	rs6031703	0.06465988745072072	0.06465988745072072
pheno_398	2	20	27529296	28529296	27813408,28222583	rs6776387,rs6778584	0.015661290563740413	0.01566129056374042
pheno_399	2	17	55607107	56607107	55792041,56411886	rs5902926,rs5903743	0.0313707292081993	0.0313707292081993
pheno_400	1	1	125734568	126734568	125771947	rs107506	0.006226544010832322	0.00622654401083232
pheno_401	3	8	105415939	106415939	106144486,106194551,105442017	rs2639713,rs2643420,rs2636685	0.6805080242284675	0.6805080242284676
pheno_402	5	8	90303250	91303250	90729625,90428883,90498522,91055369,90887370	rs2612154,rs2603328,rs2607951,rs2615412,rs2614957	0.05219733038784805	0.052197330387848045
pheno_403	4	14	39585094	40585094	40000371,39740233,40459238,40061517	rs4543843,rs4538118,rs4550842,rs4545281	0.03566406547926576	0.035664065479265754
pheno_404	5	13	111717671	112717671	112029460,112158096,112408448,112499608,112309955	rs4374787,rs4377423,rs4382818,rs4386508,rs4380193	0.09080242202734934	0.09080242202734935
pheno_405	4	22	26177876	27177876	26255290,27159801,26666657,26720535	rs7534458,rs7545381,rs7537314,rs7539694	0.030920784284334916	0.030920784284334913
pheno_406	5	20	32973409	33973409	33401543,33014433,33281151,33112113,33052005	rs6809165,rs6800091,rs6807454,rs6804130,rs6801570	0.03593012798314869	0.03593012798314868
pheno_407	3	5	50247188	51247188	50408112,50613381,51218553	rs1437414,rs1440953,rs1442315	0.714275420264266	0.7142754202642658
pheno_408	2	7	150439668	151439668	150467325,151184231	rs2378053,rs2381884	0.03869533063092525	0.03869533063092525
pheno_409	1	6	117144181	118144181	117562627	rs1974099	0.7381480441226517	0.7381480441226514
pheno_410	4	21	22984894	23984894	23105554,23447834,23555115,23859125	rs7201196,rs7204378,rs7207039,rs7214555	0.05529282158620208	0.055292821586202086
pheno_411	1	8	69591362	70591362	70124315	rs2562304	0.20665922663275071	0.2066592266327507
pheno_412	1	15	52132179	53132179	52985291	rs5036246	0.5527618939508877	0.5527618939508876
pheno_413	1	14	6447938	7447938	6679375	rs4418297	0.7391064261926412	0.7391064261926411
pheno_414	1	17	62663842	63663842	62673308	rs5922667	0.005860444680111944	0.005860444680111943
pheno_415	2	2	29226675	30226675	29773295,30209443	rs309011,rs310991	0.07294072170005991	0.07294072170005994
pheno_416	5	15	21695081	22695081	22583873,22558502,22260631,22439092,21950693	rs4886024,rs4882066,rs4874854,rs4877403,rs4864758	0.0695055012020395	0.06950550120203951
pheno_417	3	19	19453782	20453782	19950812,20441726,20212081	rs6448979,rs6458573,rs6452514	0.03390850917510547	0.03390850917510547
pheno_418	5	3	6430345	7430345	7045553,7217174,6845827,7157584,6718869	rs579350,rs588560,rs575366,rs583963,rs570994	0.38419414915775074	0.38419414915775085
pheno_419	5	10	41692793	42692793	42523280,42089112,41746857,42183311,42320608	rs3182505,rs3177127,rs3173847,rs3178853,rs3179948	0.08024837569099387	0.0802483756909939
pheno_420	5	11	77761939	78761939	77997868,78227616,78126748,78218525,77931608	rs3656324,rs3665477,rs3658223,rs3661685,rs3654807	0.06364876755316946	0.06364876755316945
pheno_421	3	15	88832800	89832800	89204009,89330391,89653432	rs5140029,rs5144030,rs5161606	0.41825670606243015	0.41825670606243015
pheno_422	4	10	3708514	4708514	4589183,4635938,4438551,3723232	rs3068465,rs3070037,rs3067139,rs3064229	0.4011649379872688	0.40116493798726893
pheno_423	4	17	81313631	82313631	81863306,82204738,82223008,82028344	rs5994793,rs6000912,rs6004644,rs5996543	0.07704037202999593	0.07704037202999593
pheno_424	3	14	62415853	63415853	63402571,62483160,62922507	rs4626031,rs4621430,rs4623792	0.5965051806278419	0.596505180627842
pheno_425	3	21	6147851	7147851	6229037,7124904,6493769	rs7005476,rs7017708,rs7007987	0.04032091672649445	0.040320916726494446
